TRAVEL_ID,TRAVEL_MISSION_PRIORITY,GENDER,AGE_GRP,INCOME,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,TRAVEL_NUM,TRAVEL_COMPANIONS_NUM,sido_gungu_list
d_d004391,10,남,30,0,1,1,1,7,7,1,7,1,7.0,4,1,['서귀포+안덕면']
d_d002450,3,여,30,0,2,1,1,2,4,4,4,4,1.0,1,1,"['제주+한림읍', '서귀포+성산읍', '서귀포+하효동', '제주+조천읍']"
d_d012470,6,남,50,0,5,3,3,2,3,4,3,4,4.0,1,0,"['서귀포+안덕면', '서귀포+동홍동']"
d_d001904,1,여,20,0,3,2,6,2,2,6,6,2,3.0,6,3,"['서귀포+중문동', '제주+우도면']"
d_d003504,21,여,30,0,1,7,1,5,1,1,2,6,5.0,5,0,"['제주+이도일동', '제주+구좌읍']"
d_d010178,23,남,20,0,7,1,2,2,2,6,6,7,1.0,2,1,"['서귀포+대포동', '서귀포+색달동']"
d_d001861,6,여,20,0,3,2,3,4,6,5,5,3,2.0,1,0,"['제주+한경면', '제주+애월읍', '서귀포+서귀동', '서귀포+토평동']"
d_d000291,11,여,20,0,4,6,2,1,5,7,3,3,1.0,5,1,['제주+이도1동']
d_d008119,26,여,20,0,4,6,1,4,4,7,1,7,3.0,3,1,['서귀포+하효동']
d_d000441,23,남,20,0,2,1,1,2,3,2,5,6,3.0,4,1,"['서귀포+성산읍', '제주+삼도2동']"
d_d001987,23,남,30,0,2,2,2,2,3,6,6,2,1.0,3,1,"['서귀포+중문동', '서귀포+성산읍', '제주+우도면']"
d_d001558,27,여,20,0,2,3,2,5,5,3,2,6,7.0,1,0,"['서귀포+대정읍', '서귀포+성산읍', '제주+애월읍', '서귀포+서귀동', '제주+한림읍']"
d_d004040,5,남,20,0,5,2,2,6,6,5,6,2,3.0,2,1,"['서귀포+중문동', '서귀포+대포동']"
d_d005548,22,여,40,0,6,4,5,4,6,6,4,3,2.0,1,0,['서귀포+안덕면']
d_d010531,21,여,20,0,3,2,5,4,3,5,5,4,2.0,2,0,['제주+우도면']
d_d002588,1,여,30,0,4,4,5,4,4,5,3,4,3.0,4,3,"['제주+삼도2동', '제주+이도일동', '서귀포+성산읍', '제주+용담2동', '서귀포+서귀동']"
d_d012347,26,여,40,0,1,4,1,7,7,1,7,1,3.0,2,6,['제주+한림읍']
d_d007182,28,여,30,0,6,1,6,2,2,6,3,1,4.0,5,0,['서귀포+호근동']
d_d000185,5,여,30,0,2,2,1,2,4,1,4,7,2.0,5,1,['서귀포+안덕면']
d_d009007,10,여,60,0,2,2,2,3,2,4,6,4,2.0,2,1,"['서귀포+중문동', '서귀포+동홍동', '서귀포+서귀동']"
d_d001406,3,여,30,0,2,4,2,3,2,3,3,4,2.0,3,1,"['제주+연동', '서귀포+동홍동', '서귀포+서귀동']"
d_d009380,2,여,20,0,2,2,6,6,1,2,7,2,3.0,2,1,"['서귀포+색달동', '서귀포+서귀동']"
d_d006783,28,남,50,0,1,1,1,1,1,1,4,4,2.0,2,0,['서귀포+표선면']
d_d009886,12,여,30,0,2,4,1,6,4,2,7,6,1.0,1,1,['제주+이도일동']
d_d009464,22,여,20,0,1,3,2,6,7,6,6,6,3.0,2,1,"['서귀포+안덕면', '제주+구좌읍', '제주+일도1동', '제주+조천읍', '제주+한림읍']"
d_d002972,22,여,30,0,4,2,4,2,2,2,2,7,3.0,1,2,"['서귀포+서호동', '제주+한림읍']"
d_d001144,23,여,50,0,2,4,3,4,2,5,2,6,2.0,1,0,"['서귀포+안덕면', '서귀포+호근동', '서귀포+서귀동']"
d_d011481,22,여,30,0,3,4,4,4,5,4,3,6,3.0,2,1,"['제주+일도일동', '제주+우도면']"
d_d000334,5,여,30,0,1,2,4,4,4,2,2,3,1.0,1,3,"['서귀포+상효동', '제주+구좌읍', '제주+일도일동']"
d_d002412,28,여,30,0,3,2,5,3,3,4,5,5,6.0,4,1,"['제주+구좌읍', '서귀포+호근동', '서귀포+서귀동']"
d_d009543,2,남,20,0,2,3,1,5,5,2,2,2,3.0,1,1,['서귀포+안덕면']
d_d002447,28,남,30,0,2,1,6,1,2,4,2,5,1.0,4,3,"['제주+건입동', '제주+한림읍', '제주+일도일동']"
d_d009677,1,여,40,0,4,4,5,4,4,5,5,4,4.0,3,0,['서귀포+서귀동']
d_d002317,22,남,30,0,2,2,2,2,2,2,6,1,1.0,2,1,"['제주+이도일동', '제주+용담2동', '제주+구좌읍', '서귀포+안덕면']"
d_d005188,2,여,30,0,3,3,2,4,5,5,5,5,1.0,2,2,"['서귀포+안덕면', '서귀포+중문동', '서귀포+색달동', '서귀포+서귀동']"
d_d010056,2,여,20,0,5,1,6,3,6,6,6,2,3.0,1,1,"['서귀포+성산읍', '서귀포+토평동', '서귀포+서귀동']"
d_d009016,22,여,20,0,3,4,2,2,2,4,2,7,3.0,1,1,"['제주+구좌읍', '서귀포+서귀동']"
d_d011890,22,여,30,0,2,2,3,3,3,3,4,5,1.0,5,1,['서귀포+성산읍']
d_d000415,21,여,30,0,3,2,5,5,5,3,3,2,4.0,2,0,['서귀포+서귀동']
d_d007636,6,여,20,0,1,7,1,7,1,1,7,1,2.0,1,0,"['서귀포+안덕면', '서귀포+서홍동']"
d_d006672,2,남,30,0,1,1,1,1,1,1,1,4,2.0,2,3,"['서귀포+안덕면', '제주+이도일동', '제주+한림읍']"
d_d000308,24,여,20,0,4,2,4,4,4,2,3,4,1.0,2,3,"['서귀포+안덕면', '제주+한림읍', '제주+일도일동']"
d_d001908,28,여,20,0,1,1,1,3,4,4,7,3,1.0,4,2,"['제주+이도일동', '제주+한림읍']"
d_d002611,23,여,30,0,6,3,4,1,1,4,6,4,2.0,4,1,"['서귀포+중문동', '제주+일도일동']"
d_d012400,22,남,40,0,1,1,1,4,1,4,3,5,3.0,2,3,"['서귀포+안덕면', '서귀포+대포동']"
d_d001046,2,남,20,0,2,1,1,7,6,5,1,1,7.0,1,0,"['제주+이도일동', '서귀포+색달동', '서귀포+상예동']"
d_d001625,9,남,20,0,5,3,2,5,4,3,3,4,2.0,1,0,"['서귀포+서귀동', '제주+한림읍', '제주+아라일동']"
d_d000524,22,여,20,0,1,3,2,1,1,4,7,7,2.0,4,1,"['제주+애월읍', '제주+한림읍']"
d_d000116,23,남,30,0,4,1,5,2,2,6,6,4,2.0,7,0,"['제주+연동', '서귀포+색달동', '제주+이도일동']"
d_d007947,23,여,30,0,1,2,1,2,6,3,3,7,7.0,3,3,"['서귀포+안덕면', '서귀포+표선면']"
d_d001416,27,여,20,0,3,2,3,5,6,3,3,6,9.0,3,1,"['서귀포+안덕면', '제주+조천읍', '제주+도두일동']"
d_d010576,2,여,30,0,4,4,6,1,3,5,5,3,3.0,2,3,"['제주+구좌읍', '제주+우도면']"
d_d003925,6,여,40,0,1,1,1,1,1,6,7,7,1.0,5,3,"['서귀포+안덕면', '서귀포+성산읍', '제주+노형동']"
d_d004431,2,여,30,0,2,1,2,6,6,4,2,6,3.0,4,2,['서귀포+안덕면']
d_d006267,21,여,30,0,5,6,4,4,6,7,4,6,1.0,3,0,['제주+일도일동']
d_d000172,21,여,20,0,3,2,2,3,6,4,2,7,2.0,3,1,['제주+조천읍']
d_d005567,21,여,20,0,2,2,1,3,2,2,6,4,1.0,1,1,['제주+조천읍']
d_d000054,2,남,40,0,2,2,2,1,2,6,1,2,2.0,2,4,"['제주+용담2동', '서귀포+성산읍', '서귀포+서귀동', '제주+일도2동']"
d_d006946,6,여,40,0,1,1,4,3,6,4,1,6,3.0,6,3,"['서귀포+안덕면', '제주+한경면']"
d_d005089,11,여,20,0,2,3,2,4,2,2,5,1,2.0,4,0,['서귀포+안덕면']
d_d003100,24,여,20,0,5,4,2,4,4,4,3,6,2.0,1,0,"['제주+구좌읍', '제주+애월읍']"
d_d004710,22,여,20,0,4,3,2,4,4,3,3,5,1.0,1,1,"['서귀포+안덕면', '서귀포+토평동']"
d_d004872,25,여,20,0,4,1,1,4,1,3,1,7,5.0,5,1,['제주+조천읍']
d_d004626,3,여,50,0,6,6,4,6,6,4,5,4,2.0,2,0,"['제주+구좌읍', '제주+조천읍']"
d_d008066,7,여,20,0,7,7,1,7,7,7,7,1,7.0,2,0,['제주+한림읍']
d_d009075,3,여,20,0,5,1,2,3,2,3,6,2,2.0,1,0,['서귀포+중문동']
d_d012349,3,여,40,0,1,4,3,4,1,3,4,5,2.0,2,1,['서귀포+대정읍']
d_d000487,22,여,20,0,3,3,3,2,4,3,5,6,2.0,2,1,"['서귀포+중문동', '제주+애월읍', '서귀포+서귀동', '서귀포+법환동']"
d_d003715,22,여,20,0,6,1,1,7,6,7,1,7,1.0,6,6,['제주+이도일동']
d_d006028,8,남,30,0,1,1,1,6,7,1,7,2,1.0,5,0,"['서귀포+법환동', '서귀포+서귀동']"
d_d005129,2,여,30,0,2,2,6,2,4,6,6,5,3.0,1,3,['서귀포+서귀동']
d_d010257,6,여,40,0,2,2,3,1,1,3,3,7,3.0,2,4,['서귀포+안덕면']
d_d003454,3,남,40,0,1,4,1,4,6,1,6,6,1.0,4,0,['서귀포+대정읍']
d_d005347,8,여,30,0,3,1,3,1,3,3,5,6,1.0,2,1,['서귀포+안덕면']
d_d012261,22,남,20,0,2,2,2,2,4,2,5,7,1.0,2,1,"['제주+구좌읍', '제주+조천읍']"
d_d009149,1,여,40,0,2,3,5,2,2,2,1,2,2.0,2,1,['제주+애월읍']
d_d010245,22,여,30,0,2,7,2,1,4,4,5,7,1.0,2,1,"['제주+우도면', '제주+한림읍', '서귀포+성산읍', '서귀포+색달동', '서귀포+남원읍', '제주+애월읍', '서귀포+서귀동', '제주+조천읍', '서귀포+표선면']"
d_d003049,2,여,20,0,4,2,2,3,4,4,5,5,1.0,5,3,"['제주+구좌읍', '서귀포+성산읍', '제주+일도일동', '제주+애월읍', '제주+조천읍']"
d_d003785,1,여,30,0,2,2,2,4,2,3,4,4,2.0,3,1,"['서귀포+동홍동', '제주+조천읍']"
d_d007774,6,남,20,0,1,1,1,4,6,4,6,3,2.0,2,1,"['제주+이도일동', '서귀포+남원읍', '서귀포+서귀동']"
d_d003442,21,여,20,0,1,1,2,4,4,2,4,7,3.0,2,1,"['제주+조천읍', '제주+삼도2동']"
d_d009051,1,여,20,0,2,2,2,2,1,1,1,6,2.0,6,1,"['제주+이도일동', '제주+애월읍']"
d_d002948,24,여,20,0,1,2,1,6,4,1,7,7,1.0,3,0,"['서귀포+안덕면', '제주+일도일동', '제주+애월읍', '서귀포+서귀동', '제주+한림읍']"
d_d004284,8,남,30,0,2,2,2,4,1,4,1,6,3.0,3,2,['서귀포+성산읍']
a_a011544,21,여,40,0,4,2,2,4,2,4,2,6,8.0,4,1,"['서귀포+안덕면', '제주+한림읍']"
d_d011354,10,여,40,0,2,2,3,3,2,2,6,7,2.0,3,0,"['서귀포+안덕면', '서귀포+서귀동', '서귀포+표선면']"
d_d000699,2,여,30,0,5,3,6,3,5,3,2,5,1.0,7,1,"['서귀포+성산읍', '제주+애월읍', '제주+일도일동']"
d_d000049,1,남,20,0,1,4,1,4,6,4,1,7,2.0,1,1,"['제주+구좌읍', '제주+이도일동', '서귀포+대포동', '서귀포+남원읍', '서귀포+서귀동', '제주+조천읍']"
d_d002785,27,남,30,0,4,4,2,4,2,4,6,5,1.0,1,1,['제주+해안동']
d_d004735,6,여,20,0,1,4,2,3,4,4,7,6,2.0,1,2,['서귀포+표선면']
d_d004915,1,남,30,0,4,2,2,3,6,6,2,6,3.0,5,3,"['제주+구좌읍', '서귀포+서귀동']"
d_d000046,11,남,40,0,3,5,6,6,3,2,4,2,2.0,1,3,"['제주+이도일동', '서귀포+성산읍', '제주+조천읍']"
d_d001876,21,여,30,0,4,1,4,2,3,3,3,6,1.0,5,1,"['서귀포+성산읍', '서귀포+대포동', '서귀포+법환동', '제주+조천읍', '서귀포+표선면']"
d_d012489,2,여,30,0,6,6,2,2,2,6,6,2,6.0,1,0,['서귀포+안덕면']
d_d001547,2,남,40,0,2,5,2,4,5,3,6,3,2.0,2,1,['서귀포+성산읍']
d_d002247,2,여,30,0,4,2,1,1,4,1,1,7,2.0,5,3,['제주+애월읍']
d_d011338,3,여,40,0,4,1,1,4,4,2,4,7,7.0,1,3,['제주+애월읍']
d_d001903,2,남,30,0,3,1,2,4,4,4,3,6,1.0,2,1,"['서귀포+안덕면', '제주+구좌읍', '서귀포+표선면']"
d_d007481,23,남,30,0,3,1,2,4,4,3,2,6,3.0,2,1,['서귀포+상효동']
d_d003091,11,여,30,0,4,4,4,4,3,3,5,3,1.0,1,1,"['제주+애월읍', '서귀포+표선면']"
d_d000288,1,여,20,0,2,2,3,2,5,4,5,5,7.0,2,2,"['서귀포+안덕면', '제주+구좌읍', '서귀포+성산읍', '제주+애월읍', '제주+월평동', '서귀포+서귀동']"
d_d009398,1,여,20,0,1,1,1,1,1,1,1,2,2.0,3,0,"['제주+봉개동', '제주+일도일동']"
d_d000247,3,여,30,0,4,2,2,3,2,2,3,7,6.0,1,1,"['서귀포+안덕면', '제주+한림읍', '서귀포+상효동', '서귀포+대정읍']"
d_d001666,3,여,30,0,2,4,4,2,2,3,4,4,1.0,2,0,"['서귀포+성산읍', '제주+노형동', '제주+용담2동', '제주+봉개동', '제주+조천읍']"
d_d006666,12,여,60,0,1,6,5,3,3,5,3,4,1.0,2,3,['서귀포+성산읍']
d_d000797,5,여,30,0,1,5,2,2,5,1,6,5,2.0,1,3,['제주+한림읍']
d_d002793,6,여,20,0,6,1,1,1,6,5,2,5,2.0,4,1,['서귀포+성산읍']
d_d004464,24,남,30,0,2,2,1,2,6,4,2,7,1.0,3,1,"['제주+봉개동', '제주+용강동']"
d_d000284,10,남,40,0,1,1,1,1,7,1,1,7,2.0,2,3,"['서귀포+안덕면', '서귀포+서홍동', '서귀포+남원읍']"
d_d000795,28,여,20,0,2,1,6,2,5,3,6,3,1.0,1,0,['제주+우도면']
d_d009637,22,여,30,0,7,6,1,1,7,7,7,7,7.0,1,1,['제주+이도일동']
d_d004590,22,여,30,0,4,3,2,2,2,2,2,1,2.0,1,1,['제주+애월읍']
d_d004219,9,여,30,0,1,4,2,6,6,1,6,6,2.0,1,1,"['서귀포+성산읍', '서귀포+표선면']"
d_d000324,4,여,40,0,3,2,4,3,3,6,5,5,2.0,6,2,"['서귀포+안덕면', '제주+조천읍']"
d_d004213,1,여,30,0,2,6,2,5,6,2,7,6,5.0,2,3,['제주+애월읍']
d_d003297,5,여,20,0,3,1,2,3,2,2,2,5,3.0,3,1,['제주+우도면']
d_d008221,22,여,20,0,4,2,2,5,4,6,1,7,2.0,5,0,['서귀포+서귀동']
d_d002575,4,여,20,0,4,2,3,4,4,4,2,4,1.0,2,1,"['제주+이도일동', '제주+조천읍', '서귀포+안덕면']"
d_d001339,27,남,40,0,3,1,1,3,3,3,6,4,9.0,2,2,['제주+한림읍']
d_d002320,22,여,20,0,2,1,2,6,6,3,6,6,1.0,4,0,"['제주+용담2동', '제주+구좌읍', '제주+일도일동']"
d_d001835,2,남,30,0,4,4,4,4,4,4,4,4,2.0,2,1,"['제주+봉개동', '제주+일도일동']"
d_d004415,6,여,30,0,3,4,1,2,1,3,2,1,1.0,1,1,['서귀포+안덕면']
d_d011027,21,여,30,0,1,4,3,3,1,3,2,7,1.0,3,2,"['서귀포+성산읍', '제주+조천읍']"
d_d010383,1,여,20,0,4,1,3,4,3,4,4,5,3.0,5,1,"['서귀포+성산읍', '제주+이도1동', '제주+조천읍', '서귀포+서귀동']"
d_d003411,23,남,40,0,6,1,1,1,1,4,5,3,3.0,5,3,['서귀포+서귀동']
d_d011690,5,남,20,0,2,3,2,6,2,2,6,6,2.0,2,1,['서귀포+색달동']
d_d004293,3,남,30,0,2,1,1,6,6,6,2,7,2.0,1,1,['서귀포+대정읍']
d_d004921,8,여,30,0,2,3,2,4,6,5,7,7,1.0,2,0,['서귀포+안덕면']
d_d000712,5,남,30,0,2,3,2,4,2,3,6,5,4.0,1,0,"['서귀포+호근동', '서귀포+서귀동']"
d_d009830,22,여,20,0,4,1,6,4,1,3,5,2,1.0,4,0,"['제주+한림읍', '제주+일도일동']"
d_d004168,24,여,20,0,1,1,1,4,3,4,7,1,2.0,1,2,['제주+조천읍']
d_d000889,24,남,40,0,1,4,3,3,4,4,2,4,2.0,2,1,"['제주+용담2동', '제주+구좌읍', '제주+한경면']"
d_d001347,11,여,20,0,1,1,1,4,4,1,4,7,3.0,2,2,"['서귀포+하효동', '서귀포+대정읍', '서귀포+호근동', '서귀포+토평동', '서귀포+서귀동']"
d_d003398,9,남,50,0,2,2,1,2,2,2,6,6,3.0,3,1,"['제주+구좌읍', '제주+우도면']"
d_d003232,6,여,40,0,2,1,4,3,2,2,2,4,2.0,1,0,"['서귀포+안덕면', '제주+이도일동', '제주+한경면', '서귀포+서귀동', '제주+한림읍']"
d_d001779,22,남,30,0,2,1,3,3,5,5,1,7,2.0,10,1,['제주+구좌읍']
d_d000152,5,남,20,0,7,1,1,3,7,4,3,3,2.0,1,1,['제주+애월읍']
d_d000267,5,남,30,0,2,1,2,3,2,5,3,1,2.0,1,6,"['제주+애월읍', '제주+한림읍']"
d_d001084,2,남,30,0,4,5,4,5,5,5,4,2,1.0,6,3,"['서귀포+남원읍', '서귀포+표선면']"
d_d010622,8,남,30,0,1,2,2,4,2,1,7,6,3.0,1,1,"['서귀포+성산읍', '서귀포+동홍동']"
d_d000534,26,남,20,0,6,1,1,1,6,1,1,7,7.0,3,1,"['서귀포+대포동', '제주+조천읍', '서귀포+서귀동', '제주+삼도2동']"
d_d003822,3,여,20,0,3,2,1,3,3,4,5,5,1.0,1,0,['서귀포+안덕면']
d_d002361,1,여,20,0,3,2,3,1,4,3,4,3,2.0,1,2,"['서귀포+안덕면', '제주+일도일동', '제주+애월읍', '제주+도두일동', '서귀포+서귀동']"
d_d009973,21,여,20,0,2,3,2,4,5,2,6,7,2.0,1,0,"['서귀포+상효동', '서귀포+남원읍', '서귀포+서귀동']"
d_d009076,10,여,20,0,2,6,2,2,2,6,4,5,1.0,2,1,['서귀포+안덕면']
d_d000741,4,여,40,0,2,7,3,1,1,7,7,7,1.0,2,4,"['서귀포+서귀동', '서귀포+표선면']"
d_d006339,22,여,30,0,5,2,1,4,5,4,1,5,10.0,2,2,['서귀포+남원읍']
d_d001394,5,남,20,0,4,4,4,4,2,4,4,4,2.0,6,0,"['제주+용담2동', '서귀포+색달동', '서귀포+서귀동']"
d_d004236,5,남,20,0,5,1,3,2,4,4,1,2,7.0,1,1,"['서귀포+색달동', '서귀포+표선면']"
d_d006215,5,여,30,0,4,5,5,3,6,4,6,2,1.0,3,3,"['서귀포+안덕면', '제주+조천읍']"
d_d009986,24,남,20,0,2,2,1,6,6,2,6,5,7.0,3,1,"['서귀포+성산읍', '서귀포+서귀동', '제주+우도면']"
d_d001464,3,남,30,0,4,2,2,4,2,2,2,7,6.0,1,0,['서귀포+성산읍']
d_d000148,22,여,50,0,2,1,2,4,2,3,2,2,3.0,6,3,"['제주+일도일동', '제주+노형동', '제주+도두일동']"
d_d005085,21,여,30,0,2,1,1,1,1,1,5,2,9.0,3,1,['제주+조천읍']
d_d001672,21,여,20,0,5,7,2,2,4,5,4,6,3.0,2,2,"['서귀포+안덕면', '서귀포+하효동', '서귀포+서귀동', '제주+한림읍']"
d_d006679,1,여,30,0,1,1,4,6,2,1,4,2,10.0,3,0,['서귀포+대정읍']
d_d000368,5,남,40,0,4,2,4,2,5,4,5,6,1.0,3,1,"['제주+이도일동', '서귀포+서귀동']"
d_d005079,10,여,40,0,4,1,4,3,4,2,7,4,2.0,1,1,"['서귀포+안덕면', '서귀포+서귀동']"
d_d006753,1,여,20,0,3,2,3,1,6,4,5,7,9.0,1,3,"['제주+용담2동', '서귀포+중문동', '서귀포+호근동', '제주+일도일동']"
d_d000780,6,여,20,0,4,1,1,1,4,1,2,4,9.0,2,1,"['서귀포+안덕면', '제주+해안동', '제주+조천읍', '서귀포+서귀동']"
d_d011147,1,여,20,0,1,1,1,1,1,1,7,1,2.0,2,3,"['제주+조천읍', '제주+한림읍', '제주+일도일동']"
d_d004297,23,여,40,0,7,2,6,4,6,2,6,4,8.0,1,1,"['제주+일도2동', '제주+삼도2동']"
d_d000551,2,남,40,0,2,2,4,5,2,2,5,7,7.0,4,1,['제주+구좌읍']
d_d004403,6,남,40,0,4,3,1,5,4,1,6,6,1.0,2,1,"['제주+연동', '제주+오라이동', '제주+건입동', '제주+조천읍']"
d_d007391,2,여,20,0,1,1,4,3,4,4,5,7,4.0,2,0,['제주+구좌읍']
d_d007747,22,남,20,0,4,4,4,5,5,3,4,5,6.0,1,1,"['제주+이도일동', '서귀포+서귀동']"
d_d004763,21,남,20,0,4,1,4,1,7,4,7,2,8.0,2,0,"['제주+한경면', '제주+한림읍']"
d_d004842,22,여,20,0,4,4,3,1,3,5,4,7,2.0,4,1,"['서귀포+성산읍', '제주+구좌읍', '제주+일도일동']"
d_d010444,6,여,30,0,4,1,4,5,6,3,3,7,1.0,1,0,"['서귀포+안덕면', '서귀포+서귀동', '제주+우도면']"
d_d005540,8,여,30,0,7,1,7,4,2,6,1,4,3.0,1,2,['서귀포+남원읍']
d_d006674,11,남,20,0,1,1,1,2,1,2,2,4,3.0,4,3,['제주+용담2동']
d_d001291,3,여,40,0,2,4,1,6,2,1,3,1,1.0,1,0,"['서귀포+하효동', '제주+구좌읍', '제주+봉개동', '서귀포+남원읍', '제주+조천읍']"
d_d000430,1,여,20,0,6,2,2,3,5,4,5,6,1.0,2,1,['서귀포+남원읍']
d_d001535,23,남,20,0,4,5,5,4,4,5,2,5,2.0,1,1,"['제주+노형동', '제주+한림읍']"
d_d000396,28,남,30,0,4,3,2,3,5,4,1,3,1.0,1,0,"['제주+이도1동', '제주+일도일동', '제주+삼도2동']"
d_d002808,1,여,30,0,3,6,6,3,2,6,2,2,1.0,2,2,"['제주+한림읍', '제주+애월읍', '서귀포+서귀동']"
d_d006981,1,여,30,0,5,2,4,4,1,3,6,3,2.0,2,0,['제주+노형동']
d_d000224,12,여,30,0,3,2,2,2,5,6,2,7,1.0,4,6,"['서귀포+서귀동', '제주+한림읍', '서귀포+표선면']"
d_d009697,11,남,20,0,5,3,3,3,2,4,4,3,9.0,2,3,"['서귀포+서귀동', '제주+한림읍', '제주+일도일동']"
d_d004695,21,여,20,0,3,1,3,4,3,2,5,6,1.0,6,0,"['제주+구좌읍', '서귀포+성산읍', '제주+일도일동']"
d_d007020,1,여,50,0,2,4,3,5,4,4,3,5,7.0,2,0,['서귀포+서귀동']
d_d001269,22,남,30,0,5,1,1,2,1,4,3,3,5.0,1,0,['제주+조천읍']
d_d012432,1,여,40,0,3,6,2,1,4,2,2,5,3.0,3,4,['서귀포+서귀동']
d_d005632,3,남,50,0,2,6,2,6,2,6,6,2,9.0,1,1,['서귀포+중문동']
d_d000244,5,남,20,0,2,2,2,2,2,2,2,2,3.0,5,1,"['제주+구좌읍', '제주+애월읍']"
d_d009475,22,여,20,0,2,1,1,4,5,2,4,5,1.0,1,0,"['제주+구좌읍', '제주+연동', '서귀포+성산읍', '서귀포+남원읍', '제주+조천읍']"
d_d006795,6,남,30,0,1,1,1,4,1,2,4,4,1.0,1,1,['서귀포+서홍동']
d_d001834,6,여,30,0,2,1,1,1,1,2,7,1,1.0,2,0,"['제주+한림읍', '제주+조천읍']"
d_d004258,8,여,20,0,1,1,1,4,5,1,5,7,2.0,5,1,"['서귀포+법환동', '서귀포+표선면']"
d_d002273,5,여,60,0,1,1,1,4,6,5,6,6,2.0,1,3,"['제주+구좌읍', '제주+조천읍']"
d_d009201,21,여,30,0,2,2,2,1,4,3,2,7,3.0,4,2,['서귀포+호근동']
d_d002572,2,여,20,0,4,3,2,4,4,5,2,6,1.0,2,0,"['서귀포+안덕면', '서귀포+색달동', '제주+한림읍']"
d_d000773,5,남,40,0,5,3,6,3,3,6,2,3,2.0,4,1,"['서귀포+토평동', '제주+조천읍', '서귀포+법환동']"
d_d005355,1,남,30,0,4,4,2,5,6,7,4,1,1.0,2,2,['서귀포+안덕면']
d_d002329,5,남,20,0,3,6,4,6,4,4,6,5,7.0,1,2,['제주+한림읍']
d_d004483,3,여,30,0,2,3,1,3,4,1,4,5,1.0,3,0,['제주+조천읍']
d_d000787,1,남,20,0,3,1,2,3,2,2,6,5,2.0,3,1,['제주+한림읍']
d_d000299,2,여,40,0,6,1,6,1,1,6,2,6,5.0,5,2,['서귀포+안덕면']
d_d006714,2,남,20,0,4,4,4,4,5,3,6,5,1.0,1,0,['제주+용담삼동']
d_d001889,22,여,40,0,4,1,1,1,1,7,1,7,2.0,5,0,['제주+구좌읍']
d_d009448,26,여,30,0,1,7,5,2,6,7,7,3,3.0,3,1,['서귀포+안덕면']
d_d000605,6,남,30,0,4,1,3,4,2,3,6,4,3.0,1,1,"['제주+구좌읍', '제주+조천읍']"
d_d003814,23,남,30,0,6,1,1,2,1,2,1,7,3.0,6,1,"['서귀포+중문동', '서귀포+서귀동']"
d_d001677,22,여,20,0,3,1,4,3,4,3,2,7,2.0,4,1,"['서귀포+안덕면', '서귀포+서귀동']"
d_d007009,23,여,30,0,2,2,2,2,3,2,4,1,2.0,1,3,"['서귀포+남원읍', '제주+일도일동']"
d_d006013,1,여,40,0,1,1,1,1,1,4,1,4,2.0,1,1,"['서귀포+안덕면', '제주+애월읍']"
d_d005455,3,남,60,0,7,4,5,3,2,5,2,6,9.0,2,1,"['서귀포+성산읍', '서귀포+상효동', '서귀포+서귀동']"
d_d004450,1,여,20,0,2,2,2,3,2,3,7,3,3.0,1,2,['서귀포+표선면']
d_d005291,22,여,30,0,1,1,1,1,4,4,2,7,2.0,2,8,['서귀포+안덕면']
d_d001902,23,남,30,0,1,1,1,3,1,1,1,1,2.0,1,1,"['서귀포+안덕면', '제주+노형동']"
d_d004302,2,남,40,0,1,1,3,4,4,4,3,5,7.0,1,2,"['서귀포+안덕면', '서귀포+표선면']"
d_d004282,1,여,20,0,3,6,6,4,3,3,3,5,1.0,1,1,"['제주+이도일동', '제주+일도일동']"
d_d010155,22,여,20,0,2,2,2,3,3,5,5,6,1.0,3,1,"['서귀포+안덕면', '제주+한림읍']"
d_d004964,1,남,30,0,1,2,1,4,2,7,7,6,7.0,5,4,"['제주+이도일동', '제주+구좌읍', '서귀포+성산읍', '서귀포+상예동']"
d_d004783,22,여,30,0,4,3,2,3,4,3,3,5,9.0,1,1,['제주+일도일동']
d_d000223,5,여,30,0,1,1,1,3,7,3,4,7,7.0,1,1,"['서귀포+성산읍', '제주+우도면']"
d_d010057,1,여,20,0,2,1,3,4,2,4,6,6,6.0,1,0,['제주+우도면']
d_d002539,22,여,20,0,2,2,1,4,3,5,1,7,1.0,1,1,['제주+용담2동']
d_d006117,1,여,20,0,2,1,2,3,6,3,5,7,5.0,2,0,['제주+노형동']
d_d010520,5,여,20,0,4,1,3,2,5,3,5,6,5.0,6,0,['서귀포+성산읍']
d_d003875,21,여,30,0,1,1,4,2,4,4,2,6,3.0,6,4,"['서귀포+안덕면', '제주+한림읍']"
d_d002137,21,여,20,0,6,4,5,2,6,4,5,5,2.0,1,3,"['서귀포+성산읍', '제주+구좌읍', '제주+우도면']"
d_d010097,11,남,30,0,2,2,3,4,6,3,4,4,7.0,4,3,"['서귀포+동홍동', '서귀포+대정읍', '제주+용담2동', '서귀포+법환동', '서귀포+서귀동']"
d_d000354,21,여,20,0,2,1,2,4,4,3,6,7,1.0,2,1,"['제주+이도일동', '제주+애월읍', '제주+우도면']"
