TRAVEL_ID,TRAVEL_MISSION_PRIORITY,GENDER,AGE_GRP,INCOME,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,TRAVEL_NUM,TRAVEL_COMPANIONS_NUM,sido_gungu_list
d_d005738,11,남,40,0,2,3,1,4,4,4,5,4,7.0,2,4,"['제주+연동', '제주+구좌읍']"
d_d010501,1,여,20,0,1,4,3,4,3,2,6,6,1.0,1,1,"['제주+한림읍', '제주+한경면', '서귀포+서귀동']"
d_d000483,22,여,20,0,5,1,1,5,2,1,1,7,5.0,5,1,"['서귀포+성산읍', '제주+조천읍']"
d_d012401,1,남,30,0,3,5,2,3,4,5,4,4,1.0,3,1,['서귀포+표선면']
d_d002773,2,남,30,0,4,4,3,4,4,5,3,6,2.0,2,2,"['서귀포+안덕면', '제주+구좌읍', '제주+노형동', '제주+조천읍', '서귀포+표선면']"
d_d002223,22,남,20,0,7,2,1,6,6,2,6,2,2.0,6,3,"['제주+이도일동', '제주+한림읍']"
d_d000120,2,여,50,0,1,1,3,1,1,6,2,4,1.0,1,3,"['서귀포+안덕면', '제주+일도2동', '제주+조천읍']"
d_d004592,21,여,30,0,1,3,2,2,2,2,2,3,1.0,1,1,['서귀포+서귀동']
d_d002124,1,여,20,0,3,4,6,3,4,5,5,3,1.0,1,1,"['제주+구좌읍', '제주+애월읍', '서귀포+서귀동', '서귀포+토평동']"
d_d002476,23,여,30,0,1,1,4,1,1,3,2,6,3.0,2,4,"['제주+구좌읍', '제주+한림읍']"
d_d004673,21,여,20,0,2,2,1,2,1,1,2,4,7.0,2,1,"['서귀포+안덕면', '서귀포+서귀동']"
d_d000302,21,남,40,0,2,2,4,4,6,4,2,5,10.0,6,2,"['제주+구좌읍', '서귀포+성산읍', '제주+봉개동']"
d_d002102,2,남,20,0,4,6,4,6,6,5,6,1,2.0,2,1,"['제주+조천읍', '제주+일도일동']"
d_d002025,22,여,20,0,3,2,3,2,3,5,4,6,3.0,6,1,"['제주+구좌읍', '제주+봉개동']"
d_d001884,21,남,20,0,2,1,1,1,4,2,1,7,8.0,1,0,"['제주+이도일동', '제주+건입동', '서귀포+안덕면']"
d_d009053,2,여,30,0,4,5,1,4,7,2,4,5,7.0,1,3,"['서귀포+안덕면', '서귀포+대포동']"
d_d001220,2,여,40,0,2,4,2,2,2,3,6,4,7.0,1,2,"['제주+애월읍', '서귀포+법환동']"
d_d002923,23,여,40,0,4,4,4,4,4,4,4,4,1.0,2,4,['제주+구좌읍']
d_d012054,22,여,20,0,4,3,4,4,4,5,5,6,3.0,3,1,['제주+한림읍']
d_d002221,1,남,30,0,2,1,1,2,3,4,6,6,2.0,4,1,"['서귀포+대포동', '제주+한림읍']"
d_d010211,22,여,20,0,2,2,2,3,3,4,3,4,2.0,1,1,"['제주+구좌읍', '제주+조천읍']"
d_d003738,3,여,40,0,1,4,1,1,7,7,1,1,6.0,1,0,"['서귀포+대포동', '서귀포+서귀동']"
d_d006384,22,여,20,0,4,1,1,1,3,2,7,4,2.0,2,0,"['서귀포+서귀동', '제주+한림읍', '제주+일도일동']"
d_d000275,11,여,20,0,5,2,2,3,5,6,3,7,1.0,4,0,"['서귀포+안덕면', '서귀포+서귀동', '제주+일도일동']"
d_d002028,24,여,20,0,5,2,1,2,4,3,6,5,7.0,4,0,"['제주+구좌읍', '제주+조천읍']"
d_d009528,22,여,20,0,6,1,3,3,2,4,2,5,1.0,2,0,"['서귀포+안덕면', '서귀포+표선면', '제주+한림읍', '제주+일도일동']"
d_d005005,22,남,20,0,4,1,1,3,1,1,1,7,1.0,5,1,"['서귀포+성산읍', '제주+우도면', '제주+해안동', '제주+일도일동']"
d_d009541,2,남,30,0,1,1,1,5,6,3,5,7,7.0,1,3,['제주+조천읍']
d_d003784,25,여,20,0,3,1,2,2,2,4,3,4,3.0,1,1,"['서귀포+안덕면', '서귀포+서귀동']"
d_d000357,21,여,30,0,4,1,4,4,3,4,7,7,6.0,1,3,"['제주+한경면', '서귀포+성산읍', '서귀포+남원읍', '제주+구좌읍']"
d_d011430,1,여,30,0,1,1,7,1,4,4,4,7,3.0,1,4,['제주+이도일동']
d_d012315,6,여,30,0,5,6,4,2,6,5,1,7,1.0,1,1,['제주+한경면']
d_d002747,23,여,20,0,1,2,1,1,1,1,5,7,2.0,1,3,"['서귀포+색달동', '제주+조천읍']"
d_d009718,22,여,20,0,3,3,2,3,4,4,6,4,10.0,1,0,"['서귀포+안덕면', '서귀포+대정읍']"
d_d005975,2,여,20,0,4,2,3,2,1,7,1,5,2.0,4,3,"['서귀포+안덕면', '제주+애월읍', '제주+한림읍']"
d_d001909,28,여,20,0,1,1,1,4,4,4,1,7,1.0,1,1,"['제주+용담2동', '서귀포+중문동', '제주+조천읍']"
d_d005416,6,여,20,0,1,1,5,2,1,6,1,7,2.0,3,0,['제주+애월읍']
d_d002910,21,남,30,0,1,6,1,4,5,2,3,5,1.0,4,1,"['서귀포+안덕면', '제주+애월읍']"
d_d000812,22,여,30,0,3,2,3,3,4,6,2,7,1.0,3,1,"['서귀포+성산읍', '제주+구좌읍']"
d_d011314,2,남,30,0,3,1,1,3,6,4,6,7,1.0,1,1,"['서귀포+성산읍', '서귀포+표선면']"
d_d001522,4,남,40,0,2,2,6,2,6,6,2,3,2.0,6,5,"['서귀포+안덕면', '서귀포+성산읍', '제주+조천읍', '제주+한림읍', '제주+우도면']"
d_d009147,23,여,20,0,2,5,1,1,1,3,4,3,1.0,1,0,"['서귀포+서귀동', '제주+일도일동']"
d_d009574,6,여,20,0,4,3,2,4,6,2,2,6,1.0,5,1,"['제주+구좌읍', '제주+애월읍', '제주+노형동']"
d_d009829,24,여,20,0,2,1,3,7,7,4,5,5,1.0,1,0,['제주+일도일동']
d_d001935,21,여,30,0,2,3,4,4,3,2,5,3,2.0,4,2,"['제주+구좌읍', '제주+이도일동', '제주+연동', '제주+일도일동', '제주+우도면']"
d_d002732,22,여,30,0,3,3,2,3,4,4,6,7,1.0,3,1,"['제주+조천읍', '제주+한림읍', '제주+일도일동']"
d_d003166,2,여,20,0,2,2,2,3,2,2,2,6,2.0,4,1,['제주+이도일동']
d_d008184,2,여,40,0,1,1,1,3,2,1,4,1,1.0,1,3,['서귀포+안덕면']
d_d002703,28,여,30,0,2,2,3,3,3,2,5,4,7.0,5,8,['제주+애월읍']
d_d006778,2,남,40,0,1,7,1,1,2,6,2,6,6.0,5,3,"['제주+이도일동', '제주+구좌읍', '제주+조천읍', '제주+삼도2동']"
d_d001764,2,여,30,0,3,5,3,3,3,3,3,6,9.0,4,4,"['제주+한경면', '서귀포+중문동', '제주+조천읍']"
d_d009139,6,남,20,0,5,4,5,2,6,1,4,7,10.0,2,1,['서귀포+서홍동']
d_d007594,2,여,30,0,4,2,1,2,4,4,3,7,3.0,3,3,"['제주+연동', '제주+오라이동', '서귀포+안덕면']"
d_d001413,11,여,20,0,1,1,1,2,6,6,7,6,3.0,1,2,"['서귀포+안덕면', '제주+조천읍']"
d_d006739,28,남,20,0,4,2,2,6,4,5,2,4,1.0,3,0,"['제주+구좌읍', '제주+건입동', '제주+조천읍', '제주+일도일동']"
d_d007835,28,남,30,0,2,4,4,1,3,4,3,4,2.0,1,1,['서귀포+안덕면']
d_d010061,22,여,20,0,3,2,3,2,3,4,6,6,9.0,15,1,['제주+일도일동']
d_d003330,23,여,20,0,6,1,1,2,4,2,4,6,1.0,2,1,"['서귀포+안덕면', '서귀포+하효동']"
d_d004491,1,여,30,0,4,1,1,2,4,6,6,7,2.0,3,1,['제주+한림읍']
d_d006014,1,여,30,0,5,1,1,4,4,4,7,2,3.0,3,1,"['서귀포+안덕면', '서귀포+대정읍']"
d_d001747,23,여,30,0,4,1,7,1,4,1,7,7,1.0,2,1,['제주+도두일동']
d_d003795,22,여,30,0,4,1,1,1,4,1,1,7,1.0,2,3,"['제주+구좌읍', '서귀포+토평동', '제주+일도일동']"
d_d004238,6,여,40,0,6,6,1,2,6,6,6,7,2.0,2,2,['제주+한경면']
d_d001159,23,남,30,0,4,1,1,1,4,4,7,4,4.0,1,2,['서귀포+법환동']
d_d007609,21,남,30,0,2,5,3,3,2,2,6,2,4.0,2,0,['서귀포+대포동']
d_d000305,2,여,30,0,3,4,1,3,5,4,7,1,1.0,2,1,['제주+이도일동']
d_d003572,22,남,30,0,1,1,1,2,2,5,1,6,6.0,2,1,"['서귀포+서귀동', '서귀포+법환동']"
d_d011457,1,여,20,0,4,1,3,2,4,5,2,5,1.0,2,1,"['제주+용담2동', '제주+해안동', '제주+일도일동']"
d_d002873,9,남,40,0,1,7,2,6,4,2,2,2,3.0,1,2,['제주+삼도이동']
d_d007844,21,여,30,0,3,5,2,3,4,3,3,5,6.0,1,1,['제주+한림읍']
d_d012449,21,여,60,0,6,6,5,5,6,3,3,3,4.0,1,0,['서귀포+안덕면']
d_d001027,2,남,30,0,2,1,2,5,2,4,6,4,2.0,2,1,"['서귀포+성산읍', '제주+애월읍']"
d_d005862,8,남,30,0,1,1,2,7,7,7,2,7,3.0,3,3,['제주+한림읍']
d_d009421,6,여,60,0,1,4,1,7,4,1,1,7,2.0,1,1,"['제주+한경면', '제주+일도일동']"
d_d004410,28,여,30,0,4,1,1,5,4,2,6,2,6.0,2,1,['제주+용강동']
d_d010606,1,여,20,0,2,2,4,3,6,3,2,5,9.0,1,4,['제주+한림읍']
d_d004049,22,남,30,0,1,1,1,5,3,4,7,5,2.0,1,1,['서귀포+성산읍']
d_d002253,21,남,30,0,2,2,4,1,1,6,6,4,2.0,6,2,"['제주+구좌읍', '서귀포+남원읍']"
d_d001763,1,여,30,0,2,1,4,2,3,4,4,2,2.0,4,0,['제주+한림읍']
d_d007500,22,여,30,0,3,4,3,5,5,5,5,5,3.0,3,3,"['제주+구좌읍', '제주+일도일동']"
d_d010336,22,여,20,0,1,4,6,1,1,6,7,7,4.0,1,0,"['서귀포+성산읍', '제주+한림읍']"
d_d002038,2,여,20,0,3,2,1,3,4,6,6,5,7.0,1,0,['제주+애월읍']
d_d002318,28,남,30,0,2,1,7,2,1,1,6,1,3.0,3,1,['제주+일도일동']
d_d001376,1,여,20,0,1,4,4,3,1,3,7,1,1.0,4,1,"['서귀포+성산읍', '제주+조천읍', '제주+우도면']"
d_d006709,2,남,30,0,2,6,3,3,2,3,5,6,7.0,2,1,"['서귀포+성산읍', '서귀포+남원읍']"
d_d006170,21,여,20,0,4,4,4,4,4,4,4,4,4.0,3,1,['제주+이도일동']
d_d003313,3,남,30,0,1,1,3,2,4,2,3,6,1.0,2,1,['제주+조천읍']
d_d001982,6,여,50,0,2,2,2,2,6,6,2,6,1.0,1,1,"['제주+한경면', '제주+구좌읍']"
d_d005475,22,남,20,0,2,2,2,3,1,3,5,5,10.0,1,1,"['제주+연동', '제주+용담2동']"
d_d004179,22,여,20,0,3,1,1,3,6,5,2,7,3.0,1,1,['서귀포+안덕면']
d_d009270,26,여,20,0,2,2,1,4,1,4,7,4,2.0,6,0,"['서귀포+중문동', '서귀포+성산읍']"
d_d010490,3,여,30,0,3,2,2,2,4,4,4,4,9.0,2,3,"['제주+일도1동', '제주+애월읍', '제주+한림읍']"
d_d002838,2,남,20,0,6,2,5,1,2,4,5,3,9.0,4,6,['서귀포+안덕면']
d_d001598,2,여,40,0,4,1,1,1,1,1,2,6,7.0,3,3,"['서귀포+안덕면', '제주+연동', '서귀포+토평동']"
d_d007365,1,여,30,0,4,1,2,3,1,4,1,6,1.0,1,1,['제주+일도일동']
d_d003566,24,여,20,0,5,2,1,5,6,4,1,7,1.0,1,1,"['서귀포+성산읍', '제주+노형동', '제주+한림읍']"
d_d002342,1,남,20,0,4,2,4,6,3,4,2,7,3.0,1,3,"['서귀포+성산읍', '서귀포+서귀동']"
d_d000033,21,여,40,0,5,2,2,2,2,6,4,2,2.0,6,3,"['제주+애월읍', '제주+조천읍', '서귀포+서귀동']"
d_d008228,2,여,20,0,4,4,2,3,5,3,5,7,3.0,5,3,"['서귀포+안덕면', '서귀포+서귀동', '서귀포+신효동']"
d_d002456,22,여,20,0,3,3,3,2,3,3,6,5,2.0,1,1,['제주+일도일동']
d_d004943,22,여,20,0,6,4,1,3,3,5,7,7,2.0,2,1,"['제주+애월읍', '제주+한림읍']"
d_d004157,26,여,30,0,2,3,2,5,6,6,6,6,7.0,1,0,['서귀포+안덕면']
d_d003212,22,남,20,0,1,2,4,5,1,2,6,1,3.0,1,1,"['제주+조천읍', '제주+일도일동']"
d_d002667,21,여,20,0,3,3,2,4,3,3,6,6,2.0,1,1,"['제주+구좌읍', '제주+조천읍']"
d_d007184,21,남,30,0,4,1,1,1,1,1,4,4,3.0,3,3,"['제주+조천읍', '서귀포+토평동']"
d_d005998,21,여,30,0,3,4,3,4,4,4,3,4,1.0,4,1,"['서귀포+서귀동', '제주+아라일동']"
d_d000206,22,여,20,0,6,2,4,2,2,6,6,6,7.0,1,1,"['서귀포+상효동', '서귀포+표선면']"
d_d012388,21,여,40,0,2,4,3,3,2,3,3,2,2.0,2,1,"['제주+조천읍', '서귀포+표선면']"
d_d006836,22,여,20,0,6,2,2,2,6,6,2,2,3.0,5,2,"['서귀포+대포동', '서귀포+색달동', '서귀포+서귀동', '서귀포+표선면']"
d_d006191,22,여,20,0,7,1,4,1,1,7,7,7,4.0,2,1,['서귀포+서귀동']
d_d001878,21,여,30,0,5,1,2,1,6,3,6,4,2.0,7,0,['서귀포+표선면']
d_d004834,21,여,20,0,1,1,1,1,4,4,5,7,1.0,4,1,"['서귀포+대정읍', '제주+조천읍']"
d_d002349,23,여,50,0,2,4,4,3,3,4,3,3,1.0,1,2,"['서귀포+안덕면', '서귀포+중문동', '서귀포+동홍동', '서귀포+서귀동']"
d_d006219,28,여,40,0,6,4,5,4,7,7,6,5,2.0,4,0,['서귀포+서귀동']
d_d003125,10,여,30,0,4,2,2,2,4,3,5,4,1.0,1,2,['서귀포+안덕면']
d_d009394,22,여,30,0,2,2,2,6,4,3,1,7,2.0,2,1,"['제주+용담2동', '서귀포+대정읍']"
d_d004373,8,남,30,0,4,1,1,4,4,2,3,1,2.0,3,1,"['서귀포+성산읍', '서귀포+표선면']"
d_d007377,2,남,20,0,6,7,5,3,2,3,6,7,4.0,3,0,"['서귀포+안덕면', '서귀포+동홍동', '서귀포+서홍동', '서귀포+남원읍', '서귀포+서귀동', '서귀포+표선면']"
d_d003463,4,여,30,0,3,2,2,5,3,3,4,4,2.0,1,1,"['제주+구좌읍', '제주+조천읍']"
d_d005761,2,남,30,0,1,1,1,1,1,4,1,5,3.0,4,1,"['서귀포+안덕면', '서귀포+중문동', '제주+한림읍', '제주+일도일동']"
d_d004982,1,남,40,0,4,5,6,6,3,1,7,2,2.0,2,0,['제주+용담2동']
d_d002640,22,남,20,0,2,2,2,4,4,4,3,4,1.0,1,0,['서귀포+성산읍']
d_d009153,1,남,40,0,1,6,2,6,6,6,5,6,1.0,1,0,['제주+용담2동']
d_d003432,2,여,40,0,1,1,1,4,3,3,1,7,3.0,2,3,"['제주+연동', '서귀포+중문동', '서귀포+안덕면']"
d_d007434,10,여,20,0,4,5,4,6,6,3,7,2,1.0,4,2,['서귀포+안덕면']
d_d000518,5,남,20,0,2,5,2,3,2,2,5,6,1.0,3,1,"['제주+구좌읍', '서귀포+대포동', '서귀포+토평동']"
d_d008001,4,남,20,0,5,2,3,3,3,3,4,5,1.0,2,1,"['서귀포+대포동', '제주+구좌읍']"
d_d001585,27,여,20,0,4,6,1,2,6,7,7,7,7.0,3,1,"['제주+애월읍', '서귀포+서귀동']"
d_d009284,1,여,20,0,3,2,2,6,2,1,7,7,4.0,2,0,['제주+일도일동']
d_d003989,21,여,20,0,3,2,4,2,2,2,5,3,2.0,5,1,"['제주+애월읍', '서귀포+대정읍']"
d_d003798,21,여,40,0,2,2,2,5,2,2,1,5,1.0,1,1,['서귀포+대포동']
d_d006167,8,남,50,0,1,2,3,7,2,4,7,6,7.0,2,0,['제주+구좌읍']
d_d009073,22,여,20,0,2,3,1,6,1,1,3,7,2.0,3,1,"['서귀포+중문동', '제주+애월읍', '제주+한림읍']"
d_d002357,21,여,30,0,2,4,3,4,6,5,2,5,1.0,1,1,['제주+구좌읍']
d_d011513,8,여,40,0,2,2,4,3,3,2,2,6,1.0,3,3,['서귀포+표선면']
d_d010226,1,여,20,0,5,1,4,1,5,5,6,1,2.0,5,1,"['제주+이도일동', '제주+해안동']"
d_d008156,21,여,40,0,3,2,2,4,3,4,5,5,3.0,1,1,['제주+구좌읍']
d_d009039,22,여,20,0,4,3,2,4,6,2,2,6,3.0,2,3,"['제주+애월읍', '제주+노형동']"
d_d003854,8,남,40,0,2,1,1,4,4,2,4,2,1.0,1,0,['제주+한림읍']
d_d012329,22,남,40,0,2,1,1,1,1,4,1,7,3.0,2,1,"['제주+노형동', '제주+조천읍']"
d_d008042,3,여,20,0,1,2,1,1,7,3,1,7,4.0,1,1,['제주+이도일동']
d_d006917,22,남,30,0,1,1,1,1,1,1,1,4,2.0,2,0,['제주+한림읍']
d_d006918,23,남,30,0,1,1,3,6,6,6,7,6,3.0,1,1,['서귀포+호근동']
d_d005131,2,남,30,0,3,5,5,6,6,6,6,2,2.0,2,4,['서귀포+안덕면']
d_d009391,21,여,30,0,1,2,1,2,2,2,4,7,3.0,1,1,['제주+한림읍']
d_d000819,2,여,30,0,4,1,1,1,6,5,7,4,3.0,5,2,"['제주+월평동', '서귀포+안덕면']"
d_d008008,1,여,20,0,1,2,6,5,2,2,3,5,2.0,1,0,['제주+구좌읍']
d_d004888,1,여,30,0,4,2,4,3,3,2,6,6,1.0,1,1,"['제주+애월읍', '제주+조천읍']"
d_d010230,24,남,20,0,4,2,3,4,4,2,6,6,7.0,4,0,['서귀포+대정읍']
d_d006226,22,남,20,0,2,2,2,3,2,6,5,3,7.0,2,0,['서귀포+중문동']
d_d000639,2,남,40,0,4,2,2,1,6,7,6,3,9.0,1,9,"['제주+노형동', '제주+한림읍']"
d_d001614,28,여,20,0,4,4,2,3,7,4,6,4,1.0,2,0,['제주+삼도2동']
d_d007846,2,여,30,0,1,1,1,3,3,1,1,4,1.0,1,3,"['서귀포+안덕면', '서귀포+색달동', '서귀포+호근동']"
d_d006359,21,남,30,0,2,2,4,3,4,4,3,5,8.0,2,2,"['제주+구좌읍', '제주+조천읍']"
d_d012078,2,여,30,0,4,2,3,6,2,2,6,7,2.0,1,1,"['서귀포+성산읍', '서귀포+표선면']"
d_d006754,28,여,20,0,2,2,2,4,5,3,6,5,6.0,1,0,['제주+삼양일동']
d_d006952,22,여,50,0,1,4,6,2,1,4,7,4,10.0,1,2,"['서귀포+서귀동', '제주+조천읍', '제주+한림읍']"
d_d001423,23,여,20,0,4,1,6,1,1,6,6,7,2.0,3,1,"['서귀포+성산읍', '제주+삼도2동', '제주+우도면']"
d_d001720,21,남,30,0,1,1,1,1,1,6,7,7,2.0,4,1,['제주+일도일동']
d_d000006,1,여,40,0,2,1,1,1,2,2,3,3,8.0,2,3,"['제주+연동', '서귀포+서귀동']"
d_d000040,24,남,50,0,1,1,1,4,1,4,4,4,1.0,1,1,"['제주+한림읍', '제주+구좌읍', '서귀포+대정읍']"
d_d006839,23,여,30,0,4,1,3,1,1,3,1,7,3.0,5,1,['서귀포+안덕면']
d_d005869,8,남,20,0,2,4,4,4,4,1,4,4,2.0,2,1,['제주+한림읍']
d_d010582,22,남,30,0,6,7,6,3,2,6,2,7,3.0,1,1,['서귀포+안덕면']
d_d007655,4,여,30,0,3,2,4,2,2,6,3,5,1.0,2,3,['서귀포+서귀동']
d_d006130,22,여,20,0,2,2,2,6,2,6,2,6,2.0,4,1,['제주+우도면']
d_d001557,22,남,40,0,5,5,6,4,3,5,3,4,3.0,1,4,"['제주+용담2동', '제주+구좌읍', '서귀포+성산읍']"
d_d003735,9,여,30,0,1,1,1,4,7,4,1,7,2.0,3,1,"['제주+애월읍', '서귀포+동홍동']"
d_d009252,23,여,30,0,2,2,2,4,3,3,6,4,3.0,2,1,['서귀포+서귀동']
d_d010354,6,남,20,0,2,2,1,5,5,5,2,5,7.0,2,2,['서귀포+성산읍']
d_d009443,26,여,20,0,2,1,4,4,4,4,6,6,2.0,1,0,"['서귀포+성산읍', '제주+일도일동']"
d_d001862,22,남,30,0,1,1,1,1,4,4,7,4,3.0,1,1,"['제주+이도일동', '서귀포+하효동', '서귀포+성산읍', '서귀포+서귀동']"
d_d008208,23,여,40,0,6,2,7,5,5,6,6,1,1.0,1,1,['제주+조천읍']
d_d005087,23,여,40,0,3,1,2,1,5,2,2,7,3.0,6,1,"['서귀포+안덕면', '제주+한림읍', '서귀포+서귀동']"
d_d003156,22,남,30,0,4,4,1,3,6,4,6,6,1.0,5,3,"['서귀포+안덕면', '제주+구좌읍', '서귀포+법환동']"
d_d009181,23,여,30,0,3,1,4,4,1,3,7,1,2.0,5,0,['서귀포+안덕면']
d_d001221,5,여,20,0,6,2,2,5,6,5,2,6,7.0,5,1,['제주+한림읍']
d_d003924,2,여,30,0,4,1,1,4,6,2,5,7,3.0,1,2,"['서귀포+대포동', '서귀포+호근동', '서귀포+서귀동']"
d_d005930,22,여,20,0,4,3,4,2,4,3,4,7,5.0,1,1,['서귀포+서귀동']
d_d002878,2,여,40,0,1,4,1,2,1,1,2,1,2.0,5,0,"['서귀포+안덕면', '제주+구좌읍', '서귀포+서귀동', '제주+한림읍']"
d_d006649,21,여,50,0,2,3,2,3,6,6,2,3,3.0,4,3,"['제주+봉개동', '제주+일도일동']"
d_d001707,22,남,30,0,1,1,1,4,1,1,7,4,2.0,3,3,"['서귀포+성산읍', '제주+봉개동']"
d_d012469,22,여,20,0,2,2,2,4,2,2,6,6,1.0,1,0,['서귀포+안덕면']
d_d003986,10,여,20,0,1,1,1,1,2,3,7,5,2.0,2,1,"['서귀포+안덕면', '서귀포+중문동']"
d_d005437,21,여,30,0,1,5,2,3,2,6,1,7,2.0,2,1,['제주+애월읍']
d_d000677,1,여,40,0,4,2,4,1,2,2,4,2,3.0,2,2,"['제주+조천읍', '제주+한림읍']"
d_d003158,28,여,20,0,3,6,2,1,2,2,6,2,6.0,2,1,"['서귀포+안덕면', '제주+우도면']"
d_d000968,23,여,30,0,2,2,6,3,4,4,1,7,3.0,4,2,"['서귀포+안덕면', '제주+애월읍']"
d_d003529,6,여,40,0,1,3,4,5,2,3,6,3,6.0,10,0,['제주+한경면']
d_d000494,27,남,60,0,2,2,3,1,2,4,6,3,9.0,2,4,"['제주+구좌읍', '서귀포+서귀동', '제주+일도일동']"
d_d009523,2,여,40,0,2,1,1,3,4,1,4,6,1.0,1,1,"['제주+구좌읍', '제주+용강동']"
d_d005742,21,남,30,0,4,3,3,1,2,2,4,5,2.0,8,0,"['서귀포+안덕면', '서귀포+대포동']"
d_d001776,2,남,30,0,3,3,4,2,3,3,3,6,3.0,1,3,['서귀포+안덕면']
d_d002096,4,여,20,0,4,1,1,3,6,4,4,7,1.0,1,1,"['서귀포+성산읍', '제주+해안동', '서귀포+서귀동', '제주+일도일동']"
d_d001181,2,여,30,0,4,2,2,1,2,7,2,7,3.0,4,3,['서귀포+안덕면']
d_d001164,22,남,20,0,2,2,2,5,4,4,6,5,1.0,1,1,['제주+일도일동']
d_d004615,1,여,20,0,2,2,2,4,5,3,7,4,1.0,2,0,"['제주+용담2동', '서귀포+성산읍']"
d_d003260,3,남,20,0,6,1,4,1,1,4,1,7,2.0,2,0,"['제주+연동', '제주+일도일동', '제주+삼도2동']"
d_d009256,24,여,20,0,2,1,1,6,7,6,6,5,4.0,2,0,"['제주+애월읍', '제주+한림읍']"
d_d000660,24,여,20,0,6,2,3,5,3,3,6,2,2.0,3,0,['제주+한림읍']
d_d006832,1,여,20,0,6,2,1,2,4,3,2,5,3.0,2,16,"['제주+이도일동', '서귀포+표선면']"
d_d002906,6,여,40,0,2,5,2,4,4,2,6,5,9.0,2,8,"['제주+애월읍', '제주+한림읍']"
d_d010617,5,여,20,0,1,1,2,3,1,3,1,7,4.0,1,1,['제주+한림읍']
d_d004605,1,여,20,0,4,1,1,3,4,3,7,1,1.0,5,0,['제주+구좌읍']
d_d003168,22,여,30,0,4,4,6,2,3,6,6,5,3.0,5,1,['서귀포+안덕면']
d_d003624,1,여,30,0,7,1,1,4,4,3,4,4,2.0,2,1,['서귀포+대포동']
d_d006080,22,여,40,0,1,1,1,1,1,1,7,1,1.0,1,2,['서귀포+안덕면']
d_d003231,1,여,40,0,3,4,1,1,6,4,6,4,1.0,1,1,['서귀포+표선면']
d_d002574,2,여,30,0,4,4,3,3,3,3,3,4,1.0,1,2,"['제주+용담2동', '제주+조천읍']"
d_d005964,22,여,20,0,1,1,2,4,4,2,7,6,2.0,6,1,"['제주+애월읍', '제주+한림읍']"
d_d004186,8,여,40,0,1,1,1,5,4,2,1,5,3.0,1,4,['제주+조천읍']
d_d007806,5,여,30,0,2,4,2,1,6,5,2,7,3.0,3,1,"['제주+이도일동', '서귀포+성산읍']"
d_d006209,22,여,30,0,1,1,1,7,1,1,7,5,2.0,2,0,"['서귀포+남원읍', '서귀포+표선면']"
d_d010195,1,여,30,0,2,2,6,2,2,2,6,5,1.0,2,0,['제주+구좌읍']
d_d012427,3,여,50,0,3,4,1,4,3,2,3,5,6.0,2,0,['서귀포+안덕면']
d_d009723,28,여,20,0,4,6,4,4,2,4,2,6,6.0,4,0,['제주+한림읍']
d_d010107,1,남,20,0,1,1,6,3,4,6,1,7,2.0,2,2,"['서귀포+안덕면', '제주+구좌읍', '서귀포+성산읍', '서귀포+서귀동']"
d_d005403,23,여,20,0,4,3,1,2,5,1,7,1,7.0,5,1,['제주+한경면']
d_d002089,22,여,20,0,3,2,3,5,2,5,3,5,2.0,1,1,"['서귀포+안덕면', '서귀포+서귀동', '제주+우도면']"
d_d005587,21,여,50,0,3,4,3,3,3,3,5,7,2.0,1,1,['서귀포+안덕면']
d_d007988,28,남,30,0,1,1,4,4,2,5,2,7,2.0,1,0,"['제주+구좌읍', '제주+조천읍']"
d_d009194,28,여,20,0,1,2,2,4,5,2,5,6,1.0,1,2,['제주+조천읍']
d_d000794,22,여,20,0,3,2,2,3,2,6,7,7,3.0,2,3,['서귀포+하원동']
d_d009048,22,여,20,0,1,2,2,5,4,2,5,5,7.0,1,0,['서귀포+중문동']
