iter	Passed	Remaining
351	5982	21381
352	6002	21373
353	6020	21360
354	6036	21340
355	6053	21324
356	6069	21301
357	6087	21288
358	6101	21263
359	6119	21247
360	6134	21223
361	6150	21202
362	6165	21178
363	6180	21157
364	6196	21135
365	6213	21120
366	6229	21099
367	6246	21080
368	6262	21060
369	6276	21036
370	6292	21014
371	6307	20990
372	6325	20977
373	6343	20964
374	6363	20958
375	6385	20956
376	6413	20976
377	6431	20961
378	6448	20946
379	6465	20929
380	6487	20927
381	6507	20918
382	6525	20905
383	6543	20892
384	6561	20878
385	6592	20905
386	6612	20897
387	6630	20882
388	6647	20864
389	6664	20847
390	6682	20833
391	6698	20814
392	6716	20798
393	6732	20778
394	6753	20773
395	6773	20765
396	6796	20766
397	6820	20769
398	6839	20759
399	6861	20755
400	6885	20758
401	6906	20753
402	6927	20749
403	6953	20758
404	6973	20747
405	7000	20761
406	7022	20755
407	7037	20732
408	7051	20705
409	7065	20678
410	7080	20656
411	7103	20656
412	7120	20637
413	7136	20615
414	7151	20592
415	7167	20571
416	7182	20549
417	7200	20534
418	7225	20538
419	7243	20522
420	7257	20497
421	7276	20485
422	7295	20471
423	7312	20453
424	7328	20432
425	7343	20409
426	7363	20399
427	7378	20377
428	7394	20355
429	7412	20340
430	7427	20316
431	7442	20293
432	7457	20271
433	7473	20249
434	7492	20238
435	7513	20232
436	7537	20231
437	7555	20217
438	7573	20201
439	7589	20182
440	7606	20164
441	7623	20145
442	7643	20134
443	7662	20122
444	7677	20100
445	7692	20075
446	7710	20060
447	7744	20087
448	7767	20084
449	7784	20065
450	7799	20043
451	7813	20018
452	7827	19992
453	7840	19963
454	7853	19936
455	7869	19915
456	7885	19895
457	7901	19873
458	7918	19856
459	7936	19841
460	7954	19825
461	7970	19804
462	7985	19783
463	8002	19764
464	8018	19744
465	8035	19727
466	8052	19708
467	8070	19692
468	8088	19677
469	8109	19668
470	8126	19651
471	8142	19632
472	8158	19612
473	8175	19592
474	8192	19576
475	8210	19559
476	8226	19539
477	8243	19521
478	8259	19502
479	8275	19482
480	8292	19463
481	8308	19445
482	8325	19425
483	8340	19404
484	8358	19388
485	8377	19374
486	8393	19355
487	8410	19336
488	8424	19312
489	8439	19289
490	8453	19266
491	8470	19248
492	8489	19233
493	8507	19220
494	8525	19204
495	8544	19190
496	8565	19181
497	8584	19167
498	8603	19154
499	8622	19141
500	8638	19122
501	8655	19103
502	8671	19083
503	8686	19062
504	8702	19041
505	8718	19021
506	8734	19002
507	8749	18981
508	8765	18959
509	8784	18946
510	8803	18932
511	8819	18913
512	8834	18892
513	8850	18871
514	8866	18851
515	8882	18831
516	8898	18812
517	8914	18791
518	8930	18773
519	8947	18755
520	8962	18733
521	8978	18712
522	8994	18694
523	9011	18677
524	9028	18657
525	9044	18639
526	9060	18620
527	9076	18600
528	9093	18582
529	9108	18561
530	9123	18539
531	9138	18516
532	9152	18494
533	9167	18472
534	9182	18449
535	9198	18430
536	9214	18411
537	9231	18394
538	9247	18374
539	9263	18355
540	9279	18336
541	9295	18317
542	9311	18296
543	9326	18276
544	9342	18256
545	9358	18237
546	9375	18218
547	9390	18199
548	9407	18180
549	9423	18162
550	9439	18143
551	9454	18121
552	9469	18099
553	9483	18077
554	9498	18056
555	9513	18035
556	9529	18014
557	9543	17992
558	9558	17970
559	9573	17949
560	9587	17927
561	9603	17908
562	9618	17886
563	9635	17869
564	9652	17852
565	9667	17832
566	9683	17812
567	9698	17792
568	9713	17771
569	9729	17751
570	9743	17730
571	9759	17709
572	9774	17689
573	9790	17670
574	9805	17650
575	9821	17631
576	9837	17612
577	9854	17594
578	9871	17578
579	9888	17560
580	9904	17542
581	9920	17522
582	9936	17504
583	9952	17484
584	9966	17463
585	9980	17440
586	9995	17419
587	10011	17400
588	10026	17380
589	10042	17361
590	10060	17346
591	10077	17328
592	10094	17311
593	10108	17290
594	10123	17269
595	10139	17250
596	10155	17232
597	10171	17213
598	10188	17196
599	10204	17177
600	10221	17160
601	10237	17142
602	10254	17124
603	10271	17108
604	10290	17093
605	10306	17075
606	10321	17055
607	10337	17036
608	10353	17017
609	10370	17000
610	10385	16979
611	10399	16959
612	10415	16939
613	10430	16920
614	10446	16901
615	10464	16885
616	10480	16867
617	10497	16850
618	10515	16835
619	10532	16817
620	10547	16798
621	10563	16779
622	10578	16759
623	10594	16741
624	10610	16722
625	10626	16703
626	10643	16686
627	10658	16665
628	10672	16645
629	10688	16626
630	10705	16609
631	10723	16594
632	10738	16574
633	10754	16556
634	10769	16536
635	10785	16517
636	10800	16497
637	10815	16478
638	10831	16459
639	10848	16441
640	10863	16422
641	10878	16402
642	10895	16384
643	10911	16366
644	10928	16349
645	10944	16331
646	10960	16312
647	10975	16293
648	10990	16274
649	11006	16255
650	11021	16235
651	11036	16215
652	11050	16195
653	11066	16176
654	11080	16155
655	11095	16136
656	11112	16118
657	11130	16103
658	11147	16087
659	11163	16068
660	11179	16049
661	11195	16031
662	11211	16013
663	11227	15995
664	11243	15977
665	11259	15959
666	11274	15939
667	11292	15923
668	11307	15905
669	11324	15887
670	11340	15869
671	11360	15857
672	11377	15841
673	11396	15826
674	11413	15810
675	11429	15791
676	11446	15775
677	11463	15757
678	11479	15739
679	11494	15720
680	11510	15701
681	11525	15682
682	11541	15664
683	11557	15646
684	11575	15630
685	11590	15612
686	11605	15592
687	11619	15572
688	11635	15553
689	11650	15534
690	11665	15514
691	11678	15493
692	11693	15473
693	11708	15453
694	11722	15433
695	11737	15414
696	11754	15396
697	11772	15381
698	11787	15362
699	11802	15342
700	11816	15323
701	11831	15303
702	11846	15284
703	11860	15263
704	11875	15244
705	11890	15225
706	11906	15207
707	11922	15189
708	11938	15171
709	11954	15153
710	11970	15135
711	11986	15117
712	12003	15101
713	12019	15083
714	12034	15064
715	12052	15049
716	12068	15031
717	12084	15012
718	12100	14994
719	12115	14976
720	12131	14957
721	12146	14939
722	12162	14921
723	12177	14902
724	12192	14883
725	12209	14866
726	12225	14848
727	12240	14829
728	12255	14811
729	12270	14791
730	12285	14772
731	12299	14752
732	12314	14733
733	12330	14716
734	12351	14703
735	12372	14692
736	12395	14683
737	12418	14673
738	12454	14678
739	12476	14668
740	12492	14651
741	12509	14633
742	12524	14614
743	12538	14594
744	12551	14573
745	12566	14553
746	12580	14534
747	12595	14514
748	12610	14496
749	12630	14483
750	12653	14472
751	12673	14460
752	12695	14448
753	12736	14459
754	12761	14452
755	12782	14439
756	12800	14423
757	12819	14409
758	12851	14408
759	12882	14407
760	12915	14408
761	12945	14406
762	12967	14394
763	12993	14388
764	13020	14381
765	13058	14388
766	13091	14388
767	13125	14390
768	13147	14378
769	13174	14371
770	13201	14366
771	13235	14366
772	13271	14370
773	13299	14364
774	13325	14356
775	13345	14342
776	13375	14339
777	13398	14327
778	13419	14315
779	13443	14305
780	13469	14296
781	13492	14285
782	13510	14269
783	13548	14274
784	13576	14268
785	13606	14264
786	13630	14253
787	13662	14252
788	13687	14242
789	13708	14229
790	13728	14214
791	13747	14198
792	13788	14206
793	13812	14195
794	13834	14182
795	13859	14173
796	13881	14160
797	13904	14148
798	13921	14130
799	13937	14111
800	13951	14091
801	13966	14071
802	13981	14050
803	13996	14031
804	14011	14011
805	14032	13997
806	14053	13984
807	14070	13966
808	14086	13947
809	14101	13927
810	14116	13907
811	14131	13887
812	14147	13868
813	14164	13850
814	14179	13831
815	14195	13812
816	14210	13793
817	14226	13774
818	14244	13757
819	14263	13741
820	14278	13721
821	14294	13703
822	14314	13687
823	14330	13669
824	14346	13650
825	14360	13630
826	14376	13611
827	14392	13592
828	14408	13574
829	14423	13554
830	14440	13536
831	14457	13519
832	14475	13502
833	14492	13484
834	14507	13465
835	14527	13450
836	14543	13431
837	14561	13414
838	14577	13396
839	14592	13376
840	14607	13356
841	14622	13337
842	14637	13317
843	14653	13299
844	14669	13280
845	14685	13262
846	14700	13242
847	14715	13222
848	14728	13201
849	14743	13182
850	14760	13164
851	14776	13146
852	14793	13128
853	14808	13109
854	14822	13089
855	14838	13070
856	14853	13050
857	14870	13033
858	14889	13017
859	14907	13000
860	14923	12982
861	14939	12963
862	14956	12946
863	14972	12927
864	14988	12909
865	15003	12890
866	15021	12872
867	15037	12854
868	15053	12836
869	15072	12820
870	15091	12804
871	15109	12787
872	15125	12769
873	15142	12751
874	15158	12732
875	15178	12717
876	15221	12722
877	15241	12707
878	15260	12690
879	15278	12673
880	15300	12660
881	15333	12656
882	15362	12648
883	15383	12634
884	15430	12640
885	15456	12630
886	15485	12622
887	15510	12610
888	15534	12598
889	15568	12595
890	15591	12582
891	15613	12567
892	15638	12556
893	15666	12547
894	15692	12536
895	15710	12519
896	15730	12503
897	15748	12486
898	15766	12469
899	15789	12456
900	15820	12449
901	15843	12435
902	15864	12421
903	15889	12409
904	15912	12395
905	15931	12379
906	15960	12370
907	15978	12353
908	16000	12338
909	16020	12323
910	16038	12306
911	16058	12290
912	16076	12273
913	16094	12255
914	16114	12240
915	16134	12224
916	16156	12209
917	16174	12192
918	16194	12176
919	16214	12160
920	16237	12147
921	16260	12133
922	16286	12122
923	16309	12108
924	16333	12095
925	16353	12079
926	16373	12063
927	16393	12047
928	16413	12031
929	16439	12019
930	16458	12003
931	16476	11986
932	16493	11968
933	16511	11950
934	16528	11932
935	16544	11913
936	16562	11895
937	16579	11877
938	16597	11860
939	16623	11848
940	16642	11831
941	16660	11814
942	16680	11798
943	16697	11780
944	16715	11762
945	16735	11747
946	16756	11731
947	16775	11714
948	16792	11696
949	16808	11677
950	16823	11657
951	16840	11639
952	16856	11620
953	16874	11603
954	16890	11584
955	16906	11565
956	16921	11546
957	16937	11527
958	16952	11508
959	16969	11489
960	16987	11472
961	17007	11455
962	17023	11437
963	17041	11419
964	17057	11401
965	17076	11384
966	17094	11367
967	17113	11350
968	17131	11332
969	17151	11316
970	17172	11301
971	17190	11283
972	17205	11263
973	17220	11244
974	17235	11225
975	17250	11205
976	17268	11188
977	17287	11171
978	17305	11153
979	17320	11134
980	17342	11119
981	17362	11103
982	17378	11085
983	17399	11069
984	17416	11050
985	17434	11033
986	17452	11016
987	17469	10997
988	17488	10980
989	17509	10965
990	17531	10950
991	17552	10935
992	17570	10917
993	17585	10897
994	17599	10878
995	17614	10858
996	17629	10839
997	17644	10820
998	17659	10800
999	17673	10780
1000	17688	10761
1001	17704	10742
1002	17720	10723
1003	17737	10705
1004	17754	10687
1005	17769	10668
1006	17785	10649
1007	17800	10630
1008	17816	10612
1009	17831	10592
1010	17846	10573
1011	17862	10554
1012	17877	10535
1013	17892	10516
1014	17907	10497
1015	17922	10478
1016	17938	10459
1017	17955	10441
1018	17973	10424
1019	17987	10404
1020	18002	10385
1021	18017	10366
1022	18032	10347
1023	18049	10329
1024	18064	10310
1025	18079	10290
1026	18096	10273
1027	18114	10255
1028	18131	10237
1029	18149	10219
1030	18165	10201
1031	18183	10184
1032	18199	10165
1033	18214	10146
1034	18230	10127
1035	18245	10108
1036	18260	10090
1037	18276	10071
1038	18291	10052
1039	18307	10034
1040	18323	10015
1041	18338	9996
1042	18355	9978
1043	18371	9960
1044	18389	9942
1045	18405	9924
1046	18420	9905
1047	18435	9886
1048	18450	9867
1049	18465	9848
1050	18481	9829
1051	18495	9810
1052	18511	9791
1053	18529	9774
1054	18545	9756
1055	18560	9737
1056	18577	9719
1057	18595	9702
1058	18614	9685
1059	18632	9667
1060	18648	9649
1061	18664	9630
1062	18680	9612
1063	18696	9594
1064	18713	9576
1065	18729	9557
1066	18744	9539
1067	18759	9520
1068	18774	9501
1069	18791	9483
1070	18809	9466
1071	18827	9448
1072	18843	9430
1073	18859	9412
1074	18874	9393
1075	18890	9375
1076	18905	9356
1077	18922	9338
1078	18937	9319
1079	18953	9301
1080	18969	9282
1081	18985	9264
1082	18999	9245
1083	19014	9226
1084	19032	9209
1085	19050	9192
1086	19067	9173
1087	19084	9156
1088	19100	9138
1089	19118	9120
1090	19135	9102
1091	19152	9085
1092	19170	9067
1093	19187	9049
1094	19204	9032
1095	19222	9014
1096	19238	8996
1097	19256	8979
1098	19273	8961
1099	19290	8943
1100	19306	8925
1101	19321	8907
1102	19338	8888
1103	19353	8870
1104	19369	8851
1105	19384	8833
1106	19399	8814
1107	19415	8796
1108	19432	8778
1109	19449	8761
1110	19495	8756
1111	19516	8740
1112	19535	8723
1113	19554	8706
1114	19570	8688
1115	19587	8670
1116	19602	8651
1117	19616	8632
1118	19631	8613
1119	19646	8595
1120	19663	8577
1121	19679	8559
1122	19695	8541
1123	19710	8522
1124	19725	8504
1125	19740	8485
1126	19759	8468
1127	19774	8449
1128	19789	8431
1129	19805	8412
1130	19821	8394
1131	19839	8377
1132	19858	8360
1133	19875	8342
1134	19891	8324
1135	19909	8307
1136	19924	8288
1137	19940	8270
1138	19955	8251
1139	19970	8233
1140	19986	8215
1141	20002	8197
1142	20018	8178
1143	20033	8160
1144	20050	8142
1145	20065	8124
1146	20082	8106
1147	20099	8088
1148	20117	8071
1149	20133	8053
1150	20149	8035
1151	20165	8017
1152	20181	7998
1153	20197	7980
1154	20213	7962
1155	20228	7944
1156	20243	7926
1157	20259	7907
1158	20275	7889
1159	20293	7872
1160	20310	7854
1161	20326	7836
1162	20343	7819
1163	20358	7800
1164	20374	7782
1165	20388	7763
1166	20403	7745
1167	20418	7726
1168	20433	7708
1169	20449	7690
1170	20465	7672
1171	20480	7653
1172	20495	7635
1173	20512	7617
1174	20528	7600
1175	20546	7582
1176	20561	7564
1177	20577	7546
1178	20592	7527
1179	20608	7509
1180	20627	7493
1181	20645	7475
1182	20661	7457
1183	20678	7439
1184	20693	7421
1185	20709	7403
1186	20725	7385
1187	20741	7367
1188	20759	7350
1189	20780	7334
1190	20797	7316
1191	20813	7298
1192	20830	7280
1193	20850	7264
1194	20869	7247
1195	20913	7239
1196	20936	7223
1197	20961	7208
1198	20998	7198
1199	21031	7185
1200	21061	7172
1201	21094	7160
1202	21120	7145
1203	21137	7127
1204	21152	7109
1205	21168	7091
1206	21186	7073
1207	21203	7056
1208	21221	7038
1209	21244	7022
1210	21265	7006
1211	21302	6995
1212	21329	6980
1213	21355	6966
1214	21375	6949
1215	21396	6932
1216	21426	6919
1217	21444	6901
1218	21461	6883
1219	21480	6866
1220	21515	6854
1221	21536	6837
1222	21560	6822
1223	21587	6807
1224	21611	6792
1225	21634	6776
1226	21658	6760
1227	21678	6743
1228	21698	6726
1229	21719	6710
1230	21740	6693
1231	21760	6676
1232	21782	6660
1233	21806	6644
1234	21829	6628
1235	21849	6611
1236	21872	6595
1237	21896	6579
1238	21918	6563
1239	21938	6546
1240	21957	6528
1241	21975	6511
1242	21992	6493
1243	22008	6475
1244	22028	6458
1245	22047	6440
1246	22066	6423
1247	22085	6406
1248	22101	6387
1249	22116	6369
1250	22135	6352
1251	22153	6334
1252	22175	6318
1253	22196	6301
1254	22215	6284
1255	22232	6266
1256	22250	6248
1257	22268	6230
1258	22285	6213
1259	22303	6195
1260	22319	6177
1261	22336	6159
1262	22356	6142
1263	22373	6124
1264	22395	6107
1265	22412	6089
1266	22427	6071
1267	22441	6052
1268	22455	6034
1269	22472	6016
1270	22488	5998
1271	22507	5980
1272	22524	5962
1273	22539	5944
1274	22555	5926
1275	22573	5908
1276	22591	5891
1277	22606	5872
1278	22622	5854
1279	22637	5836
1280	22652	5817
1281	22667	5799
1282	22685	5781
1283	22704	5764
1284	22720	5746
1285	22737	5728
1286	22753	5710
1287	22768	5692
1288	22784	5673
1289	22799	5655
1290	22815	5637
1291	22832	5619
1292	22849	5601
1293	22865	5583
1294	22880	5565
1295	22895	5547
1296	22908	5528
1297	22926	5510
1298	22941	5492
1299	22958	5474
1300	22976	5457
1301	22991	5438
1302	23006	5420
1303	23022	5402
1304	23040	5385
1305	23060	5367
1306	23080	5350
1307	23100	5333
1308	23116	5315
1309	23131	5297
1310	23148	5279
1311	23165	5261
1312	23182	5243
1313	23198	5225
1314	23214	5207
1315	23234	5190
1316	23255	5173
1317	23275	5156
1318	23292	5138
1319	23308	5120
1320	23323	5102
1321	23339	5084
1322	23355	5066
1323	23374	5049
1324	23392	5031
1325	23409	5013
1326	23425	4995
1327	23440	4977
1328	23456	4959
1329	23471	4941
1330	23486	4923
1331	23502	4905
1332	23517	4886
1333	23531	4868
1334	23549	4851
1335	23566	4833
1336	23582	4815
1337	23597	4797
1338	23616	4779
1339	23631	4761
1340	23647	4743
1341	23662	4725
1342	23676	4707
1343	23691	4689
1344	23707	4671
1345	23723	4652
1346	23738	4634
1347	23753	4616
1348	23769	4598
1349	23785	4580
1350	23801	4562
1351	23818	4545
1352	23836	4527
1353	23851	4509
1354	23866	4491
1355	23881	4473
1356	23896	4455
1357	23912	4437
1358	23927	4419
1359	23943	4401
1360	23958	4383
1361	23973	4365
1362	23990	4347
1363	24006	4329
1364	24025	4312
1365	24043	4294
1366	24062	4277
1367	24080	4259
1368	24096	4241
1369	24111	4223
1370	24127	4206
1371	24142	4188
1372	24158	4170
1373	24173	4152
1374	24188	4134
1375	24204	4116
1376	24222	4098
1377	24238	4080
1378	24257	4063
1379	24275	4045
1380	24290	4027
1381	24305	4009
1382	24321	3992
1383	24337	3974
1384	24352	3956
1385	24368	3938
1386	24384	3920
1387	24399	3902
1388	24414	3884
1389	24430	3866
1390	24448	3849
1391	24463	3831
1392	24481	3813
1393	24500	3796
1394	24519	3778
1395	24537	3761
1396	24553	3743
1397	24568	3725
1398	24583	3707
1399	24599	3689
1400	24615	3672
1401	24631	3654
1402	24647	3636
1403	24664	3618
1404	24682	3601
1405	24698	3583
1406	24716	3566
1407	24732	3548
1408	24748	3530
1409	24763	3512
1410	24779	3494
1411	24794	3476
1412	24811	3459
1413	24826	3441
1414	24843	3423
1415	24860	3405
1416	24877	3388
1417	24894	3370
1418	24911	3353
1419	24929	3335
1420	24946	3317
1421	24962	3300
1422	24978	3282
1423	24995	3264
1424	25011	3247
1425	25027	3229
1426	25043	3211
1427	25059	3193
1428	25074	3175
1429	25091	3158
1430	25109	3140
1431	25129	3123
1432	25148	3106
1433	25165	3088
1434	25181	3070
1435	25197	3053
1436	25212	3035
1437	25229	3017
1438	25246	3000
1439	25264	2982
1440	25280	2964
1441	25298	2947
1442	25316	2929
1443	25336	2912
1444	25354	2895
1445	25374	2877
1446	25392	2860
1447	25409	2842
1448	25426	2825
1449	25442	2807
1450	25458	2789
1451	25475	2772
1452	25493	2754
1453	25510	2737
1454	25527	2719
1455	25545	2701
1456	25563	2684
1457	25582	2667
1458	25602	2649
1459	25619	2632
1460	25635	2614
1461	25650	2596
1462	25664	2578
1463	25679	2560
1464	25694	2543
1465	25710	2525
1466	25724	2507
1467	25740	2489
1468	25755	2472
1469	25774	2454
1470	25822	2440
1471	25840	2422
1472	25858	2405
1473	25875	2387
1474	25891	2369
1475	25908	2352
1476	25924	2334
1477	25942	2316
1478	25960	2299
1479	25979	2282
1480	26000	2264
1481	26019	2247
1482	26037	2229
1483	26055	2212
1484	26074	2194
1485	26091	2177
1486	26107	2159
1487	26125	2142
1488	26143	2124
1489	26159	2106
1490	26177	2089
1491	26196	2071
1492	26215	2054
1493	26238	2037
1494	26256	2019
1495	26274	2002
1496	26290	1984
1497	26306	1966
1498	26320	1949
1499	26334	1931
1500	26348	1913
1501	26364	1895
1502	26379	1877
1503	26396	1860
1504	26412	1842
1505	26426	1824
1506	26442	1807
1507	26458	1789
1508	26474	1772
1509	26491	1754
1510	26507	1736
1511	26522	1719
1512	26538	1701
1513	26553	1683
1514	26569	1666
1515	26584	1648
1516	26599	1630
1517	26615	1613
1518	26632	1595
1519	26651	1578
1520	26669	1560
1521	26685	1542
1522	26701	1525
1523	26717	1507
1524	26732	1490
1525	26748	1472
1526	26763	1454
1527	26779	1437
1528	26796	1419
1529	26811	1401
1530	26827	1384
1531	26843	1366
1532	26859	1349
1533	26877	1331
1534	26895	1314
1535	26911	1296
1536	26926	1278
1537	26941	1261
1538	26956	1243
1539	26972	1226
1540	26987	1208
1541	27003	1190
1542	27019	1173
1543	27034	1155
1544	27051	1138
1545	27068	1120
1546	27087	1103
1547	27106	1085
1548	27120	1067
1549	27135	1050
1550	27150	1032
1551	27166	1015
1552	27180	997
1553	27195	980
1554	27211	962
1555	27228	944
1556	27245	927
1557	27260	909
1558	27276	892
1559	27293	874
1560	27310	857
1561	27327	839
1562	27342	822
1563	27357	804
1564	27373	787
1565	27388	769
1566	27402	751
1567	27417	734
1568	27432	716
1569	27448	699
1570	27464	681
1571	27482	664
1572	27499	646
1573	27517	629
1574	27533	611
1575	27549	594
1576	27565	576
1577	27580	559
1578	27596	541
1579	27611	524
1580	27625	506
1581	27641	489
1582	27656	471
1583	27674	454
1584	27691	436
1585	27708	419
1586	27725	401
1587	27741	384
1588	27756	366
1589	27772	349
1590	27787	331
1591	27802	314
1592	27817	296
1593	27832	279
1594	27847	261
1595	27863	244
1596	27878	226
1597	27895	209
1598	27912	192
1599	27930	174
1600	27947	157
1601	27963	139
1602	27979	122
1603	27995	104
1604	28011	87
1605	28026	69
1606	28042	52
1607	28057	34
1608	28074	17
1609	28090	0
