TRAVEL_ID,TRIP_ID,START_VISIT_AREA_ID,END_VISIT_AREA_ID,START_DT_MIN,END_DT_MIN,MVMN_CD_1,MVMN_CD_2
c_c001739,2208270008,,2208270008,,2022-08-27 18:30:00.000,15,
c_c012230,2210290010,,2210290010,,2022-10-29 19:00:00.000,5,15
c_c001065,2208210003,,2208210003,,2022-08-21 14:00:00.000,1,
c_c001884,2208270001,2208270001,,2022-08-27 06:30:00.000,,,
c_c002800,2209220002,,2209220002,,2022-09-22 14:00:00.000,1,
c_c003347,2210120010,,2210120010,,2022-10-12 17:30:00.000,2,
c_c002294,2209130017,,2209130017,,2022-09-13 18:30:00.000,15,15
c_c003060,2209230007,,2209230007,,2022-09-23 02:30:00.000,1,
c_c002302,2209160001,2209160001,,2022-09-16 06:00:00.000,,,
c_c003315,2210290003,,2210290003,,2022-10-29 12:30:00.000,1,1
c_c013644,2211050001,,2211050001,,2022-11-05 10:00:00.000,1,
c_c005947,2210100003,,2210100003,,2022-10-10 17:00:00.000,1,
c_c001571,2209020012,,2209020012,,2022-09-02 19:00:00.000,15,
c_c002884,2209210008,,2209210008,,2022-09-21 02:30:00.000,1,
c_c012650,2210300007,,2210300007,,2022-10-30 14:30:00.000,1,
c_c002706,2209180001,2209180001,,2022-09-18 12:00:00.000,,,
c_c012881,2211060001,,2211060001,,2022-11-06 11:30:00.000,1,
c_c005685,2210220007,,2210220007,,2022-10-22 16:00:00.000,2,
c_c000610,2208280006,,2208280006,,2022-08-28 19:00:00.000,1,
c_c001769,2208300001,,2208300001,,2022-08-30 11:00:00.000,1,15
c_c003413,2210010004,,2210010004,,2022-10-01 10:00:00.000,7,
c_c006415,2210290008,,2210290008,,2022-10-29 14:00:00.000,15,
c_c014218,2211110004,,2211110004,,2022-11-11 19:30:00.000,15,
c_c009444,2210300004,,2210300004,,2022-10-30 12:30:00.000,1,
c_c003256,2210220004,,2210220004,,2022-10-22 11:30:00.000,1,
c_c002411,2209250011,,2209250011,,2022-09-25 14:00:00.000,15,
c_c012855,2211070005,,2211070005,,2022-11-07 13:00:00.000,1,
c_c002990,2209220002,,2209220002,,2022-09-22 11:30:00.000,2,15
c_c003174,2210030002,,2210030002,,2022-10-03 12:00:00.000,1,
