TRAVEL_ID,TRIP_ID,START_VISIT_AREA_ID,END_VISIT_AREA_ID,START_DT_MIN,END_DT_MIN,MVMN_CD_1,MVMN_CD_2
d_d003387,2210120001,,2210120001,,2022-10-12 13:30:00.000,2,
d_d001035,2209120011,,2209120011,,2022-09-12 18:00:00.000,2,
d_d002729,2210130004,,2210130004,,2022-10-13 13:30:00.000,4,
d_d004465,2210110004,,2210110004,,2022-10-11 17:00:00.000,13,
a_a002384,2209300004,,2209300004,,2022-09-30 18:00:00.000,1,
d_d002019,2210010010,,2210010010,,2022-10-01 13:00:00.000,1,
d_d005357,2210100004,,2210100004,,2022-10-10 09:30:00.000,15,
d_d000289,2208260005,,2208260005,,2022-08-26 06:00:00.000,15,
d_d002787,2210070007,,2210070007,,2022-10-07 21:30:00.000,15,
d_d002687,2210060001,,2210060001,,2022-10-06 11:30:00.000,2,
d_d010668,2211020001,2211020001,,2022-11-02 10:00:00.000,,,
a_a005765,2210090005,,2210090005,,2022-10-09 19:00:00.000,1,
d_d009568,2210310007,,2210310007,,2022-10-31 20:30:00.000,2,
d_d001424,2209160005,,2209160005,,2022-09-16 12:00:00.000,1,
d_d001378,2209110005,,2209110005,,2022-09-11 21:30:00.000,15,
d_d000827,2208220002,,2208220002,,2022-08-22 10:00:00.000,1,15
d_d007722,2210280005,,2210280005,,2022-10-28 17:30:00.000,13,4
d_d009042,2210270005,,2210270005,,2022-10-27 11:00:00.000,15,
d_d000048,2208090002,,2208090002,,2022-08-09 12:30:00.000,2,
d_d009265,2211020006,,2211020006,,2022-11-02 21:30:00.000,15,
d_d006321,2210160001,2210160001,,2022-10-16 08:00:00.000,,,
d_d000404,2208260003,,2208260003,,2022-08-26 12:30:00.000,2,
d_d000022,2208260006,,2208260006,,2022-08-26 19:00:00.000,2,
d_d012443,2211120004,,2211120004,,2022-11-12 15:30:00.000,1,
d_d010159,2211040005,,2211040005,,2022-11-04 12:30:00.000,15,
d_d000672,2208220003,,2208220003,,2022-08-22 12:30:00.000,14,
c_c000637,2208210014,,2208210014,,2022-08-21 18:30:00.000,1,
d_d001395,2209100001,,2209100001,,2022-09-10 09:30:00.000,1,
d_d000233,2208210002,,2208210002,,2022-08-21 10:00:00.000,2,
d_d004004,2211050004,,2211050004,,2022-11-05 17:30:00.000,1,
d_d009564,2210300004,,2210300004,,2022-10-30 05:00:00.000,1,
d_d003024,2210040008,,2210040008,,2022-10-04 19:00:00.000,2,
d_d000373,2208260003,,2208260003,,2022-08-26 11:00:00.000,2,
d_d003448,2210080003,,2210080003,,2022-10-08 12:00:00.000,15,
d_d001060,2209020004,,2209020004,,2022-09-02 20:30:00.000,15,
d_d011457,2211050003,,2211050003,,2022-11-05 03:00:00.000,2,
d_d005585,2210120004,,2210120004,,2022-10-12 08:00:00.000,4,
b_b004327,2209240009,,2209240009,,2022-09-24 20:00:00.000,15,
d_d004801,2210090005,,2210090005,,2022-10-09 16:30:00.000,2,
d_d001616,2209250003,,2209250003,,2022-09-25 13:00:00.000,2,
d_d001300,2209100008,,2209100008,,2022-09-10 14:00:00.000,9,
d_d000483,2208240006,,2208240006,,2022-08-24 15:00:00.000,2,15
c_c005353,2210070006,,2210070006,,2022-10-07 15:30:00.000,1,
d_d000811,2209030005,,2209030005,,2022-09-03 17:00:00.000,2,
d_d001644,2210010005,,2210010005,,2022-10-01 01:30:00.000,15,15
d_d007013,2210220007,,2210220007,,2022-10-22 15:00:00.000,1,
d_d006867,2210210010,,2210210010,,2022-10-21 20:30:00.000,15,
