TRAVEL_ID,VISIT_AREA_ID,ACTIVITY_TYPE_CD,ACTIVITY_TYPE_SEQ,ACTIVITY_ETC,ACTIVITY_DTL,RSVT_YN,EXPND_SE,ADMISSION_SE
d_d002283,2210040002,7,0,,,,,
d_d000622,2208300002,1,0,,날치알김밥,N,4,
d_d008211,2210310007,5,0,,,,,
d_d004454,2210240006,1,0,,흑돼지;갈치속젓비빔밥;하이볼;맥주,N,1,
d_d002484,2210070004,1,0,,돈까스;스테이크덮밥,N,1,
d_d004817,2211010007,3,0,,선사시대부터 현대까지 제주도와 제주인의 역사 (입장/주차 무료),N,5,2
b_b001939,2208220007,5,0,,,,,
d_d000095,2208120003,5,1,,,,,
d_d001689,2210020005,2,0,,와인 4병,N,1,
d_d012345,2211120003,1,0,,청귤차,Y,1,
d_d000393,2208250010,6,1,,별 사진 촬영,N,5,
d_d000806,2209080002,1,0,,말차쿠키;아메리카노;벙커크림라떼,N,1,
d_d000391,2209010004,2,1,,소주잔과 스템프,N,1,
d_d007374,2210250003,7,0,,,,,
a_a008015,2210230003,1,1,,,,4,
d_d004479,2210080002,5,0,,,,,
c_c001169,2209030002,3,0,,순천만습지스카이큐브체험및관람,N,1,1;2
d_d008141,2210290002,4,1,,,,,
d_d000840,2208270007,1,0,,회,N,1,
d_d001289,2209110004,2,0,,오징어과자;오징어생물;칙촉;맥주;탄산음료,N,1,
d_d001209,2209220005,99,0,,,,,
d_d006985,2210260011,1,2,,음료 / 빵 / 봉투 / 맨솔액 (부상으로 인한),N,1,
d_d007969,2210290003,6,2,,숙박시설,Y,5,
a_a000391,2208240001,7,0,,,,,
d_d006739,2210250005,4,0,,,,,
