TRAVEL_ID,LODGING_NM,LODGING_PAYMENT_SEQ,LODGING_TYPE_CD,RSVT_YN,CHK_IN_DT_MIN,CHK_OUT_DT_MIN,PAYMENT_NUM,BRNO,STORE_NM,ROAD_NM_ADDR,LOTNO_ADDR,ROAD_NM_CD,LOTNO_CD,PAYMENT_DT,PAYMENT_MTHD_SE,PAYMENT_AMT_WON,PAYMENT_ETC
c_c002127,켄싱턴리조트 지리산남원,10,4,,,,2,4078504387,(주)이랜드파크켄싱턴리조트지리산남원,전북 남원시 소리길 66,전북 남원시 어현동 37-122,4613350,4519012200,2022-09-07 17:11:00.000,1,22800,리조트비
c_c001458,탑클라우드호텔 군산점,1,1,Y,2022-09-02 00:00:00.000,2022-09-03 00:00:00.000,2,2208742885,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2022-09-02 00:00:00.000,3,92000,탑클라우드호텔 군산점
c_c000579,여수베네치아호텔&리조트,1,1,Y,2022-09-06 00:00:00.000,2022-09-08 00:00:00.000,3,2208115770,나이스정보통신㈜,,,,,2022-09-06 00:00:00.000,1,332593,1X디럭스 패밀리 코너룸(트윈베드)
c_c001759,센티마르펜션,0,3,Y,2022-09-01 00:00:00.000,2022-09-02 00:00:00.000,4,,,충남 태안군 원북면 학암포길 47-6,충남 태안군 원북면 방갈리 515-6,,,,1,120000,
c_c005446,y누리봄게스트하우스,0,7,Y,2022-10-08 00:00:00.000,2022-10-09 00:00:00.000,2,,,전북 전주시 완산구 서학로 47-3,전북 전주시 완산구 동서학동 102-1,,,,1,55454,
c_c001141,말리호텔앤리조트,0,1,Y,2022-08-19 00:00:00.000,2022-08-21 00:00:00.000,3,,,충남 태안군 소원면 만리포1길 95,충남 태안군 소원면 의항리 1192,,,,3,400000,
c_c012150,라포레 메종,0,3,Y,2022-11-02 00:00:00.000,2022-11-03 00:00:00.000,2,,,전남 해남군 삼산면 고산로 767-17,전남 해남군 삼산면 구림리 726-8,,,,5,100000,
c_c002637,더휴식소륜 대전지점,1,11,Y,2022-09-23 00:00:00.000,2022-09-24 00:00:00.000,2,,에어비앤비,,,,,2022-09-14 05:58:00.000,1,134000,개인실.침대1개.게스트2명
c_c008648,양촌자연휴양림,1,9,Y,2022-10-30 00:00:00.000,2022-10-31 00:00:00.000,4,3088300023,백제군사박물관,충남 논산시 양촌면 매죽헌로1723번길 176-23,충남 논산시 양촌면 남산리 산 12-4,4565310,4423039028,2022-10-30 19:09:00.000,1,48000,원앙205호(5인실) 1박
c_c000337,포레스트리솜,0,1,Y,2022-08-20 00:00:00.000,2022-08-21 00:00:00.000,5,,,충북 제천시 백운면 금봉로 365,충북 제천시 백운면 평동리 707,,,,,0,
c_c013096,개울민박,0,8,Y,2022-11-06 00:00:00.000,2022-11-06 00:00:00.000,1,,,충북 단양군 영춘면 남천2길 21,충북 단양군 영춘면 남천리 491,,,,5,40000,
b_b003837,꾸례게스트하우스,0,7,Y,2022-10-01 00:00:00.000,2022-10-02 00:00:00.000,1,,,전남 구례군 구례읍 서시천로 9,전남 구례군 구례읍 봉동리 179-1,,,,5,20000,
c_c000148,괴산친환경아로니아농원,0,7,Y,2022-08-07 00:00:00.000,2022-08-11 00:00:00.000,4,,,충북 괴산군 문광면 광덕3길 163,충북 괴산군 문광면 광덕리 25,,,,,0,
c_c000743,대천경찰수련원,1,11,Y,2022-08-31 00:00:00.000,2022-09-01 00:00:00.000,2,3138300025,보령경찰서,충남 보령시 대천로 33,충남 보령시 대천동 171,3252008,4418010100,2022-08-31 16:29:00.000,1,10000,
c_c000068,우성아파트,0,10,Y,2022-08-13 00:00:00.000,2022-08-15 00:00:00.000,4,,,전북 전주시 덕진구 태진로 101,전북 전주시 덕진구 진북동 416,,,,3,300000,
c_c008767,바노펜션,1,3,Y,2022-10-28 00:00:00.000,2022-10-29 00:00:00.000,2,,바노펜션,충남 태안군 안면읍 해안관광로 373,,3264036,4482525321,2022-10-17 00:00:00.000,1,161500,펜션비
c_c001575,더클래식호텔,1,1,Y,2022-09-03 00:00:00.000,2022-09-04 00:00:00.000,2,2208742885,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2022-08-30 13:59:00.000,1,140000,호텔비
c_c000292,소노문 단양,0,4,Y,2022-08-19 00:00:00.000,2022-08-20 00:00:00.000,4,,,충북 단양군 단양읍 삼봉로 187-17,충북 단양군 단양읍 상진리 4-1,,,,1,158000,
c_c011396,호텔ICC,0,1,Y,2022-10-29 00:00:00.000,2022-10-30 00:00:00.000,2,,,대전 유성구 엑스포로123번길 55,대전 유성구 도룡동 4-29,,,,1,125000,
c_c000502,화담여관,0,2,N,2022-08-20 00:00:00.000,2022-08-21 00:00:00.000,1,,,전북 군산시 평화길 99-3,전북 군산시 죽성동 28,,,,4,30000,
c_c002472,부여파크아트빌라스,2,4,Y,2022-09-12 00:00:00.000,2022-09-13 00:00:00.000,2,5248601528,네이버파이낸셜 주식회사,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2022-09-07 00:00:00.000,1,107000,부여파크아트빌라스
c_c003645,이학장,0,7,Y,2022-10-09 00:00:00.000,2022-10-10 00:00:00.000,3,,,전남 목포시 유동로16번길 20,전남 목포시 해안동1가 1,,,,5,140000,
c_c002935,소노문 단양,1,4,Y,2022-10-01 00:00:00.000,2022-10-03 00:00:00.000,5,,소노인터내셔널,서울 송파구 법원로 135,서울 송파구 문정동 641-3,3350849,1171010800,2022-10-01 14:00:00.000,1,386400,리조트비
c_c000294,킹콩스위텔,1,2,Y,2022-08-20 00:00:00.000,2022-08-21 00:00:00.000,4,,화순킹콩 스위텔,,,,,2022-08-07 21:32:00.000,1,30000,화순킹콩 스위텔
c_c004710,몽산포자동차야영장,0,5,Y,2022-10-02 00:00:00.000,2022-10-03 00:00:00.000,2,,,충남 태안군 남면 몽산포길 63-43,충남 태안군 남면 신장리 355-50,,,,1,23000,
c_c002823,숨,2,11,Y,2022-09-21 00:00:00.000,2022-09-23 00:00:00.000,2,,에어비앤비,,,,,2022-09-16 01:38:00.000,1,24491,
c_c013908,현대모텔,0,2,Y,2022-11-05 00:00:00.000,2022-11-06 00:00:00.000,2,,,충남 보령시 해수욕장6길 10,충남 보령시 신흑동 1953,,,,1,50400,
c_c000949,리조트라움,0,4,Y,2022-08-23 00:00:00.000,2022-08-25 00:00:00.000,3,,,전남 순천시 해룡면 와온길 191-13,전남 순천시 해룡면 상내리 474-17,,,,2,590000,
c_c008729,스테이경원,0,7,Y,2022-10-28 00:00:00.000,2022-10-29 00:00:00.000,3,,,전북 전주시 완산구 팔달로 202-12,전북 전주시 완산구 경원동3가 39-6,,,,1,229397,
c_c003133,성심해오름,0,6,Y,2022-10-01 00:00:00.000,2022-10-02 00:00:00.000,3,,,전북 전주시 완산구 경기전길 126,전북 전주시 완산구 교동 266-3,,,,1,65000,
c_c002663,무위사,1,9,Y,2022-09-21 00:00:00.000,2022-09-22 00:00:00.000,1,1768267357,대한불교조계종무위사,전남 강진군 성전면 무위사로 308,,3293017,4681036022,2022-09-21 00:00:00.000,1,60000,템플스테이
c_c000447,브라운도트호텔 순천역점,2,1,Y,2022-08-28 00:00:00.000,2022-08-29 00:00:00.000,1,2208742885,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2022-08-23 14:15:00.000,1,70000,순천 브라운도트 순천역점
c_c012494,145게스트하우스,0,7,Y,2022-11-04 00:00:00.000,2022-11-05 00:00:00.000,3,,,광주 동구 구성로194번길 19,광주 동구 대인동 145,,,,1,67500,
c_c000908,데이나이스호텔 대천지점,1,1,Y,2022-08-26 00:00:00.000,2022-08-27 00:00:00.000,2,,데이나이스호텔,충남 보령시 해수욕장8길 60,충남 보령시 신흑동 2273-3,4556703,4418011000,2022-08-26 15:00:00.000,1,110000,호텔비
c_c002267,구시포해수욕장,0,5,N,2022-09-24 00:00:00.000,2022-09-25 00:00:00.000,3,,,전북 고창군 상하면 진암구시포로 545,전북 고창군 상하면 자룡리 520-46,,,,,0,
c_c002189,온달스테이펜션,0,3,Y,2022-09-12 00:00:00.000,2022-09-13 00:00:00.000,6,,,충북 단양군 영춘면 남천2길 5-11,충북 단양군 영춘면 남천리 503-2,,,,5,180000,
c_c002712,투나잇호텔,1,1,Y,2022-09-29 00:00:00.000,2022-10-01 00:00:00.000,1,2208115770,나이스정보통신㈜,,,,,2022-09-24 00:00:00.000,1,104013,TWO NIGHTS BUSINESS HOTEL
c_c002344,유성호텔,1,1,Y,2022-09-24 00:00:00.000,2022-09-25 00:00:00.000,2,3148100719,유성관광개발(주),대전 유성구 온천로 9,,3167045,3020011100,2022-09-24 18:09:00.000,1,127000,호텔비
c_c012262,보리수펜션,0,3,Y,2022-10-29 00:00:00.000,2022-10-30 00:00:00.000,8,,,충남 공주시 반포면 천장이길 8,충남 공주시 반포면 학봉리 723-3,,,,5,360000,
c_c001220,하늬바람펜션,0,3,Y,2022-08-27 00:00:00.000,2022-08-28 00:00:00.000,6,,,진산2길 195,,,,,1,330000,
c_c000282,항도호텔,0,1,Y,2022-08-17 00:00:00.000,2022-08-18 00:00:00.000,2,,,전북 군산시 구영7길 69,전북 군산시 신창동 46-1,,,,3,40000,
c_c003347,유스테이,0,3,Y,2022-10-10 00:00:00.000,2022-10-12 00:00:00.000,1,,,,,,,,5,260000,
c_c013234,삼기조아유 캠핑장,10,5,,,,3,,삼기조아유 캠핑장,남차리 733-1,,,,,5,50000,캠핑장 이용료
c_c003023,교동살래,1,6,Y,2022-09-28 00:00:00.000,2022-09-29 00:00:00.000,1,,,전북 전주시 완산구 전주천동로 66-1,전북 전주시 완산구 교동 191-7,3266066,4511111800,2022-09-26 12:29:00.000,3,50000,28수 교동살래숙소비
c_c003111,메이드호텔,1,1,Y,2022-09-23 00:00:00.000,2022-09-25 00:00:00.000,1,,남원호텔메이드,전북 남원시 소리길 110,전북 남원시 어현동 37-9,4613350,4519012200,2022-09-21 00:03:00.000,1,65100,일반실(침대)
c_c008746,숲속의정원,0,3,Y,2022-10-29 00:00:00.000,2022-10-30 00:00:00.000,2,,,전북 완주군 동상면 대아수목로 144-2,전북 완주군 동상면 대아리 317,,,,3,150000,
c_c003967,후즈넥스트 (게스트하우스),0,7,Y,2022-10-01 00:00:00.000,2022-10-02 00:00:00.000,2,,,,,,,,1,60000,
b_b004014,소백게스트하우스,0,7,Y,2022-09-30 00:00:00.000,2022-10-01 00:00:00.000,2,,,경북 영주시 영주로215번길 7-11,경북 영주시 영주동 335-39,,,,5,50000,
c_c000218,이오당,0,6,Y,2022-08-10 00:00:00.000,2022-08-11 00:00:00.000,2,,,전북 전주시 완산구 오목대길 45-43,전북 전주시 완산구 교동 129-3,,,,1,100000,
c_c001325,햇살아래캠핑장,0,5,Y,2022-09-02 00:00:00.000,2022-09-04 00:00:00.000,4,,,충북 충주시 대소원면 창현로 809,충북 충주시 대소원면 탄용리 193,,,,5,65000,
c_c000871,페어필드 바이 메리어트 서울,1,1,Y,2022-08-21 00:00:00.000,2022-08-22 00:00:00.000,1,7428600224,(주)위드이노베이션,서울 강남구 봉은사로 479,,3122004,1168010500,2022-08-20 00:01:00.000,1,79200,HO-[얼리버드 특가-17시
c_c011699,천안상록호텔,1,1,Y,2022-10-28 00:00:00.000,2022-10-29 00:00:00.000,4,2208200935,공무원연금관리공단,충남 천안시 동남구 수신면 수신로 576,,3015004,4413135026,2022-10-28 18:40:00.000,1,76000,리조트
c_c003177,리움호텔,1,1,Y,2022-09-30 00:00:00.000,2022-10-01 00:00:00.000,2,7428600224,(주)위드이노베이션,서울 강남구 봉은사로 479,,3122004,1168010500,2022-09-22 00:03:00.000,1,37000,MO-목포호텔리움HOTELR
c_c002408,경하온천호텔,0,1,Y,2022-09-24 00:00:00.000,2022-09-25 00:00:00.000,2,,,대전 유성구 온천로101번길 30,대전 유성구 봉명동 540-16,,,,1,51600,
c_c002215,호텔춘향가,0,1,Y,2022-09-24 00:00:00.000,2022-09-25 00:00:00.000,7,,,,전북 남원시 어현동 37-121,,,,1,415000,
c_c001640,썸무인텔,1,2,Y,2022-08-30 00:00:00.000,2022-08-31 00:00:00.000,1,,여수 썸 무인텔,전남 여수시 봉산남7길 5-8,전남 여수시 봉산동 262-8,4646438,4613011500,2022-08-30 17:43:00.000,1,37000,MO-여수 썸 무인텔-1일싱
c_c009192,신라스테이 여수,1,1,Y,2022-10-24 00:00:00.000,2022-10-25 00:00:00.000,1,,신라스테이 여수,전남 여수시 수정3길 8,전남 여수시 수정동 621,4646574,4613010200,2022-10-23 00:00:00.000,3,102900,숙박비
c_c009996,베스트웨스턴호텔,0,1,Y,2022-10-30 00:00:00.000,2022-10-31 00:00:00.000,2,,,전북 군산시 새만금북로 435,전북 군산시 오식도동 814-5,,,,1,89100,
c_c000105,포레스트리솜,0,4,N,2022-08-15 00:00:00.000,2022-08-16 00:00:00.000,4,,,충북 제천시 백운면 금봉로 365,충북 제천시 백운면 평동리 707,,,,1,177000,
c_c004247,스플라스 리솜,0,4,Y,2022-10-14 00:00:00.000,2022-10-14 00:00:00.000,5,,,충남 예산군 덕산면 온천단지3로 45-7,충남 예산군 덕산면 사동리 362,,,,1,280000,
c_c002258,메리제인호텔,1,1,Y,2022-09-13 00:00:00.000,2022-09-14 00:00:00.000,2,,청주 메리제인 호텔,충북 청주시 흥덕구 짐대로72번길 13,충북 청주시 흥덕구 복대동 2845,4511888,4311311400,2022-09-13 00:00:00.000,1,57177,호텔비 스탠다드(금연실)
c_c003756,송호국민관광지 캠핑장,1,5,Y,2022-09-27 00:00:00.000,2022-09-28 00:00:00.000,2,,송호국민관광지,충북 영동군 양산면 송호로 105,충북 영동군 양산면 송호리 279-1,3243030,4374039025,2022-09-14 10:59:00.000,1,15000,캠핑장 A구역 26 1박2일
c_c006831,백년한옥 게스트하우스,1,7,Y,2022-10-22 00:00:00.000,2022-10-23 00:00:00.000,1,5248601528,네이버파이낸셜 주식회사,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2022-10-12 00:00:00.000,1,60000,생각버리기(전용화장실)
c_c002102,탑클라우드호텔 익산점,1,1,Y,2022-09-28 00:00:00.000,2022-09-29 00:00:00.000,1,7428600224,(주)위드이노베이션,서울 강남구 봉은사로 479,,3122004,1168010500,2022-09-26 00:59:00.000,1,63000,HO-슈페리어
c_c000019,도담게스트하우스,0,7,N,2022-08-12 00:00:00.000,2022-08-15 00:00:00.000,3,,,충북 단양군 가곡면 여천덕천로 701-23,충북 단양군 가곡면 덕천리 270-4,,,,3,300000,
c_c008160,한국문화연수원,0,6,Y,2022-10-22 00:00:00.000,2022-10-23 00:00:00.000,4,,,충남 공주시 사곡면 마곡사로 1065,충남 공주시 사곡면 운암리 604,,,,4,300000,
c_c003140,서울시서천연수원,0,4,Y,2022-09-24 00:00:00.000,2022-09-25 00:00:00.000,5,,,충남 서천군 서면 월하성길 74-87,충남 서천군 서면 월호리 621,,,,3,55000,
c_c000833,게스트하우스 달,1,7,Y,2022-08-28 00:00:00.000,2022-08-30 00:00:00.000,2,,네이버페이,,,,,2022-08-03 16:30:00.000,1,120000,
c_c000986,전주 한옥마당펜션,1,6,Y,2022-08-26 00:00:00.000,2022-08-27 00:00:00.000,4,1785900107,전주한옥마당,전북 전주시 완산구 전주천동로 80-13,전북 전주시 완산구 교동 209-1,3266066,4511111800,2022-08-28 12:57:00.000,3,120000,믿음방
c_c001804,바다펜션,0,3,Y,2022-08-26 00:00:00.000,2022-08-28 00:00:00.000,6,,,북고리 전복체험마을,,,,,3,800000,
c_c000494,내소사,0,11,Y,2022-08-29 00:00:00.000,2022-08-30 00:00:00.000,1,,,전북 부안군 진서면 내소사로 243,전북 부안군 진서면 석포리 268,,,,5,60000,
c_c001111,풍경펜션,1,3,Y,2022-09-01 00:00:00.000,2022-09-03 00:00:00.000,4,6342300480,풍경민박펜션,전남 여수시 호명1길 85-5,전남 여수시 호명동 1352-1,4646973,4613015100,2022-08-31 19:22:00.000,1,170000,펜션비 바람
c_c004900,호텔써밋,2,1,Y,2022-10-08 00:00:00.000,2022-10-09 00:00:00.000,3,4108663716,해비치개발(주)(호텔,광주 광산구 사암로171번길 90-20,광주 광산구 우산동 1609-12,4289184,2920010900,2022-10-08 20:48:00.000,1,15000,
c_c004631,보령바다마을펜션,1,3,Y,2022-10-08 00:00:00.000,2022-10-09 00:00:00.000,4,8825100743,보령바다마을펜션,충남 보령시 천북면 하학로 781-52,충남 보령시 천북면 학성리 산 108-8,3252039,4418033022,2022-09-11 18:45:00.000,,0,펜션숙박비
c_c002964,리본호텔,1,1,Y,2022-09-24 00:00:00.000,2022-09-25 00:00:00.000,1,7428600224,(주)위드이노베이션,서울 강남구 봉은사로 479,,3122004,1168010500,2022-09-24 15:02:00.000,1,65000,MO-군산리본호텔구뉴그랜드
c_c003210,(주)호반호텔앤리조트,10,1,,,,6,3058126321,(주)호반호텔앤리조트,충북 제천시 백운면 금봉로 365,,3239008,4315036021,2022-10-01 14:19:00.000,1,40000,
c_c011970,샾무인텔,1,2,Y,2022-11-05 00:00:00.000,2022-11-06 00:00:00.000,2,3031078390,샵(sharp),충북 충주시 애향로 22,충북 충주시 봉방동 344-4,3238043,4313011500,2022-11-05 18:59:00.000,1,70000,
c_c002986,메타펜션,0,3,Y,2022-09-22 00:00:00.000,2022-09-23 00:00:00.000,5,,,전남 담양군 담양읍 메타프로방스3길 4-6,전남 담양군 담양읍 학동리 654-7,,,,1,80000,
c_c000306,에이본호텔 군산,1,1,Y,2022-08-27 00:00:00.000,2022-08-28 00:00:00.000,2,2208742885,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2022-08-24 20:37:00.000,1,177000,에이본 호텔 군산
c_c013410,하울펜션,2,3,Y,2022-11-05 00:00:00.000,2022-11-06 00:00:00.000,7,5248601528,네이버파이낸셜 주식회사,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2022-09-24 00:00:00.000,1,390000,하울펜션 STAY 6
c_c005634,여수베네치아호텔&리조트,0,1,Y,2022-10-08 00:00:00.000,2022-10-09 00:00:00.000,2,,,전남 여수시 오동도로 61-13,전남 여수시 수정동 774-4,,,,1,337130,
c_c001510,대흥사,0,11,Y,2022-08-29 00:00:00.000,2022-08-30 00:00:00.000,2,,,충북 단양군 대강면 황정산로 423,충북 단양군 대강면 황정리 365-6,,,,5,100000,
c_c000125,(주)호텔롯데 롯데리조트부여,10,1,,,,2,3088513202,(주)호텔롯데롯데리조트부여,충남 부여군 규암면 백제문로 400,충남 부여군 규암면 합정리 578,3259079,4476031026,,1,288000,리조트비
c_c011639,해피타임무인호텔,1,1,Y,2022-11-04 00:00:00.000,2022-11-05 00:00:00.000,2,,해피타임 드라이브인,전남 담양군 담양읍 추성로 1173-15,전남 담양군 담양읍 삼다리 40-1,3286019,4671025037,2022-10-30 10:00:00.000,1,60000,호텔비
c_c001871,신라스테이 천안,0,1,Y,2022-09-03 00:00:00.000,2022-09-04 00:00:00.000,2,,,충남 천안시 서북구 동서대로 177,충남 천안시 서북구 성정동 1430,,,,1,126780,
c_c004726,계룡스파텔,10,2,,,,2,3148303286,계룡스파텔,대전 유성구 온천로 81,대전 유성구 봉명동 539-1,3167045,3020011100,2022-10-02 17:41:00.000,1,13000,
c_c004491,W모텔,0,2,Y,2022-10-08 00:00:00.000,2022-10-09 00:00:00.000,4,,,전북 정읍시 연지8길 4,전북 정읍시 연지동 311-4,,,,5,60000,
b_b014715,팬텀팬피그 광주충장로점,1,1,N,2022-11-08 00:00:00.000,2022-11-08 00:00:00.000,4,7713200758,팬텀팬피그,광주 동구 충장로 94-9,광주 동구 충장로1가 32,3009008,2911012700,2022-11-08 20:32:00.000,1,59200,팬텀포크
c_c003355,디아크리조트,1,4,Y,2022-10-21 00:00:00.000,2022-10-22 00:00:00.000,2,7428600224,(주)위드이노베이션,서울 강남구 봉은사로 479,,3122004,1168010500,2022-10-01 00:00:00.000,1,92000,
c_c003208,호텔이븐,0,1,Y,2022-09-24 00:00:00.000,2022-09-25 00:00:00.000,2,,,전북 군산시 현충로 82,전북 군산시 나운동 860-9,,,,1,15000,
c_c002965,부안관광호텔,0,1,Y,2022-09-30 00:00:00.000,2022-10-01 00:00:00.000,3,,,전북 부안군 행안면 변산로 70-7,전북 부안군 행안면 역리 산 156-2,,,,2,68000,
c_c001693,대천드림펜션,0,3,Y,2022-08-20 00:00:00.000,2022-08-21 00:00:00.000,3,,,충남 보령시 해수욕장9길 2-37,충남 보령시 신흑동 2253-2,,,,1,140000,
c_c003861,담양프로방스펜션,0,3,Y,2022-10-01 00:00:00.000,2022-10-02 00:00:00.000,4,,,전남 담양군 담양읍 메타프로방스1길 70,,,,,1,230000,
c_c000862,유탑마리나호텔&리조트,1,1,Y,2022-08-22 00:00:00.000,2022-08-23 00:00:00.000,2,,유탑마리나호텔&리조트여수,전남 여수시 오동도로 61-15,전남 여수시 수정동 777-1,3282059,4613010200,2022-08-03 14:34:00.000,1,280000,[아쿠아플라넷2매패키지]오션디럭스더블
c_c003867,전주호텔꽃심,10,1,,,,1,,전주호텔꽃심,,,,,,1,130090,호텔비
c_c000665,제천수련원,0,11,Y,2022-09-03 00:00:00.000,2022-09-04 00:00:00.000,4,,,,충북 제천시 수산면 하천리 산 20,,,,3,26000,
c_c007591,카누 모텔,1,2,Y,2022-10-29 00:00:00.000,2022-10-30 00:00:00.000,2,3328700460,주식회사온다,서울 강남구 테헤란로83길 49,서울 강남구 삼성동 152-69,4166762,1168010500,2022-10-17 17:27:00.000,1,38310,숙박비 스텐다드
c_c000146,서동선화,0,3,N,2022-08-30 00:00:00.000,2022-08-31 00:00:00.000,2,,,,,,,,5,120000,
c_c006453,스플라스 리솜,0,4,Y,2022-10-16 00:00:00.000,2022-10-17 00:00:00.000,4,,,충남 예산군 덕산면 온천단지3로 45-7,충남 예산군 덕산면 사동리 362,,,,1,216254,
c_c003597,티파니펜션,0,3,Y,2022-10-01 00:00:00.000,2022-10-02 00:00:00.000,2,,,충남 태안군 안면읍 꽃지2길 41-7,충남 태안군 안면읍 승언리 174-1,,,,1,210000,
c_c000841,도원게스트하우스,1,7,Y,2022-08-26 00:00:00.000,2022-08-27 00:00:00.000,3,2208115770,나이스정보통신㈜,전북 전주시 완산구 곤지산4길 12-35,전북 전주시 완산구 서서학동 산 4-1,4598035,4511112600,2022-08-18 00:00:00.000,1,35786,
c_c006719,블루비치펜션,0,3,Y,2022-10-29 00:00:00.000,2022-10-30 00:00:00.000,3,,,경북 영덕군 남정면 부흥2길 5,경북 영덕군 남정면 부흥리 167,,,,1,91000,
c_c003052,연포해변앞펜션,10,3,,,,4,,연포해변앞펜션,연포2길 70-11,,,,,1,30000,
c_c000071,정남진편백숲우드랜드,0,9,Y,2022-08-14 00:00:00.000,2022-08-15 00:00:00.000,3,,,전남 장흥군 장흥읍 우드랜드길 180,전남 장흥군 장흥읍 우산리 산 20-1,,,,5,100000,
c_c003800,(주)호반호텔앤리조트,10,1,,,,4,3058126321,(주)호반호텔앤리조트,충남 태안군 안면읍 꽃지해안로 204,,3264003,4482525324,2022-10-05 10:23:00.000,1,72000,
c_c002937,쏘렌토모텔,1,2,Y,2022-09-26 00:00:00.000,2022-09-27 00:00:00.000,1,2208742885,(주)야놀자,,,,,2022-09-26 19:31:00.000,1,21850,광주 유동 쏘렌토
c_c009830,아산스파포레,1,5,Y,2022-10-30 00:00:00.000,2022-10-31 00:00:00.000,2,8158101244,십일번가 주식회사,서울 중구 한강대로 416,,2005005,1114011800,2022-07-26 11:47:00.000,1,139000,금호 아산스파포레(카라반/글램핑)
c_c007686,지리산 세석대피소,1,9,Y,2022-10-24 00:00:00.000,2022-10-25 00:00:00.000,3,2118206541,국립공원공단,강원 원주시 혁신로 22,강원 원주시 반곡동 2049-4,3219082,4213011700,2022-10-24 00:00:00.000,1,13000,대피소
c_c008254,시온교회 민박,0,8,Y,2022-10-21 00:00:00.000,2022-10-22 00:00:00.000,5,,,전북 무주군 적상면 삼방로 516-6,전북 무주군 적상면 방이리 281,,,,3,100000,
c_c003622,힐하우스,0,3,Y,2022-10-09 00:00:00.000,2022-10-10 00:00:00.000,3,,,충남 보령시 오천면 오천해안로 709-3,충남 보령시 오천면 영보리 168,,,,5,70000,
c_c011777,투나잇호텔,1,1,Y,2022-10-28 00:00:00.000,2022-10-29 00:00:00.000,2,,,,,,,2022-10-25 22:31:00.000,1,30000,디럭스 1박
c_c005079,바닷가 모텔,1,2,Y,2022-10-12 00:00:00.000,2022-10-13 00:00:00.000,6,8350301070,바닷가모텔,충남 서천군 서면 춘장대로151번길 39,충남 서천군 서면 도둔리 1251,4580811,4477041028,2022-10-12 17:20:00.000,1,150000,
c_c000896,변산마리나스파펜션,0,3,Y,2022-08-27 00:00:00.000,2022-08-28 00:00:00.000,5,,,전북 부안군 변산면 변산해변로 799-21,전북 부안군 변산면 운산리 455-97,,,,5,600000,
c_c004200,골든비치텔,1,2,Y,2022-10-01 00:00:00.000,2022-10-02 00:00:00.000,8,7428600224,(주)위드이노베이션,서울 강남구 봉은사로 479,,3122004,1168010500,2022-09-06 19:42:00.000,1,40000,MO-대천골든비치
c_c003974,호텔뮤제오,3,1,Y,2022-09-28 00:00:00.000,2022-09-29 00:00:00.000,1,3010233373,호텔뮤제오,충북 청주시 흥덕구 가로수로1164번길 41-20,충북 청주시 흥덕구 강서동 469,4511088,4311311700,2022-09-28 18:00:00.000,1,12000,
c_c000639,민박,0,8,Y,2022-08-27 00:00:00.000,2022-08-28 00:00:00.000,4,,,상도대리 126,,,,,,0,
c_c013741,크림빌(에어비앤비),1,11,Y,2022-11-04 00:00:00.000,2022-11-05 00:00:00.000,1,,에어비앤비,,,,,2022-11-02 19:31:00.000,1,57765,개인실.침대1개.게스트1명
c_c003974,호텔뮤제오,1,1,Y,2022-09-28 00:00:00.000,2022-09-29 00:00:00.000,1,,호텔 뮤제오 청주,충북 청주시 흥덕구 가로수로1164번길 41-20,충북 청주시 흥덕구 강서동 469,4511088,4311311700,2022-09-28 00:00:00.000,1,90115,슈페리어(더블)
c_c008123,넘버25 청주성안길점,2,2,Y,2022-10-29 00:00:00.000,2022-10-30 00:00:00.000,1,,청주 NO.25,충북 청주시 상당구 무심동로336번길 100-17,충북 청주시 상당구 남문로1가 196-4,4508238,4311110500,2022-10-25 09:15:00.000,3,45000,"스탠다드(LOL 1PC, 소독완료)"
c_c001093,파티파티펜션,0,3,Y,2022-08-26 00:00:00.000,2022-08-28 00:00:00.000,2,,,충남 태안군 남면 청포대길 84,충남 태안군 남면 양잠리 1230-28,,,,1,270000,
c_c003053,대천해수욕장,0,3,N,2022-09-26 00:00:00.000,2022-09-26 00:00:00.000,1,,,충남 보령시 머드로 123,충남 보령시 신흑동 2267-3,,,,,0,
c_c000722,비로봉펜션,0,3,Y,2022-08-20 00:00:00.000,2022-08-21 00:00:00.000,4,,,충북 단양군 단양읍 다리안로 628,충북 단양군 단양읍 천동리 380-21,,,,1,130000,
c_c006406,북두칠성캠핑장,0,5,Y,2022-10-22 00:00:00.000,2022-10-23 00:00:00.000,4,,,충북 괴산군 칠성면 칠성로10길 27,충북 괴산군 칠성면 외사리 120,,,,5,50000,
b_b017882,엠에이치호텔 중화산동점,1,1,Y,2022-11-06 00:00:00.000,2022-11-07 00:00:00.000,1,7428600224,(주)위드이노베이션,서울 강남구 봉은사로 479,,3122004,1168010500,2022-11-03 16:58:00.000,1,50000,
