COMPANION_SEQ,TRAVEL_ID,REL_CD,COMPANION_GENDER,COMPANION_AGE_GRP,COMPANION_SITUATION
1,b_b011363,1,2,4,1
4,b_b002258,7,1,4,1
5,b_b010315,7,2,1,1
1,b_b018453,8,2,4,3
1,b_b004949,6,2,5,1
1,b_b000850,1,2,4,1
1,b_b004412,2,2,3,1
1,b_b000237,1,2,5,1
2,b_b002129,2,2,3,1
1,b_b000760,2,2,3,1
1,b_b005750,10,1,8,1
1,b_b000257,1,2,4,1
3,b_b000556,2,1,2,1
3,b_b015513,7,2,3,1
14,b_b006750,7,2,3,1
5,b_b000856,5,1,5,1
4,b_b007407,10,1,5,1
1,b_b004623,7,2,3,1
1,b_b005135,8,1,3,1
4,b_b001713,5,1,3,1
1,b_b007957,8,1,3,1
1,b_b012483,1,2,5,1
1,b_b005244,8,1,3,1
3,b_b002085,5,1,3,1
4,b_b001514,7,1,3,1
1,b_b011588,2,2,4,3
1,b_b000015,7,1,3,1
3,b_b014099,2,1,1,1
5,b_b003013,7,1,3,3
4,b_b004463,7,1,4,3
1,b_b014970,1,2,4,1
1,b_b000482,7,1,3,2
2,b_b002577,2,2,1,1
1,b_b009750,3,1,8,1
1,b_b016463,3,1,6,1
4,b_b001785,7,2,3,1
1,b_b001069,1,1,5,1
1,b_b000029,1,2,6,1
1,b_b006947,1,2,5,1
1,b_b007322,7,2,3,1
2,b_b016586,7,1,4,1
1,b_b007816,7,2,3,1
1,b_b004644,8,2,3,3
1,b_b010124,1,2,4,1
1,b_b000733,8,2,3,1
1,b_b004828,1,2,4,1
3,b_b009500,7,2,4,1
1,b_b007785,1,1,5,1
6,b_b008319,6,2,6,1
6,b_b004069,7,2,7,1
2,b_b002697,2,2,4,1
3,b_b007891,2,2,2,1
1,b_b003792,1,2,4,1
5,b_b001888,11,2,4,1
2,b_b002695,2,2,1,1
1,b_b001946,1,2,5,1
1,b_b004467,1,2,5,1
1,b_b006469,1,2,6,1
1,b_b007022,8,1,6,1
1,b_b006346,1,2,5,1
2,b_b011371,2,1,1,1
3,b_b011587,9,2,3,2
2,b_b007478,2,2,2,1
1,b_b009392,8,2,3,1
3,b_b009944,2,2,2,1
1,b_b001305,1,1,7,1
3,b_b015671,2,2,1,1
3,b_b002493,5,2,4,1
2,b_b004500,2,2,4,1
2,b_b003862,2,1,1,1
2,b_b006619,2,1,1,1
1,b_b002560,5,2,4,1
1,b_b008447,3,2,6,1
1,b_b011339,8,1,4,1
2,b_b001154,2,2,1,1
1,b_b006779,8,1,3,1
1,b_b000226,1,1,5,1
1,b_b008359,1,1,6,1
1,b_b004372,1,2,4,1
1,b_b003023,8,1,4,1
1,b_b018549,1,2,5,1
2,b_b000573,7,2,3,1
1,b_b014509,10,2,7,1
2,b_b008387,7,2,3,1
5,b_b000318,5,2,7,1
1,b_b002430,1,2,4,1
1,b_b013619,7,2,3,1
1,b_b015362,1,1,5,1
1,b_b001362,8,1,4,1
2,b_b007407,10,2,5,1
1,b_b011793,1,1,4,1
1,b_b000202,1,1,5,1
1,c_c002456,5,2,3,3
2,b_b008480,2,2,1,1
2,b_b000921,2,1,2,1
10,b_b000037,10,1,3,1
4,b_b006749,2,1,1,1
1,b_b006383,1,1,4,1
1,b_b003835,7,2,3,1
1,b_b011120,7,2,6,1
1,b_b015784,1,1,6,1
1,b_b007900,1,2,7,1
3,b_b011555,7,2,3,1
5,b_b000850,7,2,5,3
1,b_b001566,8,1,4,1
1,b_b003322,8,1,3,1
1,b_b006563,1,1,5,1
2,b_b000028,5,2,4,1
2,b_b004559,11,1,6,1
2,b_b006928,2,2,2,1
1,b_b000411,8,2,3,1
1,b_b006276,2,2,3,1
5,b_b005747,7,2,3,1
14,b_b004105,10,2,5,1
2,b_b001740,2,2,4,1
1,b_b004987,8,1,4,1
1,b_b009797,1,2,5,1
1,b_b007920,8,2,3,1
2,b_b000744,11,2,3,1
2,b_b004130,2,2,2,1
1,b_b015924,1,2,4,1
2,b_b001205,2,1,2,1
1,b_b015954,2,1,1,1
3,c_c006361,7,2,6,3
1,b_b000500,1,1,6,1
1,b_b001383,1,1,6,3
2,b_b001041,2,1,1,1
2,b_b005750,10,1,8,1
2,b_b002097,7,1,4,3
3,b_b003355,2,1,1,1
1,b_b007473,8,1,3,1
1,b_b001490,1,2,5,1
1,b_b005406,8,1,4,1
3,b_b000775,7,1,5,1
2,b_b014431,2,2,1,1
2,b_b004019,2,2,1,1
1,b_b010762,2,2,3,1
1,b_b009475,7,2,3,3
2,b_b004876,11,1,4,1
1,b_b011315,1,1,6,1
1,b_b014942,8,1,3,1
1,b_b001626,7,1,3,3
2,b_b005403,9,2,3,3
3,b_b001841,7,2,3,1
2,b_b013717,2,1,1,1
4,b_b000391,5,1,3,1
2,b_b018541,3,2,6,1
1,b_b004642,7,2,3,1
1,b_b011301,1,1,5,1
2,b_b007096,11,1,4,1
1,b_b002246,7,2,4,1
2,b_b003962,2,1,1,1
3,b_b004973,11,2,1,1
2,b_b005835,7,1,3,1
11,b_b000536,7,1,4,1
3,b_b004782,7,1,3,3
2,b_b009716,2,2,1,1
2,b_b002806,11,2,4,1
2,b_b004949,6,2,4,1
1,b_b005706,1,1,7,2
7,b_b005039,7,1,3,3
1,b_b001231,6,2,4,1
1,c_c002009,8,2,4,1
2,b_b000797,9,2,4,1
1,b_b008556,1,1,4,1
2,b_b004735,2,2,3,1
3,b_b005217,7,2,4,1
3,b_b005402,5,1,3,1
9,b_b015565,7,1,3,1
1,b_b006075,8,1,3,1
1,b_b011129,7,2,4,1
1,b_b004506,1,1,4,1
3,b_b000237,2,2,2,1
4,b_b005692,2,1,1,1
1,b_b005959,7,2,3,1
1,b_b014336,8,1,4,1
1,b_b011545,1,1,5,1
1,b_b000670,1,1,7,1
1,b_b000628,8,2,4,1
5,b_b004470,3,2,6,1
2,b_b000029,2,1,2,1
2,b_b004783,2,1,1,1
1,b_b000689,8,2,3,1
3,c_c002672,11,2,6,1
7,b_b002258,7,2,4,1
2,b_b001467,2,1,1,1
1,a_a001698,1,1,5,1
1,b_b009525,1,1,4,1
17,b_b006750,7,2,3,1
4,b_b000688,7,1,5,1
1,b_b008230,8,2,3,1
2,b_b001244,7,2,4,1
1,b_b007917,1,2,4,1
2,b_b000083,7,1,3,1
4,b_b004811,2,1,2,1
2,b_b004765,2,1,1,1
1,b_b018597,2,2,3,1
1,b_b000917,7,2,3,1
1,b_b014221,8,2,3,1
1,b_b004325,8,1,4,1
2,b_b007276,2,1,1,1
2,b_b005080,2,1,1,1
4,b_b000536,7,1,4,1
2,b_b005706,2,2,3,1
1,b_b005124,8,1,3,1
10,b_b007682,11,1,2,1
2,b_b005728,7,2,3,1
1,b_b002781,8,1,3,1
1,b_b009991,7,1,4,1
2,b_b006456,10,1,6,1
3,b_b002906,9,2,3,1
1,b_b004017,8,1,3,1
2,b_b001376,2,2,1,1
1,b_b018634,8,1,4,3
2,b_b003748,2,2,3,1
1,b_b010033,3,2,8,1
1,b_b000498,1,2,3,1
1,b_b004512,7,2,4,1
2,b_b000534,2,2,3,1
3,b_b007775,2,2,1,1
6,b_b011527,10,2,2,1
1,b_b001914,8,1,3,1
1,b_b001126,7,2,3,1
7,b_b000319,7,1,4,3
1,c_c004003,8,2,4,1
1,b_b006966,8,2,4,1
1,b_b000039,8,2,3,1
1,b_b006470,1,1,6,1
4,b_b003793,11,2,7,1
1,b_b004754,1,2,6,1
1,b_b003306,8,1,3,1
2,b_b018535,2,1,1,1
3,b_b002601,2,1,1,1
2,b_b010272,2,1,1,1
1,b_b002407,8,2,4,1
3,b_b000399,7,2,3,1
2,b_b004767,2,2,2,1
2,b_b002399,7,1,3,1
1,b_b006606,7,2,5,1
3,b_b001578,2,2,1,1
1,b_b000792,1,2,5,1
2,b_b000319,7,2,4,3
2,b_b001968,2,2,1,1
2,c_c005325,2,1,3,1
3,b_b011793,3,2,7,1
1,b_b004135,1,1,7,1
2,a_a000155,2,1,1,1
8,b_b015565,7,1,3,1
1,b_b014093,5,2,4,1
3,b_b004870,5,2,3,1
1,b_b000655,8,1,3,3
