TRAVEL_ID,TRAVEL_NM,TRAVELER_ID,TRAVEL_PURPOSE,TRAVEL_START_YMD,TRAVEL_END_YMD,MVMN_NM,TRAVEL_PERSONA,TRAVEL_MISSION,TRAVEL_MISSION_CHECK
b_b015715,B04,b015715,22;,2022-10-29,2022-10-30,대중교통 등,,22;,22;4;1
b_b000419,B01,b000419,21;,2022-08-06,2022-08-08,자가용,,2;,21;11;5
b_b013638,B01,b013638,28;,2022-11-05,2022-11-06,,,28;,3;6;21
b_b007836,B02,b007836,13;24;26;3;4;,2022-10-18,2022-10-19,대중교통 등,,13;24;26;3;4;,26;6;3
b_b004718,B04,b004718,1;26;6;9;,2022-10-01,2022-10-03,대중교통 등,경상권에 거주하는 39세 이하 커플,1;26;6;9;,9;6;1
b_b001944,B04,b001944,1;22;23;26;5;,2022-08-21,2022-08-24,대중교통 등,경상권 외에 거주하는 39세 이하 커플,1;22;23;26;5;,5;22;23
b_b010123,B02,b010123,2;12;22;6;1;21;4;,2022-10-29,2022-10-30,자가용,,2;12;22;6;1;21;4;,2;3;12
b_b005554,B01,b005554,21;22;27;,2022-09-30,2022-10-03,대중교통 등,,21;22;27;,21;22;27
b_b008051,B06,b008051,1;4;23;28;5;2;,2022-10-30,2022-10-31,자가용,경상권에 거주하는 39세 이하 커플,1;4;23;28;5;2;,2;12;6
b_b011374,B03,b011374,2;21;24;3;,2022-10-23,2022-10-25,자가용,,2;21;24;3;,21;24;22
b_b004400,B01,b004400,10;2;22;23;26;,2022-10-02,2022-10-04,자가용,,10;2;22;23;26;,22;26;2
b_b000223,B01,b000223,21;22;26;27;,2022-08-06,2022-08-08,자가용,,2;,28;21;6
b_b008207,B04,b008207,22;4;6;1;21;26;24;23;,2022-10-24,2022-10-26,대중교통 등,,22;4;6;1;21;26;24;23;,22;24;3
c_c008092,B05,c008092,1;2;3;4;5;,2022-10-21,2022-10-25,대중교통 등,호남권에 거주하는 39세 이하 커플,1;2;3;4;5;,6;9;28
b_b004822,B04,b004822,24;4;,2022-09-27,2022-09-29,대중교통 등,,24;4;,4;22;23
b_b004164,B04,b004164,10;21;22;24;28;,2022-09-26,2022-09-30,자가용,,10;21;22;24;28;,10;21;23
b_b005865,B01,b005865,1;2;4;5;6;,2022-10-01,2022-10-03,자가용,,1;2;4;5;6;,2;10;22
b_b014942,B06,b014942,21;22;24;26;27;,2022-10-29,2022-10-30,자가용,,21;22;24;26;27;,22;24;21
b_b004144,B02,b004144,1;22;26;4;,2022-09-24,2022-09-25,자가용,,1;22;26;4;,22;5;1
b_b006325,B03,b006325,2;22;3;,2022-10-01,2022-10-02,자가용,,2;22;3;,2;6;9
b_b001393,B01,b001393,21;22;8;9;,2022-08-27,2022-08-29,자가용,,21;22;8;9;,8;21;22
b_b005111,B02,b005111,11;,2022-10-10,2022-10-11,자가용,,11;,11;21;22
b_b004482,B01,b004482,13;3;,2022-09-20,2022-09-21,자가용,,13;3;,3;27;22
b_b006456,B01,b006456,4;6;,2022-10-12,2022-10-13,,수도권/강원에 거주하는 40세 이상 3인 이상 친구,4;6;,1;4;6
b_b007088,B04,b007088,1;5;22;10;27;,2022-10-16,2022-10-17,대중교통 등,,1;5;22;10;27;,10;22;5
b_b000473,B04,b000473,1;10;11;3;6;,2022-08-12,2022-08-15,대중교통 등,,1;,1;10;22
b_b011210,B04,b011210,1;3;4;,2022-11-05,2022-11-06,,,1;3;4;,3;4;1
b_b010032,B02,b010032,13;28;3;,2022-10-26,2022-10-28,자가용,,13;28;3;,13;3;28
b_b007494,B06,b007494,11;,2022-10-15,2022-10-16,,,11;,11;3;6
b_b011608,B01,b011608,22;,2022-10-30,2022-10-31,,,22;,22;28;24
b_b005704,B03,b005704,22;25;,2022-10-15,2022-10-16,자가용,,22;25;,22;11;2
b_b011126,B01,b011126,12;22;26;9;,2022-10-28,2022-10-29,,,12;22;26;9;,22;26;21
b_b007312,B05,b007312,1;2;22;26;4;,2022-10-11,2022-10-12,대중교통 등,,1;2;22;26;4;,9;4;22
b_b005770,B01,b005770,22;24;26;27;8;,2022-10-08,2022-10-10,자가용,,22;24;26;27;8;,8;22;24
b_b013766,B04,b013766,2;,2022-10-30,2022-10-31,,경상권에 거주하는 40세 이상 자녀 동반,2;,5;2;6
b_b006184,B01,b006184,5;,2022-10-08,2022-10-10,자가용,수도권/강원에 거주하는 39세 이하 3인 이상 친구,5;,5;8;22
b_b003647,B02,b003647,1;2;22;23;,2022-08-29,2022-08-31,자가용,,1;2;22;23;,2;23;1
b_b003041,B01,b003041,1;25;4;6;9;,2022-08-27,2022-08-29,자가용,,1;25;4;6;9;,6;21;4
b_b014221,B06,b014221,9;3;22;,2022-10-27,2022-10-29,대중교통 등,,9;3;22;,9;6;3
b_b010850,B06,b010850,3;,2022-10-25,2022-10-27,자가용,,3;,3;22;1
b_b004707,B01,b004707,1;21;23;,2022-09-24,2022-09-26,자가용,,1;21;23;,23;21;10
b_b001095,B06,b001095,2;,2022-08-20,2022-08-22,자가용,경상권에 거주하는 40세 이상 자녀 동반,2;,2;5;24
b_b014853,B03,b014853,6;,2022-10-30,2022-11-01,자가용,,6;,21;6;3
b_b006641,B01,b006641,5;,2022-10-29,2022-10-30,자가용,수도권/강원에 거주하는 40세 이상 3인 이상 친구,5;,2;5;24
b_b001065,B03,b001065,21;22;26;3;6;,2022-09-01,2022-09-03,자가용,,21;22;26;3;6;,3;26;22
b_b011219,B03,b011219,5;,2022-10-30,2022-10-31,,,5;,5;27;6
b_b014369,B03,b014369,2;21;22;26;27;,2022-10-31,2022-11-01,대중교통 등,,2;21;22;26;27;,2;22;3
b_b000199,B01,b000199,1;21;24;27;28;,2022-08-10,2022-08-14,자가용,,1;,21;24;1
b_b009808,B01,b009808,1;22;26;27;4;,2022-10-27,2022-10-29,대중교통 등,,1;22;26;27;4;,21;1;27
b_b007681,B01,b007681,21;22;28;5;,2022-10-16,2022-10-17,,,21;22;28;5;,5;28;21
b_b004000,B03,b004000,1;12;22;26;3;,2022-09-27,2022-09-29,자가용,,1;12;22;26;3;,22;3;1
b_b000119,B01,b000119,1;12;3;7;9;,2022-08-12,2022-08-15,자가용,,1;,1;3;22
b_b003934,B04,b003934,4;7;,2022-09-23,2022-09-25,대중교통 등,,4;7;,4;24;7
b_b004706,B01,b004706,22;25;,2022-10-02,2022-10-04,대중교통 등,,22;25;,22;25;24
b_b000032,B01,b000032,23;26;5;7;9;,2022-08-06,2022-08-09,자가용,수도권/강원에 거주하는 39세 이하 3인 이상 친구,5;,5;7;4
b_b001453,B01,b001453,22;24;4;5;,2022-08-23,2022-08-29,대중교통 등,,22;24;4;5;,21;22;24
b_b006766,B01,b006766,9;28;22;,2022-10-03,2022-10-04,대중교통 등,,9;28;22;,28;22;9
b_b011289,B01,b011289,27;,2022-10-29,2022-10-30,,,27;,28;27;22
b_b014497,B01,b014497,21;22;5;,2022-10-29,2022-10-30,,수도권/강원에 거주하는 39세 이하 커플,21;22;5;,5;21;22
b_b014367,B01,b014367,24;27;6;,2022-10-29,2022-10-30,자가용,,24;27;6;,6;26;11
b_b004590,B01,b004590,2;,2022-09-22,2022-09-23,자가용,수도권/강원에 거주하는 39세 이하 자녀 동반,2;,2;22;26
b_b005782,B01,b005782,1;13;28;,2022-10-29,2022-10-31,자가용,,1;13;28;,13;28;3
b_b005964,B06,b005964,9;,2022-10-01,2022-10-02,자가용,,9;,22;9;24
b_b008194,B02,b008194,1;26;4;6;7;,2022-10-17,2022-10-19,대중교통 등,,1;26;4;6;7;,1;3;26
b_b015930,B01,b015930,1;21;6;,2022-11-05,2022-11-06,,수도권/강원에 거주하는 39세 이하 커플,1;21;6;,22;24;26
b_b012632,B03,b012632,21;22;28;3;9;,2022-10-29,2022-10-30,자가용,,21;22;28;3;9;,21;9;27
b_b009612,B04,b009612,6;9;4;22;,2022-10-30,2022-10-31,대중교통 등,,6;9;4;22;,4;6;22
b_b000671,B04,b000671,22;,2022-08-26,2022-08-29,자가용,,22;,26;22;6
b_b011921,B02,b011921,1;2;21;22;7;,2022-10-29,2022-10-30,자가용,,1;2;21;22;7;,1;2;22
b_b007697,B05,b007697,26;,2022-10-13,2022-10-14,,,26;,26;21;9
b_b011432,B04,b011432,1;24;28;,2022-10-23,2022-10-24,자가용,,1;24;28;,28;24;21
b_b002817,B03,b002817,12;22;26;3;4;,2022-09-03,2022-09-05,자가용,,12;22;26;3;4;,3;22;12
b_b000820,B04,b000820,1;,2022-08-26,2022-08-29,대중교통 등,,1;,23;26;22
b_b011311,B01,b011311,1;10;12;2;21;,2022-11-06,2022-11-07,,,1;10;12;2;21;,1;24;21
b_b018472,B03,b018472,3;6;,2022-11-08,2022-11-09,,,3;6;,3;24;13
c_c000660,B01,c000660,8;,2022-08-20,2022-08-23,자가용,,8;,8;1;6
b_b012195,B04,b012195,1;24;1;22;,2022-10-27,2022-10-28,대중교통 등,,1;24;1;22;,1;22;24
b_b010240,B01,b010240,22;23;,2022-10-22,2022-10-24,자가용,,22;23;,23;22;21
b_b003053,B01,b003053,1;13;21;22;25;,2022-08-28,2022-08-29,자가용,,1;13;21;22;25;,25;21;1
b_b011007,B01,b011007,1;22;24;3;4;,2022-10-26,2022-10-27,,,1;22;24;3;4;,1;22;27
b_b007680,B01,b007680,5;,2022-10-15,2022-10-16,,,5;,5;27;22
b_b001359,B01,b001359,1;21;24;28;8;,2022-08-19,2022-08-22,자가용,,1;21;24;28;8;,21;1;8
b_b000468,B01,b000468,22;26;4;,2022-08-05,2022-08-07,자가용,,4;,3;6;24
b_b004826,B01,b004826,1;22;27;6;,2022-09-24,2022-09-26,대중교통 등,,1;22;27;6;,3;27;1
a_a000423,B03,a000423,1;27;3;5;,2022-08-22,2022-08-26,대중교통 등,수도권 외 거주 39세 이하 커플,1;27;3;5;,27;5;24
b_b003676,B02,b003676,2;22;23;4;7;,2022-08-31,2022-09-02,대중교통 등,,2;22;23;4;7;,1;7;23
b_b006445,B01,b006445,22;26;,2022-10-15,2022-10-16,,,22;26;,28;22;24
b_b004780,B01,b004780,1;22;23;,2022-09-28,2022-09-30,대중교통 등,,1;22;23;,23;22;1
b_b001471,B03,b001471,21;22;23;,2022-08-28,2022-08-31,자가용,,21;22;23;,21;23;22
b_b003919,B01,b003919,1;2;4;5;6;,2022-09-21,2022-09-24,자가용,,1;2;4;5;6;,2;5;3
b_b000617,B06,b000617,24;28;,2022-08-19,2022-08-22,대중교통 등,경상권에 거주하는 39세 이하 커플,2;,3;2;24
b_b011657,B01,b011657,22;26;,2022-10-31,2022-11-01,,,22;26;,22;26;21
b_b011616,B02,b011616,1;4;,2022-11-05,2022-11-06,,,1;4;,21;4;1
b_b000733,B01,b000733,2;,2022-08-18,2022-08-20,자가용,수도권/강원에 거주하는 39세 이하 커플,2;,4;2;5
b_b011136,B06,b011136,2;,2022-10-31,2022-11-01,,경상권에 거주하는 40세 이상 자녀 동반,2;,6;3;11
b_b002297,B01,b002297,21;22;24;5;7;,2022-08-20,2022-08-23,자가용,,21;22;24;5;7;,7;22;24
b_b013777,B01,b013777,21;22;5;6;9;,2022-10-30,2022-10-31,,,21;22;5;6;9;,5;28;12
b_b015789,B05,b015789,1;13;2;4;5;,2022-10-29,2022-10-31,자가용,경상권 외에 거주하는 39세 이하 커플,1;13;2;4;5;,28;4;1
b_b003858,B01,b003858,11;12;26;3;4;,2022-09-24,2022-09-26,자가용,,11;12;26;3;4;,11;3;23
b_b006877,B05,b006877,21;22;25;27;,2022-10-11,2022-10-12,자가용,,21;22;25;27;,25;21;22
b_b000405,B01,b000405,6;,2022-08-21,2022-08-24,대중교통 등,수도권/강원에 거주하는 39세 이하 커플,6;,4;6;1
b_b004708,B04,b004708,21;22;23;24;26;,2022-09-24,2022-09-26,대중교통 등,,21;22;23;24;26;,23;24;22
b_b004823,B05,b004823,1;21;4;5;7;,2022-10-01,2022-10-03,자가용,,1;21;4;5;7;,22;26;6
b_b001742,B06,b001742,13;21;6;8;9;,2022-09-03,2022-09-05,자가용,,13;21;6;8;9;,3;24;21
b_b008367,B02,b008367,2;4;7;,2022-10-22,2022-10-24,대중교통 등,,2;4;7;,7;4;21
b_b009358,B01,b009358,1;21;22;24;26;,2022-10-16,2022-10-17,자가용,,1;21;22;24;26;,1;22;26
b_b004240,B05,b004240,2;3;5;9;,2022-10-01,2022-10-03,자가용,경상권에 거주하는 40세 이상 자녀 동반,2;3;5;9;,3;11;6
b_b004070,B03,b004070,1;2;3;5;6;,2022-09-24,2022-09-26,자가용,,1;2;3;5;6;,26;21;2
b_b014821,B04,b014821,1;21;22;24;6;,2022-11-02,2022-11-03,대중교통 등,,1;21;22;24;6;,24;7;2
b_b005672,B03,b005672,1;12;3;4;6;,2022-10-02,2022-10-04,대중교통 등,,1;12;3;4;6;,3;13;12
b_b005653,B06,b005653,1;12;2;3;9;,2022-10-30,2022-10-31,대중교통 등,경상권에 거주하는 39세 이하 커플,1;12;2;3;9;,3;9;2
b_b004247,B04,b004247,2;4;7;,2022-09-23,2022-09-25,대중교통 등,경상권 외에 거주하는 39세 이하 커플,2;4;7;,2;11;4
b_b006367,B01,b006367,1;22;25;6;,2022-10-16,2022-10-17,자가용,,1;22;25;6;,25;22;1
b_b014289,B06,b014289,22;26;3;6;9;,2022-10-29,2022-10-30,대중교통 등,경상권에 거주하는 39세 이하 커플,22;26;3;6;9;,3;9;6
b_b018591,B06,b018591,28;,2022-11-12,2022-11-13,,,28;,2;8;21
b_b008190,B04,b008190,1;12;4;6;9;,2022-10-22,2022-10-24,대중교통 등,경상권 외에 거주하는 39세 이하 커플,1;12;4;6;9;,10;1;7
b_b018574,B06,b018574,12;22;,2022-11-12,2022-11-13,,,12;22;,22;26;6
b_b008075,B01,b008075,22;23;,2022-10-15,2022-10-16,대중교통 등,,22;23;,4;22;23
b_b004930,B06,b004930,21;27;4;5;8;,2022-09-25,2022-09-27,대중교통 등,경상권에 거주하는 39세 이하 3인 이상 친구,21;27;4;5;8;,6;8;22
b_b015859,B06,b015859,10;12;2;3;,2022-11-05,2022-11-06,,경상권에 거주하는 40세 이상 자녀 동반,10;12;2;3;,3;12;22
b_b000179,B01,b000179,3;4;5;6;9;,2022-08-06,2022-08-09,대중교통 등,,3;,9;3;6
b_b008387,B04,b008387,22;4;5;,2022-10-18,2022-10-20,대중교통 등,경상권 외에 거주하는 39세 이하 3인 이상 친구,22;4;5;,6;1;22
b_b005943,B01,b005943,21;,2022-10-15,2022-10-17,자가용,,21;,21;5;9
b_b007906,B01,b007906,22;4;,2022-10-23,2022-10-24,,,22;4;,2;4;22
b_b004740,B05,b004740,2;4;,2022-09-25,2022-09-26,대중교통 등,경상권에 거주하는 40세 이상 자녀 동반,2;4;,4;2;24
b_b016469,B01,b016469,1;21;22;23;24;,2022-11-05,2022-11-06,,,1;21;22;23;24;,1;3;21
b_b011032,B03,b011032,12;,2022-10-27,2022-10-28,,,12;,12;3;9
b_b007693,B06,b007693,13;2;,2022-10-23,2022-10-24,,,13;2;,2;3;1
b_b006795,B01,b006795,11;,2022-10-06,2022-10-07,자가용,,11;,11;24;22
b_b002187,B01,b002187,13;21;23;3;6;,2022-08-25,2022-08-28,자가용,,13;21;23;3;6;,13;23;21
b_b008369,B03,b008369,2;4;5;7;9;,2022-10-15,2022-10-17,자가용,경상권에 거주하는 39세 이하 커플,2;4;5;7;9;,2;6;9
b_b006808,B06,b006808,21;24;26;,2022-10-07,2022-10-08,,,21;24;26;,21;24;26
b_b007831,B02,b007831,1;22;3;4;,2022-10-15,2022-10-16,자가용,,1;22;3;4;,1;3;11
b_b005452,B03,b005452,1;22;26;3;5;,2022-09-30,2022-10-01,자가용,,1;22;26;3;5;,5;22;26
b_b000981,B01,b000981,28;5;,2022-08-19,2022-08-22,자가용,수도권/강원에 거주하는 39세 이하 3인 이상 친구,28;5;,2;1;22
b_b002123,B04,b002123,23;5;7;9;,2022-08-19,2022-08-22,대중교통 등,,23;5;7;9;,6;5;7
b_b008319,B03,b008319,26;22;3;,2022-10-16,2022-10-17,자가용,,26;22;3;,3;22;26
b_b005313,B01,b005313,23;,2022-10-03,2022-10-05,자가용,,23;,23;1;2
b_b007357,B03,b007357,3;,2022-10-13,2022-10-14,대중교통 등,,3;,3;24;1
b_b005145,B03,b005145,3;4;5;6;7;,2022-10-01,2022-10-03,대중교통 등,,3;4;5;6;7;,3;6;24
b_b007941,B01,b007941,22;24;4;6;,2022-10-15,2022-10-16,자가용,,22;24;4;6;,24;4;22
b_b007084,B04,b007084,21;22;26;6;,2022-10-14,2022-10-15,대중교통 등,,21;22;26;6;,22;21;26
b_b002044,B03,b002044,5;7;,2022-09-03,2022-09-05,자가용,,5;7;,5;7;1
b_b003938,B04,b003938,22;23;4;9;,2022-10-01,2022-10-04,자가용,,22;23;4;9;,22;4;23
b_b014408,B04,b014408,1;12;22;3;4;,2022-10-30,2022-10-31,대중교통 등,경상권에 거주하는 39세 이하 커플,1;12;22;3;4;,3;4;12
b_b006600,B06,b006600,22;26;9;,2022-10-03,2022-10-04,,,22;26;9;,6;22;26
b_b004694,B06,b004694,8;,2022-09-23,2022-09-25,자가용,경상권 외에 거주하는 39세 이하 3인 이상 친구,8;,2;3;8
b_b015747,B03,b015747,1;10;2;21;22;,2022-10-31,2022-11-01,대중교통 등,,1;10;2;21;22;,2;21;22
b_b006887,B01,b006887,1;12;22;26;4;,2022-10-10,2022-10-11,대중교통 등,,1;12;22;26;4;,1;4;22
b_b003821,B02,b003821,21;22;3;4;6;,2022-09-24,2022-09-26,대중교통 등,,21;22;3;4;6;,12;4;22
b_b002682,B04,b002682,1;11;2;22;4;,2022-09-07,2022-09-09,대중교통 등,,1;11;2;22;4;,22;4;2
c_c000794,B01,c000794,1;13;22;,2022-09-26,2022-09-29,자가용,,1;13;22;,3;10;22
b_b012526,B06,b012526,26;9;22;4;1;,2022-10-27,2022-10-28,자가용,,26;9;22;4;1;,9;1;22
b_b006922,B06,b006922,22;21;,2022-10-15,2022-10-16,자가용,,22;21;,21;22;26
b_b015837,B01,b015837,3;4;5;6;9;,2022-11-05,2022-11-06,,,3;4;5;6;9;,11;3;9
b_b001084,B01,b001084,22;23;,2022-08-16,2022-08-19,자가용,,22;23;,23;22;24
b_b005433,B04,b005433,1;4;5;6;9;,2022-10-02,2022-10-04,대중교통 등,,1;4;5;6;9;,1;4;6
b_b011646,B05,b011646,4;,2022-10-25,2022-10-26,,경상권 외에 거주하는 39세 이하 커플,4;,7;4;24
b_b014078,B01,b014078,1;22;27;28;,2022-10-29,2022-10-30,자가용,,1;22;27;28;,28;22;1
b_b004928,B03,b004928,21;,2022-10-22,2022-10-24,자가용,,21;,21;1;4
b_b003778,B04,b003778,1;22;3;4;6;,2022-09-29,2022-10-02,대중교통 등,경상권 외에 거주하는 39세 이하 커플,1;22;3;4;6;,1;4;2
b_b000406,B01,b000406,25;27;4;,2022-08-19,2022-08-22,자가용,,2;,25;3;22
a_a011388,B02,a011388,9;22;,2022-11-05,2022-11-06,자가용,,9;22;,22;24;4
b_b011061,B02,b011061,1;,2022-10-25,2022-10-26,,,1;,22;23;24
b_b004008,B03,b004008,10;3;4;5;9;,2022-09-16,2022-09-19,자가용,,10;3;4;5;9;,24;10;27
b_b018447,B06,b018447,22;6;,2022-11-10,2022-11-11,,,22;6;,6;22;9
b_b000439,B01,b000439,1;2;24;3;,2022-08-17,2022-08-19,자가용,,1;,1;6;23
b_b000926,B02,b000926,1;13;28;4;6;,2022-09-02,2022-09-04,대중교통 등,,1;13;28;4;6;,3;6;1
b_b000263,B03,b000263,2;3;,2022-08-14,2022-08-15,자가용,,2;,2;3;5
b_b006966,B05,b006966,6;,2022-10-09,2022-10-10,,경상권에 거주하는 39세 이하 커플,6;,6;22;24
b_b004498,B04,b004498,21;22;4;6;9;,2022-10-01,2022-10-03,대중교통 등,,21;22;4;6;9;,6;4;21
b_b005469,B03,b005469,22;28;3;4;,2022-10-02,2022-10-04,자가용,,22;28;3;4;,24;3;2
b_b009425,B01,b009425,2;22;9;,2022-10-22,2022-10-24,자가용,수도권/강원에 거주하는 39세 이하 자녀 동반,2;22;9;,5;9;2
b_b001428,B03,b001428,22;23;3;5;,2022-08-22,2022-08-25,대중교통 등,,22;23;3;5;,3;23;22
b_b011132,B01,b011132,11;22;5;6;,2022-10-30,2022-10-31,,수도권/강원에 거주하는 39세 이하 3인 이상 친구,11;22;5;6;,5;6;22
b_b006190,B01,b006190,2;26;28;6;,2022-10-29,2022-10-31,자가용,수도권/강원에 거주하는 39세 이하 커플,2;26;28;6;,2;26;27
b_b015480,B01,b015480,22;23;4;,2022-10-29,2022-11-01,자가용,,22;23;4;,22;1;4
b_b003727,B01,b003727,1;21;3;5;,2022-09-03,2022-09-05,자가용,수도권/강원에 거주하는 40세 이상 3인 이상 친구,1;21;3;5;,5;3;21
b_b011214,B03,b011214,22;,2022-10-29,2022-10-30,,,22;,22;3;24
b_b007443,B05,b007443,1;2;22;28;3;,2022-11-06,2022-11-07,자가용,,1;2;22;28;3;,24;5;22
b_b002135,B01,b002135,2;21;22;23;24;,2022-08-20,2022-08-23,자가용,,2;21;22;23;24;,2;23;11
b_b001145,B04,b001145,23;24;26;27;28;,2022-08-31,2022-09-03,자가용,,23;24;26;27;28;,23;26;24
b_b010102,B03,b010102,26;,2022-10-20,2022-10-21,자가용,,26;,1;4;26
b_b009752,B03,b009752,1;10;3;4;6;,2022-10-22,2022-10-24,대중교통 등,,1;10;3;4;6;,3;6;10
b_b004020,B01,b004020,27;28;4;8;,2022-09-17,2022-09-20,자가용,,27;28;4;8;,8;21;28
b_b005491,B01,b005491,2;3;5;8;,2022-10-08,2022-10-10,자가용,,2;3;5;8;,8;3;2
b_b001203,B01,b001203,2;22;24;,2022-08-20,2022-08-22,자가용,수도권/강원에 거주하는 39세 이하 3인 이상 친구,2;22;24;,2;22;23
b_b005775,B03,b005775,1;2;3;5;6;,2022-10-13,2022-10-15,대중교통 등,,1;2;3;5;6;,22;2;1
b_b001864,B03,b001864,1;13;24;3;6;,2022-08-26,2022-08-29,대중교통 등,,1;13;24;3;6;,3;6;13
b_b009849,B04,b009849,1;22;11;21;23;,2022-10-28,2022-10-30,대중교통 등,,1;22;11;21;23;,21;4;23
b_b005801,B01,b005801,1;12;21;22;3;,2022-09-28,2022-09-30,대중교통 등,,1;12;21;22;3;,21;22;3
b_b004900,B03,b004900,11;2;22;3;,2022-10-29,2022-10-31,자가용,,11;2;22;3;,2;11;3
b_b018519,B03,b018519,12;,2022-11-12,2022-11-13,,경상권에 거주하는 39세 이하 커플,12;,12;22;24
b_b011685,B03,b011685,5;,2022-10-29,2022-10-30,,,5;,5;24;22
b_b015254,B02,b015254,1;23;6;,2022-11-05,2022-11-07,대중교통 등,,1;23;6;,1;4;22
b_b000333,B01,b000333,21;22;26;5;9;,2022-08-18,2022-08-21,자가용,,9;,6;9;3
b_b001935,B04,b001935,23;3;5;,2022-08-19,2022-08-23,자가용,,23;3;5;,5;3;23
b_b003311,B01,b003311,1;3;6;,2022-08-24,2022-08-26,대중교통 등,,1;3;6;,6;3;23
b_b014908,B03,b014908,11;21;22;24;27;,2022-10-29,2022-10-31,대중교통 등,,11;21;22;24;27;,24;28;21
b_b004989,B05,b004989,1;2;23;24;4;,2022-10-08,2022-10-09,자가용,,1;2;23;24;4;,2;9;24
b_b004417,B01,b004417,1;3;4;5;7;,2022-10-15,2022-10-17,자가용,,1;3;4;5;7;,25;21;22
b_b003186,B01,b003186,1;13;21;4;9;,2022-08-27,2022-08-28,자가용,수도권/강원에 거주하는 40세 이상 3인 이상 친구,1;13;21;4;9;,13;21;1
b_b015115,B03,b015115,22;3;6;,2022-11-04,2022-11-05,대중교통 등,,22;3;6;,3;13;22
b_b002906,B01,b002906,22;26;27;5;7;,2022-08-19,2022-08-21,자가용,수도권/강원에 거주하는 39세 이하 3인 이상 친구,22;26;27;5;7;,5;7;22
b_b015943,B01,b015943,1;12;21;22;24;,2022-11-05,2022-11-06,,수도권/강원에 거주하는 39세 이하 커플,1;12;21;22;24;,21;26;22
b_b000593,B01,b000593,1;12;2;23;9;,2022-08-10,2022-08-13,대중교통 등,,1;,2;12;22
b_b007978,B01,b007978,22;5;6;8;,2022-10-20,2022-10-21,자가용,수도권/강원에 거주하는 39세 이하 커플,22;5;6;8;,5;8;22
b_b001566,B03,b001566,24;4;6;7;,2022-08-27,2022-08-30,자가용,경상권에 거주하는 39세 이하 커플,24;4;6;7;,24;23;7
b_b006799,B06,b006799,3;5;6;9;,2022-10-08,2022-10-09,,,3;5;6;9;,5;6;3
b_b013701,B01,b013701,4;24;3;,2022-11-06,2022-11-07,,수도권/강원에 거주하는 39세 이하 커플,4;24;3;,3;22;24
b_b004524,B03,b004524,13;21;22;24;3;,2022-10-10,2022-10-11,자가용,,13;21;22;24;3;,13;3;6
b_b008538,B06,b008538,9;2;25;4;6;,2022-10-15,2022-10-16,자가용,,9;2;25;4;6;,9;25;2
b_b006047,B01,b006047,2;23;,2022-10-02,2022-10-04,자가용,,2;23;,5;2;23
b_b006888,B01,b006888,1;12;24;4;,2022-10-31,2022-11-02,자가용,,1;12;24;4;,3;24;22
b_b009230,B04,b009230,2;,2022-10-17,2022-10-18,,경상권에 거주하는 39세 이하 커플,2;,2;22;1
b_b011638,B01,b011638,2;,2022-11-05,2022-11-06,,,2;,2;22;11
b_b001967,B01,b001967,2;22;,2022-08-21,2022-08-25,자가용,,2;22;,2;6;22
b_b014431,B03,b014431,3;,2022-10-29,2022-10-30,자가용,,3;,11;9;2
b_b006389,B01,b006389,1;21;24;27;6;,2022-10-01,2022-10-02,대중교통 등,,1;21;24;27;6;,21;27;6
b_b009256,B06,b009256,13;21;22;23;6;,2022-10-22,2022-10-24,대중교통 등,경상권 외에 거주하는 39세 이하 3인 이상 친구,13;21;22;23;6;,13;21;3
b_b008570,B03,b008570,12;,2022-10-29,2022-10-31,대중교통 등,,12;,3;6;12
b_b000158,B01,b000158,21;23;27;4;,2022-08-22,2022-08-24,자가용,수도권/강원에 거주하는 39세 이하 커플,2;,1;3;21
b_b007022,B03,b007022,22;3;9;,2022-10-15,2022-10-16,자가용,,22;3;9;,1;9;22
b_b004717,B06,b004717,1;2;6;,2022-09-30,2022-10-03,자가용,경상권 외에 거주하는 39세 이하 커플,1;2;6;,1;3;2
b_b004584,B03,b004584,1;2;3;4;9;,2022-10-01,2022-10-03,자가용,경상권에 거주하는 39세 이하 커플,1;2;3;4;9;,2;6;22
b_b009461,B04,b009461,1;12;26;27;,2022-10-21,2022-10-23,대중교통 등,경상권에 거주하는 39세 이하 커플,1;12;26;27;,21;12;22
b_b002621,B04,b002621,1;21;22;23;,2022-09-02,2022-09-04,대중교통 등,,1;21;22;23;,4;22;26
b_b000889,B01,b000889,1;12;23;24;4;,2022-08-19,2022-08-22,자가용,수도권/강원에 거주하는 40세 이상 3인 이상 친구,1;12;23;24;4;,6;3;21
b_b011674,B01,b011674,12;2;22;,2022-10-28,2022-10-29,,수도권/강원에 거주하는 39세 이하 커플,12;2;22;,2;12;22
b_b000407,B03,b000407,1;12;2;3;4;,2022-08-16,2022-08-19,대중교통 등,,1;,27;4;21
b_b011418,B05,b011418,1;2;6;,2022-10-27,2022-10-28,자가용,,1;2;6;,6;21;1
b_b004542,B03,b004542,2;26;3;6;,2022-09-30,2022-10-02,자가용,,2;26;3;6;,3;11;6
b_b008199,B01,b008199,2;22;5;6;9;,2022-10-17,2022-10-19,자가용,,2;22;5;6;9;,22;23;4
b_b018733,B04,b018733,1;12;22;4;7;,2022-11-09,2022-11-10,,,1;12;22;4;7;,1;4;7
b_b001484,B01,b001484,21;22;23;24;27;,2022-09-01,2022-09-03,대중교통 등,,21;22;23;24;27;,24;27;22
