TRAVEL_ID,TRAVEL_NM,TRAVELER_ID,TRAVEL_PURPOSE,TRAVEL_START_YMD,TRAVEL_END_YMD,MVMN_NM,TRAVEL_PERSONA,TRAVEL_MISSION,TRAVEL_MISSION_CHECK
a_a017512,A03,a017512,4;23;26;,2022-11-12,2022-11-13,,,4;23;26;,3;24;22
a_a000011,A03,a000011,22;24;26;27;7;,2022-08-06,2022-08-08,자가용,,2;,25;24;22
a_a010155,A02,a010155,8;2;22;,2022-10-20,2022-10-22,자가용,,8;2;22;,8;22;2
a_a005368,A03,a005368,21;3;6;,2022-10-02,2022-10-03,자가용,수도권 거주 40세 이상 3인 이상 친구,21;3;6;,24;21;1
a_a006540,A01,a006540,21;27;3;,2022-10-15,2022-10-16,,,21;27;3;,3;6;27
a_a004098,A03,a004098,1;22;23;24;8;,2022-10-15,2022-10-17,자가용,수도권 거주 39세 이하 3인 이상 친구,1;22;23;24;8;,23;9;6
a_a001206,A03,a001206,6;8;9;,2022-08-27,2022-08-29,대중교통 등,,6;8;9;,6;22;9
a_a009716,A01,a009716,22;9;,2022-10-20,2022-10-21,대중교통 등,,22;9;,9;22;6
a_a008638,A03,a008638,1;21;,2022-10-23,2022-10-25,자가용,수도권 거주 40세 이상 자녀 동반,1;21;,2;10;21
a_a006178,A03,a006178,2;22;26;7;,2022-10-09,2022-10-10,자가용,,2;22;26;7;,2;22;26
a_a012117,A03,a012117,1;22;28;5;,2022-10-30,2022-10-31,자가용,수도권 거주 40세 이상 부부,1;22;28;5;,3;21;27
a_a006549,A03,a006549,21;22;24;6;,2022-10-08,2022-10-09,,,21;22;24;6;,6;21;22
a_a000149,A03,a000149,26;,2022-08-04,2022-08-06,자가용,수도권 거주 39세 이하 부부,2;,26;2;1
a_a003713,A03,a003713,22;24;25;27;28;,2022-09-27,2022-09-28,자가용,,22;24;25;27;28;,25;22;27
a_a005594,A03,a005594,21;22;23;24;26;,2022-10-08,2022-10-09,자가용,,21;22;23;24;26;,11;6;2
a_a010563,A02,a010563,1;2;3;6;9;,2022-10-29,2022-10-30,자가용,수도권 외 거주 39세 이하 3인 이상 친구,1;2;3;6;9;,2;1;9
a_a015206,A03,a015206,2;,2022-10-30,2022-10-31,자가용,,2;,22;5;24
a_a017928,A01,a017928,3;4;,2022-11-11,2022-11-12,,,3;4;,4;3;1
a_a002043,A03,a002043,2;24;25;5;6;,2022-09-09,2022-09-11,자가용,,2;24;25;5;6;,25;2;24
a_a006510,A03,a006510,2;22;25;27;5;,2022-10-08,2022-10-09,자가용,,2;22;25;27;5;,2;25;9
a_a006342,A03,a006342,10;11;2;6;9;,2022-10-08,2022-10-09,자가용,,10;11;2;6;9;,9;12;22
a_a000424,A03,a000424,1;4;5;,2022-08-21,2022-08-22,자가용,,1;4;5;,5;6;4
a_a003089,A01,a003089,21;22;24;4;6;,2022-09-27,2022-09-28,대중교통 등,수도권 거주 39세 이하 커플,21;22;24;4;6;,4;21;22
a_a002886,A01,a002886,1;2;3;4;5;,2022-10-02,2022-10-04,대중교통 등,수도권 거주 40세 이상 3인 이상 친구,1;2;3;4;5;,23;21;24
a_a002817,A03,a002817,10;2;22;27;,2022-09-28,2022-09-29,자가용,,10;2;22;27;,2;10;21
a_a010430,A01,a010430,1;23;3;4;9;,2022-10-29,2022-10-31,대중교통 등,,1;23;3;4;9;,4;1;9
a_a010132,A01,a010132,22;,2022-10-22,2022-10-24,대중교통 등,,22;,7;22;1
a_a000984,A01,a000984,11;22;4;6;9;,2022-08-25,2022-08-30,대중교통 등,,11;22;4;6;9;,6;22;13
a_a009626,A03,a009626,1;11;22;6;,2022-10-26,2022-10-27,대중교통 등,,1;11;22;6;,22;6;1
a_a002613,A01,a002613,22;23;26;6;7;,2022-10-01,2022-10-03,대중교통 등,수도권 거주 39세 이하 커플,22;23;26;6;7;,22;1;6
a_a002940,A03,a002940,1;11;3;6;9;,2022-09-28,2022-10-01,자가용,,1;11;3;6;9;,2;6;22
a_a001377,A03,a001377,11;4;6;8;,2022-08-27,2022-08-29,자가용,,11;4;6;8;,8;6;9
a_a007600,A03,a007600,26;,2022-10-13,2022-10-14,,,26;,23;26;1
a_a000667,A03,a000667,21;24;26;,2022-08-23,2022-08-24,자가용,,21;24;26;,21;24;22
a_a003586,A03,a003586,8;,2022-10-29,2022-10-31,자가용,,8;,8;22;27
a_a004819,A03,a004819,3;6;,2022-10-09,2022-10-10,자가용,,3;6;,1;3;2
a_a012356,A01,a012356,1;26;22;,2022-10-30,2022-11-01,대중교통 등,,1;26;22;,6;22;23
a_a006030,A03,a006030,1;2;22;,2022-10-13,2022-10-14,,수도권 거주 40세 이상 부부,1;2;22;,21;2;11
a_a000272,A01,a000272,1;22;23;,2022-08-16,2022-08-19,자가용,,1;22;23;,1;22;23
a_a004173,A01,a004173,1;23;26;3;4;,2022-10-21,2022-10-23,대중교통 등,수도권 외 거주 39세 이하 커플,1;23;26;3;4;,6;1;3
a_a017723,A01,a017723,1;4;21;22;26;,2022-11-13,2022-11-14,,,1;4;21;22;26;,4;22;26
a_a007249,A03,a007249,4;,2022-10-29,2022-10-30,,수도권 거주 40세 이상 3인 이상 친구,4;,4;22;1
a_a003810,A01,a003810,22;27;4;9;,2022-10-07,2022-10-10,자가용,,22;27;4;9;,9;6;22
a_a001406,A01,a001406,1;13;23;3;4;,2022-09-03,2022-09-05,자가용,,1;13;23;3;4;,23;13;4
a_a002061,A01,a002061,1;22;26;4;6;,2022-09-30,2022-10-01,자가용,수도권 거주 39세 이하 커플,1;22;26;4;6;,1;11;22
a_a005118,A01,a005118,1;22;3;,2022-10-01,2022-10-02,대중교통 등,,1;22;3;,1;3;22
a_a002408,A03,a002408,1;2;24;26;27;,2022-09-24,2022-09-25,자가용,,1;2;24;26;27;,1;11;26
a_a001548,A01,a001548,1;,2022-08-26,2022-08-29,자가용,,1;,3;1;4
a_a000412,A03,a000412,1;22;24;27;28;,2022-08-20,2022-08-22,자가용,,1;22;24;27;28;,22;23;1
a_a013660,A01,a013660,1;3;2;22;,2022-10-29,2022-10-31,대중교통 등,,1;3;2;22;,3;6;22
a_a006015,A01,a006015,21;22;4;6;9;,2022-10-08,2022-10-09,,,21;22;4;6;9;,1;6;22
a_a003048,A03,a003048,1;2;9;,2022-10-01,2022-10-02,대중교통 등,,1;2;9;,9;6;1
a_a017885,A03,a017885,1;10;21;,2022-11-11,2022-11-12,,,1;10;21;,10;21;22
a_a008247,A01,a008247,1;12;23;26;27;,2022-10-14,2022-10-17,대중교통 등,,1;12;23;26;27;,23;27;26
a_a017754,A01,a017754,1;2;24;4;7;,2022-11-11,2022-11-12,,,1;2;24;4;7;,24;26;1
a_a000213,A03,a000213,5;,2022-08-20,2022-08-22,자가용,수도권 거주 39세 이하 3인 이상 친구,5;,5;21;26
a_a007787,A03,a007787,22;1;,2022-10-15,2022-10-16,자가용,,22;1;,22;1;26
a_a012171,A03,a012171,1;11;2;22;,2022-10-29,2022-10-30,대중교통 등,수도권 거주 39세 이하 커플,1;11;2;22;,2;22;24
a_a017743,A03,a017743,22;24;26;4;5;,2022-11-12,2022-11-13,,,22;24;26;4;5;,6;1;4
a_a000021,A01,a000021,22;23;26;27;28;,2022-09-03,2022-09-05,대중교통 등,수도권 외 거주 39세 이하 커플,2;,2;1;4
a_a007007,A03,a007007,2;22;5;9;,2022-10-30,2022-10-31,자가용,수도권 거주 39세 이하 커플,2;22;5;9;,2;22;5
a_a008413,A03,a008413,21;24;5;,2022-11-06,2022-11-07,자가용,,21;24;5;,21;5;4
a_a007385,A01,a007385,1;4;22;,2022-10-15,2022-10-16,,수도권 거주 39세 이하 커플,1;4;22;,4;6;22
a_a006046,A03,a006046,2;,2022-10-08,2022-10-09,,,2;,9;2;24
a_a000231,A03,a000231,26;,2022-09-09,2022-09-11,자가용,,26;,26;23;21
a_a000715,A02,a000715,2;22;26;4;7;,2022-08-23,2022-08-25,대중교통 등,수도권 거주 39세 이하 커플,2;22;26;4;7;,24;3;4
a_a006987,A01,a006987,3;2;,2022-10-19,2022-10-20,대중교통 등,,3;2;,3;2;4
a_a009425,A03,a009425,3;13;27;,2022-10-18,2022-10-19,자가용,수도권 거주 40세 이상 부부,3;13;27;,3;13;27
a_a004811,A03,a004811,4;6;7;,2022-10-29,2022-10-30,자가용,,4;6;7;,7;6;4
a_a017688,A01,a017688,1;3;4;,2022-11-12,2022-11-13,,수도권 거주 39세 이하 커플,1;3;4;,4;22;1
a_a002258,A01,a002258,1;21;22;3;6;,2022-09-24,2022-09-26,대중교통 등,,1;21;22;3;6;,22;6;21
a_a003074,A03,a003074,22;24;4;,2022-09-24,2022-09-25,자가용,,22;24;4;,24;22;4
a_a001839,A03,a001839,6;8;9;,2022-09-17,2022-09-19,자가용,수도권 거주 39세 이하 3인 이상 친구,6;8;9;,6;9;8
a_a017952,A01,a017952,2;4;,2022-11-13,2022-11-14,,,2;4;,3;12;9
a_a005766,A03,a005766,2;21;22;26;,2022-10-20,2022-10-21,자가용,,2;21;22;26;,2;21;22
a_a006316,A03,a006316,3;6;26;27;22;,2022-10-11,2022-10-12,대중교통 등,,3;6;26;27;22;,3;6;22
a_a010254,A03,a010254,22;26;,2022-10-30,2022-10-31,자가용,,22;26;,22;26;2
a_a003134,A03,a003134,1;2;6;,2022-09-26,2022-09-27,자가용,,1;2;6;,1;2;7
a_a017820,A01,a017820,1;22;,2022-11-11,2022-11-12,,,1;22;,1;4;22
a_a007940,A01,a007940,21;22;3;,2022-10-22,2022-10-23,,,21;22;3;,3;24;21
a_a008227,A03,a008227,25;,2022-10-23,2022-10-25,자가용,,25;,25;8;7
a_a018146,A03,a018146,1;13;2;22;5;,2022-11-13,2022-11-14,,수도권 거주 39세 이하 부부,1;13;2;22;5;,22;4;24
a_a004528,A02,a004528,23;,2022-10-07,2022-10-09,자가용,,23;,4;26;23
a_a002714,A03,a002714,1;4;6;,2022-10-01,2022-10-02,대중교통 등,,1;4;6;,4;1;22
a_a001054,A03,a001054,1;12;3;4;7;,2022-08-28,2022-08-29,자가용,,1;12;3;4;7;,3;4;6
a_a018078,A03,a018078,2;28;,2022-11-12,2022-11-13,,,2;28;,28;2;6
a_a004168,A01,a004168,24;3;4;6;,2022-10-08,2022-10-11,대중교통 등,,24;3;4;6;,3;4;6
a_a002273,A03,a002273,21;22;26;27;9;,2022-09-24,2022-09-26,자가용,수도권 거주 39세 이하 3인 이상 친구,21;22;26;27;9;,6;26;23
a_a009658,A03,a009658,13;21;22;,2022-10-22,2022-10-24,자가용,,13;21;22;,10;13;6
a_a005651,A03,a005651,22;,2022-10-06,2022-10-07,,,22;,22;24;2
a_a018051,A01,a018051,1;21;22;4;,2022-11-12,2022-11-13,,,1;21;22;4;,21;22;24
a_a005390,A03,a005390,8;9;,2022-10-02,2022-10-03,자가용,,8;9;,2;6;9
a_a007218,A03,a007218,1;,2022-10-13,2022-10-14,,,1;,1;2;4
a_a004570,A03,a004570,1;11;2;22;26;,2022-10-29,2022-10-30,자가용,,1;11;2;22;26;,6;11;12
a_a006662,A03,a006662,2;27;,2022-10-22,2022-10-23,자가용,,2;27;,2;22;1
a_a005803,A01,a005803,4;1;22;,2022-10-02,2022-10-03,자가용,,4;1;22;,1;4;22
a_a005375,A03,a005375,13;23;26;3;4;,2022-10-21,2022-10-23,대중교통 등,,13;23;26;3;4;,3;9;26
a_a005714,A03,a005714,10;2;23;3;,2022-11-06,2022-11-07,자가용,수도권 거주 39세 이하 커플,10;2;23;3;,26;24;12
a_a005322,A01,a005322,22;3;,2022-10-22,2022-10-23,대중교통 등,,22;3;,3;22;7
a_a000661,A01,a000661,21;23;3;,2022-08-27,2022-08-29,대중교통 등,,21;23;3;,3;23;27
a_a010519,A01,a010519,22;1;6;,2022-10-29,2022-10-31,대중교통 등,,22;1;6;,6;22;1
a_a015356,A03,a015356,22;6;9;,2022-10-29,2022-10-30,대중교통 등,수도권 거주 40세 이상 자녀 동반,22;6;9;,6;9;11
a_a001448,A01,a001448,1;12;3;5;7;,2022-08-26,2022-08-29,대중교통 등,수도권 외 거주 39세 이하 커플,1;12;3;5;7;,23;6;1
a_a017910,A03,a017910,25;,2022-11-12,2022-11-13,,,25;,25;22;7
a_a018093,A01,a018093,6;,2022-11-11,2022-11-12,,수도권 거주 39세 이하 커플,6;,6;1;26
a_a001418,A03,a001418,23;,2022-09-04,2022-09-06,대중교통 등,,23;,13;23;27
a_a008460,A01,a008460,22;6;,2022-10-30,2022-10-31,대중교통 등,,22;6;,6;2;4
a_a001896,A01,a001896,12;22;4;7;,2022-09-17,2022-09-19,대중교통 등,수도권 외 거주 39세 이하 커플,12;22;4;7;,26;3;7
a_a010966,A01,a010966,21;26;6;,2022-10-29,2022-10-31,자가용,,21;26;6;,6;21;22
a_a007694,A03,a007694,6;,2022-10-13,2022-10-14,대중교통 등,,6;,1;3;13
a_a001856,A03,a001856,11;22;24;26;5;,2022-09-11,2022-09-13,자가용,수도권 거주 39세 이하 부부,11;22;24;26;5;,21;22;26
a_a007757,A03,a007757,1;22;4;3;22;,2022-10-22,2022-10-23,대중교통 등,,1;22;4;3;22;,3;4;22
a_a004974,A03,a004974,2;22;24;26;6;,2022-10-07,2022-10-09,자가용,,2;22;24;26;6;,2;26;6
a_a008059,A03,a008059,1;,2022-11-02,2022-11-03,자가용,,1;,28;6;2
a_a005354,A01,a005354,1;3;,2022-10-08,2022-10-09,대중교통 등,,1;3;,3;6;21
a_a008083,A03,a008083,1;25;22;,2022-10-22,2022-10-24,자가용,,1;25;22;,25;22;1
a_a007338,A03,a007338,2;22;24;26;,2022-10-09,2022-10-10,,수도권 거주 39세 이하 커플,2;22;24;26;,2;22;26
a_a015091,A03,a015091,1;12;2;22;5;,2022-10-30,2022-10-31,자가용,수도권 외 거주 39세 이하 커플,1;12;2;22;5;,2;12;22
a_a010948,A03,a010948,1;22;3;6;9;,2022-10-21,2022-10-22,자가용,,1;22;3;6;9;,1;3;9
a_a001280,A03,a001280,22;25;27;8;,2022-09-03,2022-09-05,자가용,,22;25;27;8;,2;8;22
a_a010241,A01,a010241,1;4;24;9;,2022-10-22,2022-10-23,자가용,,1;4;24;9;,1;4;24
a_a002942,A01,a002942,23;5;,2022-09-27,2022-09-29,자가용,,23;5;,5;23;24
a_a003189,A03,a003189,1;10;24;4;6;,2022-10-22,2022-10-23,자가용,수도권 거주 40세 이상 부부,1;10;24;4;6;,2;10;24
a_a000357,A01,a000357,2;22;23;3;4;,2022-08-26,2022-08-29,자가용,,2;22;23;3;4;,2;3;6
a_a018083,A03,a018083,1;6;22;,2022-11-12,2022-11-13,,,1;6;22;,6;22;1
a_a010559,A01,a010559,27;6;,2022-10-23,2022-10-24,자가용,,27;6;,6;9;27
a_a005442,A03,a005442,1;,2022-10-02,2022-10-04,대중교통 등,수도권 거주 39세 이하 커플,1;,1;23;22
a_a002753,A01,a002753,12;26;3;4;,2022-09-29,2022-09-30,대중교통 등,,12;26;3;4;,12;26;3
a_a005611,A01,a005611,1;3;4;7;,2022-10-08,2022-10-09,,수도권 거주 39세 이하 커플,1;3;4;7;,1;3;26
a_a011495,A01,a011495,22;7;,2022-10-29,2022-10-30,대중교통 등,,22;7;,22;26;7
a_a017792,A03,a017792,1;,2022-11-11,2022-11-12,,,1;,1;4;21
d_d009226,A03,d009226,2;,2022-11-05,2022-11-06,대중교통 등,,2;,2;11;4
a_a005100,A03,a005100,2;3;6;9;,2022-10-02,2022-10-03,대중교통 등,,2;3;6;9;,9;6;2
a_a009608,A03,a009608,1;2;4;6;21;22;23;27;26;24;,2022-10-29,2022-10-30,자가용,수도권 거주 39세 이하 커플,1;2;4;6;21;22;23;27;26;24;,26;4;24
a_a014706,A03,a014706,1;2;22;26;,2022-10-30,2022-10-31,자가용,,1;2;22;26;,1;4;21
a_a014133,A03,a014133,2;6;,2022-10-30,2022-10-31,자가용,,2;6;,2;22;26
a_a010435,A03,a010435,26;27;3;5;6;,2022-10-30,2022-10-31,자가용,수도권 거주 40세 이상 부모 동반,26;27;3;5;6;,27;26;1
a_a006264,A03,a006264,1;2;22;,2022-10-15,2022-10-16,자가용,수도권 거주 40세 이상 자녀 동반,1;2;22;,9;22;1
a_a005676,A03,a005676,1;5;25;,2022-10-09,2022-10-10,,,1;5;25;,7;25;1
a_a010052,A03,a010052,1;24;25;6;,2022-10-23,2022-10-24,자가용,,1;24;25;6;,3;24;1
a_a005537,A03,a005537,1;11;2;4;5;,2022-10-23,2022-10-24,자가용,수도권 거주 39세 이하 자녀 동반,1;11;2;4;5;,1;11;6
a_a018127,A01,a018127,22;,2022-11-12,2022-11-13,,,22;,22;1;2
a_a004680,A01,a004680,6;,2022-10-03,2022-10-04,,,6;,2;21;22
a_a002831,A01,a002831,1;22;4;9;,2022-10-03,2022-10-04,대중교통 등,,1;22;4;9;,1;9;22
a_a002794,A03,a002794,11;9;,2022-09-24,2022-09-25,자가용,,11;9;,11;9;6
a_a005261,A03,a005261,3;,2022-10-23,2022-10-24,자가용,,3;,3;4;6
a_a005084,A03,a005084,26;5;9;,2022-10-22,2022-10-23,대중교통 등,수도권 거주 39세 이하 커플,26;5;9;,26;22;3
a_a018055,A03,a018055,6;,2022-11-12,2022-11-13,,,6;,6;11;24
a_a010197,A03,a010197,12;2;22;26;,2022-10-22,2022-10-23,자가용,수도권 거주 39세 이하 3인 이상 친구,12;2;22;26;,2;12;4
a_a004172,A01,a004172,1;12;23;4;7;,2022-10-01,2022-10-04,대중교통 등,,1;12;23;4;7;,7;4;12
a_a010267,A01,a010267,23;4;,2022-10-25,2022-10-27,대중교통 등,,23;4;,23;4;1
a_a001638,A01,a001638,2;3;9;,2022-09-23,2022-09-25,대중교통 등,수도권 외 거주 39세 이하 커플,2;3;9;,3;5;1
a_a003341,A03,a003341,22;8;,2022-10-03,2022-10-05,자가용,,22;8;,8;1;24
a_a012300,A01,a012300,1;4;7;,2022-10-30,2022-11-01,대중교통 등,,1;4;7;,1;4;23
a_a014876,A01,a014876,1;22;24;4;9;,2022-10-31,2022-11-01,대중교통 등,,1;22;24;4;9;,1;4;22
a_a003141,A01,a003141,2;3;4;6;,2022-10-01,2022-10-04,자가용,,2;3;4;6;,3;6;11
a_a000108,A01,a000108,1;3;4;6;7;,2022-08-24,2022-08-27,자가용,,1;,3;4;6
a_a007381,A01,a007381,3;4;,2022-10-21,2022-10-22,,,3;4;,3;6;13
a_a004779,A03,a004779,1;2;22;26;9;,2022-10-19,2022-10-20,자가용,수도권 거주 40세 이상 부부,1;2;22;26;9;,1;22;2
a_a010000,A01,a010000,1;23;22;,2022-10-29,2022-10-30,대중교통 등,,1;23;22;,1;22;23
a_a000560,A03,a000560,1;21;23;9;,2022-08-26,2022-08-28,자가용,수도권 거주 39세 이하 커플,1;21;23;9;,1;2;23
a_a005221,A03,a005221,11;2;24;27;,2022-10-01,2022-10-03,자가용,,11;2;24;27;,4;24;21
a_a006409,A03,a006409,1;22;12;2;26;,2022-10-14,2022-10-15,자가용,,1;22;12;2;26;,2;3;24
a_a000989,A01,a000989,1;22;23;3;4;,2022-09-02,2022-09-04,자가용,수도권 거주 39세 이하 커플,1;22;23;3;4;,3;1;22
c_c011907,A03,c011907,4;,2022-11-06,2022-11-07,,,4;,1;4;21
a_a004490,A03,a004490,21;22;28;4;7;,2022-10-09,2022-10-10,자가용,,21;22;28;4;7;,1;21;28
a_a007920,A01,a007920,2;26;,2022-10-16,2022-10-17,,,2;26;,2;26;1
a_a003793,A03,a003793,1;21;5;,2022-09-27,2022-09-28,자가용,수도권 거주 40세 이상 부부,1;21;5;,5;1;21
a_a005153,A01,a005153,1;22;,2022-10-01,2022-10-02,,,1;22;,1;22;24
a_a002536,A03,a002536,22;25;,2022-09-23,2022-09-24,자가용,,22;25;,22;25;24
a_a007837,A01,a007837,22;6;,2022-10-13,2022-10-14,대중교통 등,,22;6;,6;22;1
a_a002759,A03,a002759,1;21;22;6;7;,2022-10-01,2022-10-03,자가용,수도권 거주 39세 이하 커플,1;21;22;6;7;,6;24;21
a_a003204,A02,a003204,1;2;21;22;26;,2022-10-19,2022-10-22,자가용,수도권 거주 39세 이하 자녀 동반,1;2;21;22;26;,2;23;22
a_a002379,A01,a002379,2;23;4;,2022-09-25,2022-09-26,자가용,,2;23;4;,2;23;4
a_a001687,A03,a001687,21;22;26;27;8;,2022-09-15,2022-09-17,자가용,,21;22;26;27;8;,22;27;26
a_a009756,A03,a009756,8;22;,2022-10-22,2022-10-24,자가용,,8;22;,8;22;27
a_a011147,A03,a011147,1;22;26;5;7;,2022-10-22,2022-10-24,자가용,,1;22;26;5;7;,27;7;26
a_a002171,A03,a002171,2;21;24;26;,2022-09-18,2022-09-20,자가용,,2;21;24;26;,2;22;24
a_a005657,A01,a005657,22;,2022-10-15,2022-10-16,,,22;,1;22;21
a_a000339,A01,a000339,1;2;23;4;,2022-08-20,2022-08-23,자가용,,1;2;23;4;,23;2;4
a_a007456,A01,a007456,1;7;22;24;24;9;11;6;4;3;26;,2022-10-30,2022-10-31,대중교통 등,수도권 거주 39세 이하 커플,1;7;22;24;24;9;11;6;4;3;26;,4;1;22
a_a003938,A01,a003938,22;26;3;4;,2022-09-30,2022-10-02,대중교통 등,,22;26;3;4;,22;26;3
a_a002118,A01,a002118,1;22;26;3;6;,2022-09-23,2022-09-25,자가용,수도권 외 거주 39세 이하 커플,1;22;26;3;6;,3;6;22
a_a003829,A01,a003829,21;22;28;3;6;,2022-10-16,2022-10-19,대중교통 등,,21;22;28;3;6;,3;6;22
a_a004859,A03,a004859,3;2;4;6;11;22;27;1;,2022-10-23,2022-10-24,대중교통 등,,3;2;4;6;11;22;27;1;,1;4;2
a_a014793,A01,a014793,1;21;26;4;,2022-10-31,2022-11-01,대중교통 등,,1;21;26;4;,1;4;24
a_a017817,A01,a017817,22;6;,2022-11-12,2022-11-13,,,22;6;,6;22;3
a_a002923,A03,a002923,1;22;4;,2022-09-23,2022-09-26,대중교통 등,수도권 거주 39세 이하 커플,1;22;4;,1;2;6
a_a007643,A03,a007643,1;12;,2022-10-22,2022-10-23,,수도권 거주 39세 이하 커플,1;12;,1;12;9
a_a004319,A03,a004319,1;22;24;5;,2022-10-01,2022-10-02,,,1;22;24;5;,1;27;24
a_a008320,A03,a008320,24;6;8;,2022-10-15,2022-10-17,자가용,수도권 거주 40세 이상 자녀 동반,24;6;8;,8;24;9
a_a009605,A02,a009605,22;23;4;,2022-10-19,2022-10-21,대중교통 등,수도권 거주 40세 이상 커플,22;23;4;,22;23;3
a_a006128,A02,a006128,1;22;,2022-10-08,2022-10-09,대중교통 등,,1;22;,22;6;1
a_a004387,A03,a004387,2;21;22;,2022-10-01,2022-10-02,자가용,수도권 거주 39세 이하 커플,2;21;22;,2;21;22
a_a009555,A03,a009555,21;22;3;4;6;,2022-10-28,2022-10-30,자가용,,21;22;3;4;6;,3;22;24
a_a007411,A03,a007411,12;22;3;,2022-10-15,2022-10-16,,수도권 거주 40세 이상 자녀 동반,12;22;3;,1;6;22
a_a010134,A03,a010134,1;2;7;,2022-10-20,2022-10-24,대중교통 등,,1;2;7;,1;7;2
a_a005659,A03,a005659,3;,2022-10-09,2022-10-10,,수도권 거주 40세 이상 부부,3;,3;21;22
a_a000302,A03,a000302,23;,2022-09-05,2022-09-08,자가용,,23;,5;23;24
a_a009870,A03,a009870,4;6;21;22;25;,2022-10-29,2022-10-31,자가용,,4;6;21;22;25;,25;21;4
a_a007047,A01,a007047,1;3;4;5;6;12;22;23;,2022-10-17,2022-10-18,대중교통 등,,1;3;4;5;6;12;22;23;,1;22;4
a_a000468,A02,a000468,1;,2022-08-22,2022-08-24,자가용,수도권 거주 39세 이하 3인 이상 친구,1;,4;23;1
a_a012496,A01,a012496,1;22;4;23;,2022-10-28,2022-10-30,대중교통 등,,1;22;4;23;,23;4;1
a_a001034,A03,a001034,21;6;9;,2022-08-27,2022-08-28,자가용,,21;6;9;,9;6;5
b_b009428,A03,b009428,22;23;26;6;9;,2022-10-22,2022-10-24,자가용,,22;23;26;6;9;,3;22;2
a_a005781,A01,a005781,1;6;,2022-10-08,2022-10-09,대중교통 등,수도권 거주 39세 이하 커플,1;6;,6;1;4
a_a000237,A03,a000237,1;,2022-08-27,2022-08-29,자가용,,1;,3;1;6
a_a004627,A03,a004627,21;22;5;,2022-10-02,2022-10-03,자가용,,21;22;5;,5;21;1
a_a012456,A01,a012456,7;9;,2022-10-28,2022-10-30,대중교통 등,수도권 거주 39세 이하 3인 이상 친구,7;9;,9;7;2
a_a000552,A01,a000552,1;21;23;6;,2022-08-19,2022-08-24,대중교통 등,,1;21;23;6;,6;7;23
a_a008114,A01,a008114,1;2;3;4;5;,2022-10-22,2022-10-24,자가용,수도권 거주 39세 이하 커플,1;2;3;4;5;,7;4;22
a_a003853,A01,a003853,1;22;26;3;4;,2022-09-28,2022-10-02,대중교통 등,,1;22;26;3;4;,3;1;22
a_a004360,A03,a004360,1;12;23;24;6;,2022-10-13,2022-10-14,자가용,수도권 거주 39세 이하 커플,1;12;23;24;6;,24;12;3
c_c006042,A03,c006042,9;22;27;,2022-10-26,2022-10-27,,,9;22;27;,3;24;9
a_a006478,A03,a006478,21;5;,2022-10-07,2022-10-08,자가용,수도권 거주 40세 이상 3인 이상 친구,21;5;,21;5;22
a_a001940,A03,a001940,28;3;6;,2022-09-10,2022-09-12,자가용,,28;3;6;,3;6;1
a_a017903,A01,a017903,1;24;26;,2022-11-11,2022-11-12,,수도권 거주 39세 이하 커플,1;24;26;,1;26;24
a_a003098,A03,a003098,1;2;22;6;,2022-10-01,2022-10-03,자가용,수도권 외 거주 39세 이하 3인 이상 친구,1;2;22;6;,2;6;21
a_a001440,A03,a001440,1;11;22;6;9;,2022-09-17,2022-09-20,자가용,,1;11;22;6;9;,7;23;4
a_a003071,A03,a003071,21;22;5;9;,2022-10-02,2022-10-04,자가용,,21;22;5;9;,9;27;22
a_a000623,A03,a000623,1;2;26;4;5;,2022-09-03,2022-09-05,대중교통 등,수도권 거주 39세 이하 커플,1;2;26;4;5;,2;1;22
a_a006726,A01,a006726,22;3;4;6;9;,2022-10-10,2022-10-11,대중교통 등,,22;3;4;6;9;,3;11;22
a_a017884,A02,a017884,22;26;4;,2022-11-10,2022-11-11,,수도권 거주 39세 이하 커플,22;26;4;,4;22;26
a_a017741,A02,a017741,1;2;3;4;5;,2022-11-13,2022-11-14,,,1;2;3;4;5;,1;22;4
a_a018027,A03,a018027,1;4;22;25;,2022-11-10,2022-11-11,,수도권 거주 39세 이하 커플,1;4;22;25;,25;1;22
a_a006620,A03,a006620,27;,2022-10-22,2022-10-23,자가용,,27;,21;27;1
a_a007624,A03,a007624,9;,2022-10-21,2022-10-22,,,9;,9;22;6
a_a017914,A03,a017914,1;4;6;,2022-11-13,2022-11-14,,수도권 거주 39세 이하 커플,1;4;6;,4;1;26
a_a004641,A03,a004641,1;24;26;4;9;,2022-10-09,2022-10-10,자가용,수도권 거주 39세 이하 커플,1;24;26;4;9;,4;9;22
a_a000458,A03,a000458,1;21;22;24;26;,2022-08-22,2022-08-23,자가용,,1;21;22;24;26;,21;24;1
a_a006017,A03,a006017,12;2;3;,2022-10-09,2022-10-10,,,12;2;3;,12;6;2
a_a006353,A03,a006353,9;6;22;11;26;4;,2022-10-10,2022-10-11,자가용,,9;6;22;11;26;4;,9;6;22
a_a007824,A03,a007824,10;3;9;,2022-10-22,2022-10-23,자가용,수도권 거주 40세 이상 부모 동반,10;3;9;,3;21;27
a_a005130,A03,a005130,3;,2022-10-09,2022-10-10,,수도권 거주 40세 이상 부부,3;,3;6;12
a_a006522,A03,a006522,2;22;26;7;,2022-10-20,2022-10-21,자가용,수도권 거주 39세 이하 자녀 동반,2;22;26;7;,22;2;4
