TRAVEL_ID,VISIT_AREA_NM,SI,Dong_Eup,VISIT_AREA_TYPE_CD,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,RESIDENCE_TIME_MIN,REVISIT_YN,TRAVELER_ID,TRAVEL_MISSION_PRIORITY,GENDER,AGE_GRP,INCOME,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,TRAVEL_NUM,TRAVEL_COMPANIONS_NUM,DGSTFN_div_mean,REVISIT_INTENTION_div_mean,RCMDTN_INTENTION_div_mean,new_variable,new_variable_renewed
d_d000677,한림공원,제주,한림읍,1,3.0,3.0,3.0,60.0,0,d000677,1,여,40,0,4,2,4,1,2,2,4,2,3.0,2,2,0.8571428571428571,1.0,1.0,-0.06302396535239149,-0.07693213106503777
d_d003158,우도산호해변,제주,우도면,1,5.0,5.0,5.0,0.0,0,d003158,28,여,20,0,3,6,2,1,2,2,6,2,6.0,2,1,1.0,1.0,1.0,0.0,0.0
d_d000968,카멜리아힐,서귀포,안덕면,1,4.0,3.0,4.0,150.0,1,d000968,23,여,30,0,2,2,6,3,4,4,1,7,3.0,4,2,1.0,1.0,1.1428571428571428,0.08381121822585652,0.0
d_d004373,성산일출봉,서귀포,성산읍,1,5.0,4.0,4.0,60.0,1,d004373,8,남,30,0,4,1,1,4,4,2,3,1,2.0,3,1,1.25,1.3333333333333333,1.1428571428571428,0.42047043905422143,0.4155010911384662
d_d006836,약천사,서귀포,대포동,2,5.0,4.0,4.0,30.0,0,d006836,22,여,20,0,6,2,2,2,6,6,2,2,3.0,5,2,1.0526315789473684,0.9411764705882353,0.9411764705882353,-0.05123831328303437,-0.021221853016766525
d_d003529,제주현대미술관,제주,한경면,3,5.0,5.0,5.0,90.0,0,d003529,6,여,40,0,1,3,4,5,2,3,6,3,6.0,10,0,1.0,1.0,1.0,0.0,0.0
d_d004888,한담몰,제주,애월읍,4,4.0,4.0,4.0,30.0,0,d004888,1,여,30,1,4,2,4,3,3,2,6,6,1.0,1,1,0.8888888888888888,0.8888888888888888,0.8888888888888888,-0.18966090327030843,-0.15345938919769067
d_d001764,ICC제주국제컨벤션센터,서귀포,중문동,3,2.0,3.0,3.0,60.0,0,d001764,2,여,30,1,3,5,3,3,3,3,3,6,9.0,4,4,0.5,0.7058823529411765,0.7058823529411765,-0.5928722234292629,-0.5170888073523234
d_d002361,오설록티뮤지엄,서귀포,안덕면,3,4.0,4.0,4.0,90.0,1,d002361,1,여,20,0,3,2,3,1,4,3,4,3,2.0,1,2,1.0,1.1111111111111112,1.1111111111111112,0.14064226355178178,0.09362328725821681
d_d000494,서귀포매일올레시장,서귀포,서귀동,4,4.0,3.0,3.0,60.0,0,d000494,27,남,60,0,2,2,3,1,2,4,6,3,9.0,2,4,1.0,0.8999999999999999,0.8999999999999999,-0.12657803719660365,-0.08426095853239515
c_c005613,아르떼뮤지엄 제주,제주,애월읍,3,4.0,3.0,3.0,60.0,1,c005613,22,여,60,0,3,2,3,3,3,3,2,6,4.0,5,0,1.2,1.0,1.0,0.08823355149334805,0.10770498349105283
d_d003572,올레야시장,서귀포,서귀동,4,5.0,5.0,5.0,30.0,0,d003572,22,남,30,0,1,1,1,2,2,5,1,6,6.0,2,1,1.0,1.0,1.0,0.0,0.0
d_d010576,스누피가든,제주,구좌읍,6,4.0,4.0,5.0,120.0,1,d010576,2,여,30,0,4,4,6,1,3,5,5,3,3.0,2,3,0.8888888888888888,0.8888888888888888,1.0,-0.12447440020575337,-0.15345938919769067
d_d003854,협재해수욕장,제주,한림읍,1,5.0,5.0,5.0,210.0,1,d003854,8,남,40,1,2,1,1,4,4,2,4,2,1.0,1,0,1.0,1.0,1.0,0.0,0.0
d_d009523,스누피가든,제주,구좌읍,6,5.0,5.0,5.0,120.0,0,d009523,2,여,40,0,2,1,1,3,4,1,4,6,1.0,1,1,1.0,1.0,1.0,0.0,0.0
d_d000494,제주동문시장,제주,일도일동,4,4.0,3.0,3.0,120.0,1,d000494,27,남,60,0,2,2,3,1,2,4,6,3,9.0,2,4,1.0,0.8999999999999999,0.8999999999999999,-0.12657803719660365,-0.08426095853239515
d_d009073,천제연폭포,서귀포,중문동,2,5.0,5.0,5.0,60.0,0,d009073,22,여,20,0,2,3,1,6,1,1,3,7,2.0,3,1,1.0,1.0,1.0,0.0,0.0
d_d002102,함덕해수욕장,제주,조천읍,1,5.0,5.0,5.0,30.0,1,d002102,2,남,20,0,4,6,4,6,6,5,6,1,2.0,2,1,1.1111111111111112,1.0,1.0,0.04901863971852673,0.05983610193947382
d_d004673,서귀포매일올레시장,서귀포,서귀동,4,5.0,5.0,5.0,60.0,1,d004673,21,여,20,0,2,2,1,2,1,1,2,4,7.0,2,1,1.0,1.0,1.0,0.0,0.0
d_d001423,훈데르트바서파크,제주,우도면,6,4.0,3.0,3.0,60.0,0,d001423,23,여,20,0,4,1,6,1,1,6,6,7,2.0,3,1,0.8888888888888888,0.7058823529411765,0.7058823529411765,-0.4213069844144194,-0.3076624505641652
d_d000956,ICC제주국제컨벤션센터,서귀포,중문동,3,4.0,4.0,4.0,480.0,1,d000956,5,남,20,0,2,2,2,4,2,3,3,5,7.0,3,7,1.0,1.0,1.0,0.0,0.0
d_d005742,약천사,서귀포,대포동,2,4.0,3.0,4.0,30.0,0,d005742,21,남,30,1,4,3,3,1,2,2,4,5,2.0,8,0,0.8888888888888888,0.75,0.8888888888888888,-0.2839806038793417,-0.27048849827046156
d_d001776,점보빌리지,서귀포,안덕면,3,4.0,4.0,3.0,180.0,1,d001776,2,남,30,1,3,3,4,2,3,3,3,6,3.0,1,3,1.0,1.0,1.0,0.0,0.0
d_d001982,제주현대미술관,제주,한경면,3,5.0,5.0,5.0,60.0,1,d001982,6,여,50,0,2,2,2,2,6,6,2,6,1.0,1,1,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.18966090327030843,0.15345938919769067
d_d011027,성산일출봉,서귀포,성산읍,1,4.0,3.0,3.0,60.0,1,d011027,21,여,30,0,1,4,3,3,1,3,2,7,1.0,3,2,0.8333333333333334,0.6818181818181818,0.6521739130434783,-0.49366791570475965,-0.35785720278501326
d_d000518,윈드1947카트테마파크,서귀포,토평동,5,4.0,4.0,5.0,90.0,0,d000518,5,남,20,1,2,5,2,3,2,2,5,6,1.0,3,1,0.8571428571428571,0.8571428571428571,1.0,-0.16003851455025433,-0.19730492896845936
d_d001935,세화해변,제주,구좌읍,1,4.0,4.0,4.0,60.0,1,d001935,21,여,30,0,2,3,4,4,3,2,5,3,2.0,4,2,1.0526315789473684,1.0526315789473684,1.1111111111111112,0.124148061056754,0.0726912896199586
d_d002096,제주동문시장,제주,일도일동,4,5.0,5.0,5.0,30.0,1,d002096,4,여,20,0,4,1,1,3,6,4,4,7,1.0,1,1,1.0,1.0,1.0,0.0,0.0
d_d001181,뽀로로앤타요테마파크 제주,서귀포,안덕면,6,5.0,5.0,5.0,150.0,0,d001181,2,여,30,0,4,2,2,1,2,7,2,7,3.0,4,3,1.0,1.0,1.0,0.0,0.0
d_d004626,거문오름,제주,조천읍,1,5.0,4.0,4.0,210.0,0,d004626,3,여,50,0,6,6,4,6,6,4,5,4,2.0,2,0,1.0,1.0,1.0,0.0,0.0
d_d001164,제주동문시장,제주,일도일동,4,5.0,5.0,5.0,60.0,1,d001164,22,남,20,0,2,2,2,5,4,4,6,5,1.0,1,1,1.0,1.0,1.0,0.0,0.0
d_d000324,뽀로로앤타요테마파크 제주,서귀포,안덕면,6,4.0,4.0,5.0,150.0,0,d000324,4,여,40,1,3,2,4,3,3,6,5,5,2.0,6,2,1.0,1.0,1.1111111111111112,0.06518650306455512,0.0
d_d004615,섭지코지,서귀포,성산읍,2,5.0,5.0,5.0,30.0,0,d004615,1,여,20,0,2,2,2,4,5,3,7,4,1.0,2,0,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.18966090327030843,0.15345938919769067
d_d000275,이중섭거리,서귀포,서귀동,4,5.0,5.0,5.0,30.0,1,d000275,11,여,20,0,5,2,2,3,5,6,3,7,1.0,4,0,1.153846153846154,1.153846153846154,1.153846153846154,0.2626074045281195,0.21248223119680246
d_d003260,한라수목원,제주,연동,1,5.0,5.0,2.0,30.0,1,d003260,3,남,20,0,6,1,4,1,1,4,1,7,2.0,2,0,1.0,1.0714285714285714,0.5454545454545455,-0.21816478339243034,0.06018639895171075
d_d009256,금능해수욕장,제주,한림읍,1,5.0,5.0,5.0,60.0,0,d009256,24,여,20,1,2,1,1,6,7,6,6,5,4.0,2,0,1.0,1.0,1.0,0.0,0.0
d_d010490,협재해수욕장,제주,한림읍,1,4.0,4.0,4.0,210.0,0,d010490,3,여,30,0,3,2,2,2,4,4,4,4,9.0,2,3,0.9230769230769231,1.090909090909091,1.0,0.02780054996413557,0.03517587774268165
d_d000660,협재해수욕장,제주,한림읍,1,5.0,5.0,5.0,30.0,1,d000660,24,여,20,0,6,2,3,5,3,3,6,2,2.0,3,0,1.0,1.0,1.0,0.0,0.0
d_d006832,제주동문재래시장,제주,이도일동,4,5.0,4.0,4.0,60.0,1,d006832,1,여,20,0,6,2,1,2,4,3,2,5,3.0,2,16,1.0,0.8888888888888888,0.8888888888888888,-0.14064226355178178,-0.09362328725821681
d_d002906,더마파크,제주,한림읍,6,4.0,3.0,3.0,60.0,0,d002906,6,여,40,1,2,5,2,4,4,2,6,5,9.0,2,8,0.8888888888888888,0.8571428571428571,0.75,-0.29270282081163856,-0.18020889984289543
d_d002317,제주동문재래시장,제주,이도일동,4,3.0,3.0,3.0,30.0,0,d002317,22,남,30,1,2,2,2,2,2,2,6,1,1.0,2,1,0.9375,0.9375,0.8823529411764706,-0.13903785336055927,-0.08632090642370094
d_d005455,성산일출봉,서귀포,성산읍,1,5.0,5.0,5.0,90.0,1,d005455,3,남,60,0,7,4,5,3,2,5,2,6,9.0,2,1,1.0,1.0,1.0,0.0,0.0
d_d010617,협재해수욕장,제주,한림읍,1,5.0,5.0,5.0,30.0,1,d010617,5,여,20,1,1,1,2,3,1,3,1,7,4.0,1,1,1.0,1.0,1.0,0.0,0.0
d_d004605,김녕해수욕장,제주,구좌읍,1,3.0,2.0,2.0,30.0,0,d004605,1,여,20,0,4,1,1,3,4,3,7,1,1.0,5,0,1.0,1.0,1.0,0.0,0.0
d_d001406,이중섭거주지,서귀포,서귀동,2,4.0,3.0,4.0,0.0,0,d001406,3,여,30,1,2,4,2,3,2,3,3,4,2.0,3,1,1.0,0.7894736842105263,1.0,-0.14296880934421885,-0.17739149164714751
d_d000247,원앙폭포,서귀포,상효동,1,4.0,4.0,4.0,60.0,0,d000247,3,여,30,0,4,2,2,3,2,2,3,7,6.0,1,1,1.0,1.0,0.9411764705882353,-0.03451050162241153,0.0
d_d009475,수목원테마파크,제주,연동,6,5.0,5.0,5.0,120.0,0,d009475,22,여,20,0,2,1,1,4,5,2,4,5,1.0,1,0,1.0869565217391306,1.1363636363636362,1.0869565217391306,0.18198273479183436,0.16172956078139172
d_d002943,제주동문시장,제주,일도일동,4,4.0,4.0,5.0,60.0,0,d002943,23,여,40,1,4,2,2,2,4,2,2,6,1.0,6,3,0.8888888888888888,1.0,1.0,-0.04901863971852673,-0.05983610193947382
d_d006384,서귀포매일올레시장,서귀포,서귀동,4,4.0,3.0,2.0,60.0,1,d006384,22,여,20,0,4,1,1,1,3,2,7,4,2.0,2,0,0.9230769230769231,0.8181818181818182,0.5454545454545455,-0.4240811019504187,-0.19462673643657777
d_d001221,성이시돌목장,제주,한림읍,1,3.0,2.0,3.0,30.0,0,d001221,5,여,20,0,6,2,2,5,6,5,2,6,7.0,5,1,0.8571428571428571,0.5714285714285714,0.75,-0.5007372448412288,-0.4380505247753024
d_d008228,서귀포매일올레시장,서귀포,서귀동,4,3.0,3.0,3.0,30.0,1,d008228,2,여,20,0,4,4,2,3,5,3,5,7,3.0,5,3,0.8999999999999999,1.2857142857142856,1.0,0.1499123226490514,0.18689310406131654
d_d003168,신세계사이먼 제주프리미엄전문점,서귀포,안덕면,4,5.0,5.0,5.0,60.0,0,d003168,22,여,30,0,4,4,6,2,3,6,6,5,3.0,5,1,1.0,1.0,1.0,0.0,0.0
d_d003624,약천사,서귀포,대포동,2,4.0,4.0,3.0,60.0,0,d003624,1,여,30,0,7,1,1,4,4,3,4,4,2.0,2,1,1.0,1.0,1.0,0.0,0.0
d_d008184,신화관 제주신화월드 스카이풀,서귀포,안덕면,6,5.0,4.0,4.0,120.0,0,d008184,2,여,40,0,1,1,1,3,2,1,4,1,1.0,1,3,1.3636363636363638,1.3333333333333333,1.3333333333333333,0.5823514297341598,0.4766971044856554
d_d010245,여미지식물원,서귀포,색달동,6,5.0,5.0,5.0,60.0,1,d010245,22,여,30,1,2,7,2,1,4,4,5,7,1.0,2,1,1.0638297872340425,1.1111111111111112,1.0638297872340425,0.1410629701711247,0.12799721815961662
d_d001558,마라도,서귀포,대정읍,1,5.0,5.0,5.0,90.0,0,d001558,27,여,20,0,2,3,2,5,5,3,2,6,7.0,1,0,1.0344827586206897,1.0714285714285714,1.0344827586206897,0.0839502499454051,0.07875622369154749
d_d006080,방주교회,서귀포,안덕면,2,5.0,5.0,5.0,30.0,0,d006080,22,여,40,1,1,1,1,1,1,1,7,1,1.0,1,2,1.0,1.0,1.0,0.0,0.0
d_d008008,비자림,제주,구좌읍,7,4.0,4.0,4.0,60.0,0,d008008,1,여,20,1,1,2,6,5,2,2,3,5,2.0,1,0,1.0,1.0,1.0,0.0,0.0
d_d003231,제주성읍마을,서귀포,표선면,7,4.0,4.0,4.0,90.0,0,d003231,1,여,40,0,3,4,1,1,6,4,6,4,1.0,1,1,1.0,1.0,1.0,0.0,0.0
d_d005975,파더스가든,서귀포,안덕면,6,4.0,3.0,3.0,90.0,0,d005975,2,여,20,0,4,2,3,2,1,7,1,5,2.0,4,3,1.090909090909091,0.8999999999999999,0.8181818181818182,-0.1344728478653449,-0.03530414785464379
d_d002574,에코랜드테마파크,제주,조천읍,6,5.0,5.0,5.0,360.0,1,d002574,2,여,30,1,4,4,3,3,3,3,3,4,1.0,1,2,1.1111111111111112,1.25,1.25,0.3654637327100357,0.27048849827046156
d_d007782,마라도가는여객선,서귀포,대정읍,1,3.0,2.0,2.0,30.0,0,d007782,26,여,20,0,2,6,5,4,5,3,6,5,3.0,1,1,0.8571428571428571,0.6666666666666666,0.6666666666666666,-0.48495075600773657,-0.357801992839688
d_d005005,제주동문시장,제주,일도일동,4,5.0,5.0,5.0,30.0,0,d005005,22,남,20,0,4,1,1,3,1,1,1,7,1.0,5,1,1.0,1.0,1.0526315789473684,0.03087781724110501,0.0
d_d001416,건강과성박물관,서귀포,안덕면,2,3.0,2.0,2.0,90.0,0,d001416,27,여,20,0,3,2,3,5,6,3,3,6,9.0,3,1,0.8999999999999999,0.6666666666666666,0.6666666666666666,-0.4660435664020192,-0.3347223535201768
d_d000712,서귀포치유의숲,서귀포,호근동,1,5.0,4.0,4.0,90.0,0,d000712,5,남,30,0,2,3,2,4,2,3,6,5,4.0,1,0,1.0,0.8888888888888888,0.8888888888888888,-0.14064226355178178,-0.09362328725821681
d_d000677,함덕해수욕장,제주,조천읍,1,4.0,3.0,3.0,60.0,0,d000677,1,여,40,0,4,2,4,1,2,2,4,2,3.0,2,2,1.1428571428571428,1.0,1.0,0.06302396535239144,0.07693213106503771
d_d009523,한라생태숲,제주,용강동,1,5.0,5.0,5.0,60.0,0,d009523,2,여,40,0,2,1,1,3,4,1,4,6,1.0,1,1,1.0,1.0,1.0,0.0,0.0
d_d002450,협재해수욕장,제주,한림읍,1,5.0,5.0,5.0,60.0,0,d002450,3,여,30,1,2,1,1,2,4,4,4,4,1.0,1,1,1.25,1.3888888888888888,1.1904761904761905,0.4861353920397869,0.4623127347675747
d_d005964,항파두리 항몽유적지,제주,애월읍,2,4.0,3.0,4.0,30.0,0,d005964,22,여,20,0,1,1,2,4,4,2,7,6,2.0,6,1,0.8888888888888888,0.75,0.8888888888888888,-0.2839806038793417,-0.27048849827046156
d_d002575,오설록티뮤지엄,서귀포,안덕면,3,4.0,4.0,4.0,60.0,0,d002575,4,여,20,0,4,2,3,4,4,4,2,4,1.0,2,1,0.8888888888888888,0.9411764705882353,0.8888888888888888,-0.15415231009984887,-0.10940137166441212
d_d004695,스누피가든,제주,구좌읍,6,5.0,5.0,5.0,120.0,0,d004695,21,여,20,0,3,1,3,4,3,2,5,6,1.0,6,0,1.1363636363636362,1.25,1.1904761904761905,0.34168299171862404,0.2840876123476146
d_d004186,제주돌문화공원,제주,조천읍,1,5.0,5.0,5.0,120.0,0,d004186,8,여,40,0,1,1,1,5,4,2,1,5,3.0,1,4,1.25,1.25,1.25,0.4267370323581939,0.34528362569480375
d_d007806,섭지코지,서귀포,성산읍,1,4.0,4.0,4.0,60.0,1,d007806,5,여,30,0,2,4,2,1,6,5,2,7,3.0,3,1,1.2,1.090909090909091,1.2,0.26730578831727814,0.18430585488413936
d_d007947,신화테마파크,서귀포,안덕면,6,3.0,3.0,3.0,120.0,1,d007947,23,여,30,0,1,2,1,2,6,3,3,7,7.0,3,3,0.7058823529411765,0.75,0.7058823529411765,-0.47208319199265275,-0.3690420779354771
d_d006209,붉은오름자연휴양림,서귀포,표선면,7,5.0,5.0,5.0,30.0,0,d006209,22,여,30,0,1,1,1,7,1,1,7,5,2.0,2,0,1.4285714285714286,1.4285714285714286,1.4285714285714286,0.7315491983283325,0.5919147869053779
d_d000049,세화해변,제주,구좌읍,1,5.0,5.0,5.0,30.0,0,d000049,1,남,20,0,1,4,1,4,6,4,1,7,2.0,1,1,1.0,1.0,1.0,0.0,0.0
d_d000224,표선해수욕장,서귀포,표선면,1,4.0,4.0,3.0,90.0,0,d000224,12,여,30,0,3,2,2,2,5,6,2,7,1.0,4,6,0.9230769230769231,0.9230769230769231,0.75,-0.2328442166530781,-0.1062411155984011
d_d010195,해녀박물관,제주,구좌읍,2,3.0,3.0,3.0,30.0,0,d010195,1,여,30,1,2,2,6,2,2,2,6,5,1.0,2,0,1.0,1.0,1.0,0.0,0.0
d_d001347,윈드1947카트테마파크,서귀포,토평동,5,5.0,5.0,5.0,90.0,0,d001347,11,여,20,0,1,1,1,4,4,1,4,7,3.0,2,2,1.0416666666666667,1.0416666666666667,1.0416666666666667,0.07112283872636578,0.05754727094913407
d_d007377,서귀포향토오일시장,서귀포,동홍동,4,5.0,4.0,5.0,30.0,0,d007377,2,남,20,1,6,7,5,3,2,3,6,7,4.0,3,0,1.153846153846154,1.1428571428571428,1.1111111111111112,0.23007301494960872,0.20322278520423145
d_d002773,이마트 신제주점,제주,노형동,4,2.0,1.0,2.0,30.0,0,d002773,2,남,30,1,4,4,3,4,4,5,3,6,2.0,2,2,0.45454545454545453,0.3333333333333333,0.45454545454545453,-1.013377991131216,-0.8554805876158083
d_d002450,쇠소깍,서귀포,하효동,1,3.0,3.0,3.0,30.0,0,d002450,3,여,30,1,2,1,1,2,4,4,4,4,1.0,1,1,0.75,0.8333333333333333,0.7142857142857143,-0.3910980165492381,-0.2750661602511412
d_d006219,서귀포매일올레시장,서귀포,서귀동,4,4.0,4.0,4.0,0.0,1,d006219,28,여,40,0,6,4,5,4,7,7,6,5,2.0,4,0,1.0,1.0,1.0,0.0,0.0
d_d012427,오설록티뮤지엄,서귀포,안덕면,3,2.0,5.0,5.0,30.0,1,d012427,3,여,50,0,3,4,1,4,3,2,3,5,6.0,2,0,1.0,1.0,1.0,0.0,0.0
d_d005079,이중섭미술관,서귀포,서귀동,3,5.0,3.0,5.0,30.0,1,d005079,10,여,40,0,4,1,4,3,4,2,7,4,2.0,1,1,1.0714285714285714,0.75,1.153846153846154,-0.048005243407603204,-0.17218633079846885
d_d000357,남원큰엉해변,서귀포,남원읍,7,5.0,5.0,5.0,60.0,0,d000357,21,여,30,1,4,1,4,4,3,4,7,7,6.0,1,3,1.0526315789473684,1.0526315789473684,1.0526315789473684,0.08983937523330389,0.0726912896199586
d_d001423,이마트 제주점,제주,삼도2동,4,4.0,4.0,4.0,30.0,0,d001423,23,여,20,0,4,1,6,1,1,6,6,7,2.0,3,1,0.8888888888888888,0.9411764705882353,0.9411764705882353,-0.12347630865770529,-0.10940137166441212
d_d007806,제주동문재래시장,제주,이도일동,4,3.0,4.0,3.0,30.0,1,d007806,5,여,30,0,2,4,2,1,6,5,2,7,3.0,3,1,0.8999999999999999,1.090909090909091,0.8999999999999999,-0.041048097197042756,0.02274837964756009
d_d009723,협재해수욕장,제주,한림읍,1,5.0,5.0,5.0,30.0,1,d009723,28,여,20,0,4,6,4,4,2,4,2,6,6.0,4,0,1.0,1.0,1.0,0.0,0.0
d_d010107,카멜리아힐,서귀포,안덕면,1,5.0,5.0,5.0,60.0,0,d010107,1,남,20,0,1,1,6,3,4,6,1,7,2.0,2,2,1.0,1.0,1.0,0.0,0.0
d_d005403,제주현대미술관,제주,한경면,3,4.0,3.0,3.0,60.0,0,d005403,23,여,20,0,4,3,1,2,5,1,7,1,7.0,5,1,1.0,1.0,1.0,0.0,0.0
d_d005188,서귀포매일올레시장,서귀포,서귀동,4,5.0,5.0,5.0,30.0,1,d005188,2,여,30,0,3,3,2,4,5,5,5,5,1.0,2,2,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.18966090327030843,0.15345938919769067
d_d002572,여미지식물원,서귀포,색달동,6,5.0,4.0,4.0,60.0,0,d002572,2,여,20,0,4,3,2,4,4,5,2,6,1.0,2,0,1.0,0.8571428571428571,0.8571428571428571,-0.1808257674237194,-0.12037279790342159
d_d002089,서귀포매일올레시장,서귀포,서귀동,4,5.0,5.0,5.0,60.0,0,d002089,22,여,20,0,3,2,3,5,2,5,3,5,2.0,1,1,1.0526315789473684,1.1111111111111112,1.0526315789473684,0.12955293338447585,0.12196670396638855
d_d005587,오설록티뮤지엄,서귀포,안덕면,3,5.0,5.0,5.0,30.0,1,d005587,21,여,50,1,3,4,3,3,3,3,5,7,2.0,1,1,1.0,1.0,1.0,0.0,0.0
d_d001347,마라도,서귀포,대정읍,1,5.0,5.0,5.0,90.0,0,d001347,11,여,20,0,1,1,1,4,4,1,4,7,3.0,2,2,1.0416666666666667,1.0416666666666667,1.0416666666666667,0.07112283872636578,0.05754727094913407
d_d007988,김녕해수욕장,제주,구좌읍,1,5.0,5.0,5.0,30.0,0,d007988,28,남,30,0,1,1,4,4,2,5,2,7,2.0,1,0,1.0,1.0,1.0,0.0,0.0
d_d000054,제주특별자치도 민속자연사박물관,제주,일도2동,2,4.0,3.0,4.0,60.0,0,d000054,2,남,40,1,2,2,2,1,2,6,1,2,2.0,2,4,1.4545454545454546,1.5,1.7777777777777777,0.9963872424929239,0.666088846050732
d_d000922,쇠소깍,서귀포,하효동,1,5.0,5.0,5.0,60.0,0,d000922,1,남,50,1,5,1,1,3,2,3,3,3,1.0,2,4,1.0,1.0,1.0,0.0,0.0
d_d009194,함덕해수욕장,제주,조천읍,1,4.0,4.0,4.0,60.0,0,d009194,28,여,20,0,1,2,2,4,5,2,5,6,1.0,1,2,1.0,1.0,1.0,0.0,0.0
d_d007630,함덕해수욕장,제주,조천읍,1,5.0,5.0,5.0,30.0,1,d007630,22,여,30,0,4,1,3,4,3,6,2,6,2.0,4,0,1.0714285714285714,1.0714285714285714,1.0714285714285714,0.12192486638805536,0.0986524644842296
d_d001903,스카이워터쇼,제주,구좌읍,3,1.0,1.0,1.0,60.0,0,d001903,2,남,30,0,3,1,2,4,4,4,3,6,1.0,2,1,0.3333333333333333,0.42857142857142855,0.42857142857142855,-1.0174149080060375,-0.840507803250529
d_d010107,만장굴,제주,구좌읍,1,5.0,5.0,5.0,60.0,0,d010107,1,남,20,0,1,1,6,3,4,6,1,7,2.0,2,2,1.0,1.0,1.0,0.0,0.0
d_d009002,카멜리아힐,서귀포,안덕면,1,4.0,4.0,4.0,60.0,1,d009002,6,여,30,0,4,6,2,4,3,6,3,6,3.0,1,1,1.0,0.9411764705882353,0.8888888888888888,-0.10513367038132214,-0.04956526972493829
d_d000794,법화사,서귀포,하원동,2,5.0,5.0,5.0,30.0,0,d000794,22,여,20,1,3,2,2,3,2,6,7,7,3.0,2,3,1.0,1.0,1.0,0.0,0.0
d_d009475,섭지코지,서귀포,성산읍,1,5.0,5.0,5.0,60.0,0,d009475,22,여,20,0,2,1,1,4,5,2,4,5,1.0,1,0,1.0869565217391306,1.1363636363636362,1.0869565217391306,0.18198273479183436,0.16172956078139172
d_d009830,협재해수욕장,제주,한림읍,1,5.0,5.0,5.0,30.0,1,d009830,22,여,20,0,4,1,6,4,1,3,5,2,1.0,4,0,1.0,1.0,1.0,0.0,0.0
d_d009830,협재해수욕장,제주,한림읍,1,5.0,5.0,5.0,30.0,1,d009830,22,여,20,0,4,1,6,4,1,3,5,2,1.0,4,0,1.0,1.0,1.0,0.0,0.0
d_d002349,ICC제주국제컨벤션센터,서귀포,중문동,3,4.0,4.0,4.0,60.0,1,d002349,23,여,50,1,2,4,4,3,3,4,3,3,1.0,1,2,1.0,1.0,1.0,0.0,0.0
d_d009048,중문대포주상절리대,서귀포,중문동,1,4.0,3.0,5.0,30.0,0,d009048,22,여,20,0,1,2,2,5,4,2,5,5,7.0,1,0,1.0,0.8571428571428571,1.1111111111111112,-0.031828046133307704,-0.12037279790342159
d_d006659,함덕해수욕장,제주,조천읍,1,5.0,4.0,4.0,60.0,1,d006659,28,여,20,0,4,1,2,2,4,3,3,6,6.0,1,3,1.0,1.0,1.0,0.0,0.0
d_d008211,천제연폭포,서귀포,중문동,1,5.0,5.0,5.0,60.0,0,d008211,22,여,20,0,4,2,2,6,4,4,6,6,2.0,2,0,1.0,1.0,1.0,0.0,0.0
d_d002239,제주동문재래시장,제주,이도일동,4,3.0,2.0,2.0,30.0,1,d002239,21,여,30,0,4,1,4,2,1,4,7,7,4.0,1,0,1.0,1.0,1.0,0.0,0.0
d_d004075,김녕미로공원,제주,구좌읍,1,5.0,5.0,5.0,60.0,0,d004075,21,여,40,0,3,5,2,4,5,3,2,5,1.0,1,3,1.0,1.0,1.0,0.0,0.0
d_d006164,이마트 서귀포점,서귀포,법환동,4,4.0,3.0,3.0,30.0,0,d006164,1,여,20,0,6,1,1,2,3,6,1,7,1.0,1,0,1.0,0.8571428571428571,1.0,-0.09701454919786284,-0.12037279790342159
d_d003313,함덕해수욕장,제주,조천읍,1,5.0,5.0,5.0,120.0,1,d003313,3,남,30,0,1,1,3,2,4,2,3,6,1.0,2,1,1.0,1.0,1.0,0.0,0.0
d_d009521,김녕해수욕장,제주,구좌읍,1,5.0,5.0,5.0,0.0,1,d009521,21,여,20,0,3,2,4,4,2,6,1,7,5.0,1,0,1.0,1.0,1.0,0.0,0.0
d_d005340,서귀포매일올레시장,서귀포,서귀동,4,5.0,5.0,5.0,120.0,0,d005340,25,남,30,0,1,7,1,2,2,5,6,7,2.0,1,1,1.0,1.0,1.0,0.0,0.0
d_d005091,천지연폭포,서귀포,서홍동,1,5.0,5.0,5.0,30.0,1,d005091,12,남,40,1,1,5,4,2,1,3,7,5,2.0,3,1,1.0,1.0,1.0,0.0,0.0
d_d004583,쇠소깍,서귀포,하효동,1,5.0,5.0,5.0,30.0,1,d004583,21,여,30,0,4,4,6,2,3,4,4,2,4.0,4,0,1.0,1.0,1.0,0.0,0.0
d_d003907,스누피가든,제주,구좌읍,6,5.0,5.0,5.0,120.0,0,d003907,2,여,60,0,1,1,1,1,1,1,1,1,3.0,3,3,1.0,1.0,1.0,0.0,0.0
