TRAVEL_ID,VISIT_AREA_NM,SI,Dong_Eup,VISIT_AREA_TYPE_CD,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,RESIDENCE_TIME_MIN,REVISIT_YN,TRAVELER_ID,TRAVEL_MISSION_PRIORITY,GENDER,AGE_GRP,INCOME,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,TRAVEL_NUM,TRAVEL_COMPANIONS_NUM,DGSTFN_div_mean,REVISIT_INTENTION_div_mean,RCMDTN_INTENTION_div_mean,new_variable,new_variable_renewed
b_b000465,해녀박물관,제주,구좌읍,2,3.0,3.0,4.0,30.0,0,b000465,22,남,20,0,4,1,1,2,4,6,2,7,10.0,4,2,1.0,1.0,1.0,4.853297005378169e-19,5.164276804402423e-18
c_c009086,서부두수산시장,제주,건입동,4,5.0,4.0,3.0,60.0,1,c009086,6,남,20,0,2,2,2,5,5,3,2,6,2.0,1,1,1.0,1.0,1.0,-6.501457626195764e-20,0.0
d_d004269,원앙폭포,서귀포,상효동,1,3.0,2.0,3.0,30.0,0,d004269,3,남,30,1,1,4,1,4,4,7,1,7,7.0,1,3,0.75,0.5,0.75,-0.5965124934544538,-0.5559360220257914
d_d005392,용두암,제주,용담2동,1,5.0,5.0,5.0,30.0,1,d005392,7,남,30,1,2,2,2,6,2,3,3,4,2.0,4,0,1.0,1.0,1.0,0.0,0.0
d_d010391,제주코코몽에코파크,서귀포,남원읍,6,5.0,5.0,5.0,60.0,1,d010391,2,여,30,0,4,2,4,1,4,5,2,6,7.0,2,2,1.0,1.0,1.0,0.0,0.0
d_d002857,제주해변공연장,제주,삼도이동,8,5.0,5.0,5.0,90.0,1,d002857,9,남,40,1,4,1,1,5,4,5,6,5,8.0,1,2,1.0714285714285714,1.0714285714285714,1.0714285714285714,0.12192486638805536,0.0986524644842296
d_d003379,아쿠아플라넷 제주,서귀포,성산읍,6,5.0,4.0,5.0,180.0,0,d003379,1,여,30,1,4,1,1,1,4,1,2,7,7.0,1,0,1.0,1.0,1.0,0.0,0.0
d_d000343,오설록티뮤지엄,서귀포,안덕면,3,4.0,4.0,5.0,60.0,1,d000343,23,여,40,0,3,5,5,1,3,5,3,5,2.0,3,1,1.0,1.0,1.0,0.0,0.0
d_d006734,ICC제주국제컨벤션센터,서귀포,중문동,3,5.0,3.0,4.0,60.0,0,d006734,6,여,20,0,5,2,1,6,7,4,7,6,3.0,3,2,1.0,1.0,1.0,0.0,0.0
d_d007425,서귀포치유의숲,서귀포,호근동,1,4.0,3.0,4.0,60.0,0,d007425,28,남,30,1,2,2,4,5,6,1,5,3,6.0,3,1,0.8888888888888888,0.75,0.8888888888888888,-0.2839806038793417,-0.27048849827046156
d_d000537,제주문화예술진흥원 제주문예회관,제주,일도2동,3,5.0,5.0,5.0,30.0,0,d000537,1,여,20,1,1,1,1,1,5,1,1,5,3.0,3,1,1.0,1.0,1.0,0.0,0.0
d_d002943,국립제주박물관,제주,건입동,2,5.0,4.0,5.0,60.0,1,d002943,23,여,40,1,4,2,2,2,4,2,2,6,1.0,6,3,1.1111111111111112,1.0,1.0,0.04901863971852673,0.05983610193947382
d_d000488,페이보릿,서귀포,성산읍,4,5.0,5.0,5.0,30.0,1,d000488,5,여,20,0,2,1,3,7,3,1,7,3,2.0,4,1,1.0,1.0,1.0,0.0,0.0
c_c005613,비자림,제주,구좌읍,1,3.0,3.0,3.0,90.0,1,c005613,22,여,60,0,3,2,3,3,3,3,2,6,4.0,5,0,0.8999999999999999,1.0,1.0,-0.04411677574667407,-0.05385249174552647
d_d000922,신양섭지해수욕장,서귀포,성산읍,1,5.0,5.0,5.0,60.0,0,d000922,1,남,50,1,5,1,1,3,2,3,3,3,1.0,2,4,1.0,1.0,1.0,0.0,0.0
d_d000744,아르떼뮤지엄 제주,제주,애월읍,3,3.0,2.0,4.0,90.0,0,d000744,22,여,20,0,1,1,2,1,4,5,3,6,3.0,1,1,0.75,0.5714285714285714,0.8888888888888888,-0.4665220900248286,-0.49574962307408066
d_d004583,자구리문화예술공원,서귀포,서귀동,1,5.0,5.0,5.0,30.0,0,d004583,21,여,30,0,4,4,6,2,3,4,4,2,4.0,4,0,1.0,1.0,1.0,0.0,0.0
d_d007467,아쿠아플라넷 제주,서귀포,성산읍,6,5.0,5.0,5.0,180.0,0,d007467,2,여,20,0,1,1,2,2,4,3,2,7,2.0,2,4,1.0,1.0,1.0,0.0,0.0
d_d012487,바이나흐튼 크리스마스박물관,서귀포,안덕면,2,3.0,3.0,3.0,30.0,0,d012487,2,여,30,0,1,1,1,4,1,1,7,4,3.0,3,1,0.75,1.0,1.0,-0.11029193936668506,-0.13463122936381608
d_d000630,서귀포매일올레시장,서귀포,서귀동,4,5.0,5.0,5.0,60.0,0,d000630,1,남,30,1,2,1,7,1,7,7,7,1,1.0,3,1,1.0,1.0,1.0,0.0,0.0
d_d007630,제주동문재래시장,제주,이도일동,4,4.0,4.0,4.0,0.0,1,d007630,22,여,30,0,4,1,3,4,3,6,2,6,2.0,4,0,0.8571428571428571,0.8571428571428571,0.8571428571428571,-0.24384973277611088,-0.19730492896845936
d_d005917,제주시청,제주,이도2동,4,4.0,3.0,3.0,90.0,0,d005917,22,남,30,1,2,3,3,2,2,4,4,5,1.0,2,1,1.0,1.0,1.0,0.0,0.0
d_d009419,성산일출봉,서귀포,성산읍,1,5.0,5.0,5.0,90.0,1,d009419,28,여,20,0,2,1,1,1,4,1,1,7,2.0,4,0,1.0,1.0,1.0,0.0,0.0
d_d002220,함덕해수욕장,제주,조천읍,1,5.0,5.0,5.0,60.0,0,d002220,22,여,20,0,2,1,2,3,4,5,2,7,2.0,5,1,1.0,1.0,1.0,0.0,0.0
d_d000564,금능해수욕장,제주,한림읍,1,3.0,3.0,3.0,60.0,0,d000564,21,여,30,1,4,5,5,4,4,3,4,5,7.0,2,0,1.0,1.0,1.0,0.0,0.0
d_d004418,새별오름,제주,애월읍,1,5.0,5.0,5.0,60.0,0,d004418,4,여,30,0,2,2,4,4,4,4,6,5,1.0,2,5,1.0,1.0,1.0,0.0,0.0
d_d002895,상효원수목원,서귀포,상효동,1,5.0,5.0,5.0,60.0,0,d002895,2,여,30,0,3,1,4,6,6,4,4,4,2.0,6,3,1.0,1.0,1.0,0.0,0.0
d_d003471,신양섭지해수욕장,서귀포,성산읍,1,5.0,5.0,5.0,30.0,0,d003471,21,여,40,1,7,1,4,1,1,5,1,2,3.0,4,2,1.0,1.0,1.0,0.0,0.0
d_d002015,윈드1947카트테마파크,서귀포,토평동,5,4.0,4.0,4.0,60.0,0,d002015,21,여,20,0,2,2,1,3,6,6,1,6,3.0,4,1,1.0,1.0,1.0,0.0,0.0
d_d005520,서귀포매일올레시장,서귀포,서귀동,4,3.0,3.0,3.0,60.0,1,d005520,13,여,50,0,2,1,2,2,2,2,2,2,1.0,5,0,0.75,0.75,0.75,-0.4267370323581939,-0.34528362569480375
d_d012399,페이보릿,서귀포,성산읍,4,5.0,3.0,3.0,30.0,0,d012399,1,여,20,0,3,4,3,5,3,5,2,7,2.0,1,1,1.0,1.0,1.0,0.0,0.0
d_d012341,한라수목원,제주,연동,1,5.0,5.0,4.0,60.0,1,d012341,2,여,40,0,1,7,1,3,5,2,6,6,2.0,4,0,1.153846153846154,1.153846153846154,1.0,0.17234916951565857,0.21248223119680246
d_d009002,루나폴,서귀포,안덕면,6,5.0,4.0,5.0,60.0,0,d009002,6,여,30,0,4,6,2,4,3,6,3,6,3.0,1,1,1.25,0.9411764705882353,1.1111111111111112,0.13553127511447316,0.08506595963887775
d_d004874,노리매,서귀포,대정읍,6,5.0,5.0,5.0,90.0,1,d004874,22,남,20,1,7,1,1,1,1,7,7,7,2.0,2,2,1.0,1.0,1.0,0.0,0.0
d_d002428,제주동문시장,제주,일도일동,4,3.0,4.0,3.0,90.0,1,d002428,21,여,30,0,3,2,3,3,2,4,6,6,2.0,1,2,0.8571428571428571,1.0,0.8571428571428571,-0.14683518357824807,-0.07693213106503777
d_d002359,바이제주,제주,용담삼동,4,5.0,5.0,5.0,90.0,1,d002359,21,여,20,0,3,5,2,2,2,4,5,6,2.0,5,2,1.0,1.0,1.0,0.0,0.0
d_d005424,천제연폭포,서귀포,중문동,1,4.0,4.0,4.0,60.0,0,d005424,28,여,20,0,6,2,4,2,2,3,5,2,4.0,3,1,0.8888888888888888,0.8888888888888888,0.8888888888888888,-0.18966090327030843,-0.15345938919769067
d_d004363,본태박물관,서귀포,안덕면,2,3.0,2.0,4.0,30.0,0,d004363,2,여,20,0,7,7,4,7,7,6,1,4,2.0,2,0,0.7058823529411765,0.6153846153846154,0.8888888888888888,-0.45613474292005945,-0.48247029134447045
d_d001275,제주동문재래야시장,제주,이도일동,4,5.0,4.0,5.0,30.0,1,d001275,6,여,20,1,5,3,1,4,6,6,2,6,2.0,1,0,1.0714285714285714,0.9230769230769231,1.0,-0.020726620738038052,-0.026350056415477323
d_d000956,ICC제주국제컨벤션센터,서귀포,중문동,3,4.0,4.0,4.0,480.0,0,d000956,5,남,20,0,2,2,2,4,2,3,3,5,7.0,3,7,1.0,1.0,1.0,0.0,0.0
d_d004269,이마트 서귀포점,서귀포,법환동,4,5.0,5.0,5.0,30.0,0,d004269,3,남,30,1,1,4,1,4,4,7,1,7,7.0,1,3,1.25,1.25,1.25,0.4267370323581939,0.34528362569480375
d_d000484,산방산탄산온천,서귀포,안덕면,6,5.0,5.0,5.0,180.0,1,d000484,25,여,30,0,2,2,4,6,4,1,7,4,3.0,2,2,1.1111111111111112,1.25,1.25,0.3654637327100357,0.27048849827046156
d_d004211,포도뮤지엄,서귀포,안덕면,3,5.0,5.0,5.0,60.0,0,d004211,6,남,20,0,4,1,4,4,3,5,6,3,7.0,3,0,1.0,1.0,1.0,0.0,0.0
d_d004738,검멀레해변,제주,우도면,1,4.0,4.0,4.0,30.0,1,d004738,12,여,30,0,6,3,5,4,5,6,6,2,1.0,2,3,1.1111111111111112,1.1764705882352942,1.1764705882352942,0.27239164653606246,0.2085319111142887
d_d007782,마라도,서귀포,대정읍,1,4.0,4.0,4.0,60.0,0,d007782,26,여,20,0,2,6,5,4,5,3,6,5,3.0,1,1,1.1428571428571428,1.3333333333333333,1.3333333333333333,0.48495075600773657,0.3578019928396879
d_d007799,더마파크,제주,한림읍,3,5.0,5.0,5.0,180.0,0,d007799,21,여,30,1,3,3,4,3,4,5,2,6,2.0,3,8,1.1111111111111112,1.1764705882352942,1.1764705882352942,0.27239164653606246,0.2085319111142887
d_d006122,에코랜드테마파크,제주,조천읍,6,4.0,4.0,3.0,120.0,0,d006122,2,남,20,0,5,2,3,3,3,4,3,5,10.0,1,1,0.8888888888888888,0.8888888888888888,0.7058823529411765,-0.2970269083178109,-0.15345938919769067
d_d007019,산방산탄산온천,서귀포,안덕면,6,5.0,5.0,5.0,180.0,1,d007019,10,여,20,0,4,1,3,3,4,5,4,3,2.0,2,1,1.0,1.0,1.0,0.0,0.0
d_d001340,세화해변,제주,구좌읍,1,4.0,5.0,5.0,60.0,1,d001340,22,여,20,0,4,5,2,4,4,2,4,6,1.0,4,1,0.9032258064516129,1.09375,1.09375,0.07597325592342159,0.02687933403167545
d_d000878,제주국제평화센터,서귀포,중문동,3,4.0,4.0,4.0,90.0,0,d000878,22,남,30,0,4,5,3,3,4,5,5,6,2.0,1,3,0.9523809523809523,1.0526315789473684,1.0526315789473684,0.0456120311263625,0.018703829223440892
d_d005992,일출랜드,서귀포,성산읍,1,5.0,5.0,5.0,60.0,0,d005992,23,남,30,0,1,1,6,3,1,5,6,2,3.0,1,1,1.0,1.1111111111111112,1.0,0.07545576048722666,0.09362328725821681
d_d001304,비자림,제주,구좌읍,1,5.0,5.0,3.0,60.0,1,d001304,22,여,20,0,1,1,4,6,1,1,7,7,2.0,2,1,1.0,1.0,1.0,0.0,0.0
d_d005117,상효원수목원,서귀포,상효동,1,5.0,5.0,5.0,180.0,0,d005117,2,여,20,0,5,6,3,4,4,4,4,6,3.0,2,1,1.0,1.0,1.0,0.0,0.0
d_d010447,카멜리아힐,서귀포,안덕면,1,5.0,4.0,4.0,150.0,1,d010447,2,남,30,1,2,2,3,2,4,5,2,6,2.0,2,0,1.3636363636363638,1.2,1.2,0.41358071347202174,0.36434915977579535
d_d004391,카멜리아힐,서귀포,안덕면,7,5.0,5.0,5.0,120.0,0,d004391,10,남,30,1,1,1,1,7,7,1,7,1,7.0,4,1,1.153846153846154,1.153846153846154,1.153846153846154,0.2626074045281195,0.21248223119680246
d_d002450,함덕해수욕장,제주,조천읍,1,5.0,5.0,5.0,60.0,0,d002450,3,여,30,1,2,1,1,2,4,4,4,4,1.0,1,1,1.25,1.3888888888888888,1.1904761904761905,0.4861353920397869,0.4623127347675747
d_d012470,왈종미술관,서귀포,동홍동,3,3.0,3.0,3.0,30.0,0,d012470,6,남,50,0,5,3,3,2,3,4,3,4,4.0,1,0,0.8571428571428571,0.8571428571428571,0.8571428571428571,-0.24384973277611088,-0.19730492896845936
d_d001904,제주관광공사 지정면세점,서귀포,중문동,4,4.0,4.0,5.0,60.0,1,d001904,1,여,20,1,3,2,6,2,2,6,6,2,3.0,6,3,1.0,1.0,1.1111111111111112,0.06518650306455512,0.0
d_d003504,제주동문재래시장,제주,이도일동,4,3.0,2.0,2.0,0.0,1,d003504,21,여,30,0,1,7,1,5,1,1,2,6,5.0,5,0,0.75,0.5714285714285714,0.5714285714285714,-0.6527692416378432,-0.49574962307408066
d_d010178,약천사,서귀포,대포동,2,5.0,5.0,5.0,60.0,0,d010178,23,남,20,0,7,1,2,2,2,6,6,7,1.0,2,1,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.18966090327030843,0.15345938919769067
d_d001861,이중섭미술관,서귀포,서귀동,3,5.0,5.0,5.0,30.0,0,d001861,6,여,20,0,3,2,3,4,6,5,5,3,2.0,1,0,1.0526315789473684,1.0,1.0,0.023219355656144205,0.028343416708171764
d_d000291,제주동문수산시장,제주,이도1동,4,4.0,4.0,4.0,90.0,1,d000291,11,여,20,0,4,6,2,1,5,7,3,3,1.0,5,1,1.0,1.0,1.0,0.0,0.0
d_d012341,항파두리 항몽유적지,제주,애월읍,2,4.0,4.0,4.0,30.0,0,d012341,2,여,40,0,1,7,1,3,5,2,6,6,2.0,4,0,0.9230769230769231,0.9230769230769231,1.0,-0.08617458475782917,-0.1062411155984011
d_d008119,쇠소깍,서귀포,하효동,1,5.0,5.0,5.0,60.0,0,d008119,26,여,20,0,4,6,1,4,4,7,1,7,3.0,3,1,1.0,1.0,1.0,0.0,0.0
d_d000441,성산일출봉,서귀포,성산읍,1,4.0,3.0,3.0,30.0,0,d000441,23,남,20,0,2,1,1,2,3,2,5,6,3.0,4,1,1.0,0.8571428571428571,0.8571428571428571,-0.1808257674237194,-0.12037279790342159
d_d001987,중문대포주상절리대,서귀포,중문동,1,5.0,5.0,5.0,90.0,0,d001987,23,남,30,1,2,2,2,2,3,6,6,2,1.0,3,1,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.18966090327030843,0.15345938919769067
d_d001558,9.81파크,제주,애월읍,5,4.0,3.0,4.0,60.0,0,d001558,27,여,20,0,2,3,2,5,5,3,2,6,7.0,1,0,0.8275862068965518,0.6428571428571428,0.8275862068965518,-0.4197512497270252,-0.3937811184577374
d_d004040,제주관광공사 지정면세점,서귀포,중문동,4,4.0,4.0,4.0,60.0,1,d004040,5,남,20,0,5,2,2,6,6,5,6,2,3.0,2,1,0.8888888888888888,0.8888888888888888,0.8888888888888888,-0.18966090327030843,-0.15345938919769067
d_d005548,오설록티뮤지엄,서귀포,안덕면,3,3.0,2.0,3.0,60.0,1,d005548,22,여,40,0,6,4,5,4,6,6,4,3,2.0,1,0,1.0,1.0,1.0,0.0,0.0
d_d010531,검멀레해변,제주,우도면,1,5.0,5.0,5.0,30.0,0,d010531,21,여,20,0,3,2,5,4,3,5,5,4,2.0,2,0,1.0,1.0,1.0,0.0,0.0
d_d004738,훈데르트바서파크,제주,우도면,6,4.0,3.0,3.0,90.0,0,d004738,12,여,30,0,6,3,5,4,5,6,6,2,1.0,2,3,1.1111111111111112,0.8823529411764706,0.8823529411764706,-0.09989669815983042,-0.03929443751040276
d_d002588,제주동문재래시장,제주,이도일동,4,5.0,5.0,5.0,60.0,0,d002588,1,여,30,0,4,4,5,4,4,5,3,4,3.0,4,3,1.0869565217391306,1.1904761904761905,1.1363636363636362,0.24771676335398565,0.20732531756299089
d_d012347,액티브파크,제주,한림읍,5,5.0,5.0,5.0,30.0,0,d012347,26,여,40,1,1,4,1,7,7,1,7,1,3.0,2,6,1.0,1.0,1.0,0.0,0.0
d_d007182,서귀포치유의숲,서귀포,호근동,7,5.0,5.0,5.0,120.0,0,d007182,28,여,30,0,6,1,6,2,2,6,3,1,4.0,5,0,1.0,1.0,1.0,0.0,0.0
d_d000185,본태박물관,서귀포,안덕면,2,4.0,3.0,3.0,150.0,0,d000185,5,여,30,1,2,2,1,2,4,1,4,7,2.0,5,1,1.0,1.0,1.0,0.0,0.0
d_d009007,올레야시장,서귀포,서귀동,4,5.0,5.0,5.0,120.0,0,d009007,10,여,60,0,2,2,2,3,2,4,6,4,2.0,2,1,1.153846153846154,1.153846153846154,1.153846153846154,0.2626074045281195,0.21248223119680246
d_d001406,서귀포향토오일시장,서귀포,동홍동,4,3.0,3.0,3.0,0.0,0,d001406,3,여,30,1,2,4,2,3,2,3,3,4,2.0,3,1,0.75,0.7894736842105263,0.75,-0.39993038060615294,-0.3120227210109636
d_d009380,여미지식물원,서귀포,색달동,6,5.0,5.0,5.0,150.0,1,d009380,2,여,20,0,2,2,6,6,1,2,7,2,3.0,2,1,1.0,1.1111111111111112,1.0,0.07545576048722666,0.09362328725821681
d_d006783,표선해수욕장,서귀포,표선면,1,4.0,4.0,4.0,60.0,0,d006783,28,남,50,0,1,1,1,1,1,1,4,4,2.0,2,0,1.0,1.0,1.0,0.0,0.0
d_d009886,제주동문재래야시장,제주,이도일동,4,5.0,5.0,5.0,30.0,0,d009886,12,여,30,0,2,4,1,6,4,2,7,6,1.0,1,1,1.0,1.0,1.0,0.0,0.0
d_d009464,제주동문공설시장,제주,일도1동,4,4.0,4.0,4.0,60.0,1,d009464,22,여,20,0,1,3,2,6,7,6,6,6,3.0,2,1,0.9523809523809523,1.0526315789473684,0.9090909090909091,-0.03860019771301488,0.018703829223440892
d_d002972,협재해수욕장,제주,한림읍,1,5.0,5.0,5.0,90.0,1,d002972,22,여,30,0,4,2,4,2,2,2,2,7,3.0,1,2,1.153846153846154,1.5,1.3636363636363638,0.6207605312728002,0.5041547799627853
d_d001144,서귀포치유의숲,서귀포,호근동,1,5.0,5.0,5.0,90.0,0,d001144,23,여,50,0,2,4,3,4,2,5,2,6,2.0,1,0,1.153846153846154,1.153846153846154,1.25,0.31901880141090755,0.21248223119680246
d_d011481,검멀레해변,제주,우도면,1,5.0,4.0,4.0,60.0,1,d011481,22,여,30,0,3,4,4,4,5,4,3,6,3.0,2,1,1.1111111111111112,1.0,1.0,0.04901863971852673,0.05983610193947382
d_d000334,돈내코유원지,서귀포,상효동,1,5.0,5.0,5.0,180.0,0,d000334,5,여,30,0,1,2,4,4,4,2,2,3,1.0,1,3,1.0526315789473684,1.1111111111111112,1.1111111111111112,0.16386161920792597,0.12196670396638855
d_d002412,서귀포치유의숲,서귀포,호근동,7,4.0,3.0,3.0,30.0,0,d002412,28,여,30,0,3,2,5,3,3,4,5,5,6.0,4,1,0.9230769230769231,0.8999999999999999,0.75,-0.24851579767734833,-0.12568595218280007
d_d009543,카멜리아힐,서귀포,안덕면,3,4.0,4.0,5.0,180.0,0,d009543,2,남,20,0,2,3,1,5,5,2,2,2,3.0,1,1,1.0,1.0,1.0,0.0,0.0
d_d002447,제주동문시장,제주,일도일동,4,4.0,5.0,4.0,30.0,1,d002447,28,남,30,0,2,1,6,1,2,4,2,5,1.0,4,3,1.0,1.3636363636363638,1.0,0.24694612523092352,0.30640348557234587
d_d009677,서귀포매일올레시장,서귀포,서귀동,4,3.0,3.0,3.0,30.0,1,d009677,1,여,40,0,4,4,5,4,4,5,5,4,4.0,3,0,1.0,0.8571428571428571,0.8571428571428571,-0.1808257674237194,-0.12037279790342159
d_d002317,김녕해수욕장,제주,구좌읍,1,3.0,4.0,4.0,30.0,0,d002317,22,남,30,1,2,2,2,2,2,2,6,1,1.0,2,1,0.9375,1.25,1.1764705882352942,0.2457339811218232,0.17699458899003367
d_d005188,서귀포매일올레시장,서귀포,서귀동,4,5.0,5.0,5.0,30.0,0,d005188,2,여,30,0,3,3,2,4,5,5,5,5,1.0,2,2,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.18966090327030843,0.15345938919769067
d_d010056,서귀포매일올레시장,서귀포,서귀동,4,5.0,5.0,5.0,120.0,0,d010056,2,여,20,0,5,1,6,3,6,6,6,2,3.0,1,1,1.0714285714285714,1.0714285714285714,1.0714285714285714,0.12192486638805536,0.0986524644842296
d_d002450,섭지코지,서귀포,성산읍,1,3.0,3.0,3.0,60.0,0,d002450,3,여,30,1,2,1,1,2,4,4,4,4,1.0,1,1,0.75,0.8333333333333333,0.7142857142857143,-0.3910980165492381,-0.2750661602511412
d_d009016,서귀포매일올레시장,서귀포,서귀동,4,3.0,4.0,4.0,30.0,1,d009016,22,여,20,0,3,4,2,2,2,4,2,7,3.0,1,1,0.8571428571428571,1.3333333333333333,1.3333333333333333,0.3589028253029536,0.20393773070961244
d_d011890,일출랜드,서귀포,성산읍,6,4.0,4.0,4.0,90.0,0,d011890,22,여,30,0,2,2,3,3,3,3,4,5,1.0,5,1,1.0,1.0,1.0,0.0,0.0
d_d000415,서귀포매일올레시장,서귀포,서귀동,4,3.0,3.0,3.0,90.0,1,d000415,21,여,30,0,3,2,5,5,5,3,3,2,4.0,2,0,1.0,1.0,1.0,0.0,0.0
d_d007636,기당미술관,서귀포,서홍동,3,5.0,5.0,5.0,30.0,0,d007636,6,여,20,0,1,7,1,7,1,1,7,1,2.0,1,0,1.1111111111111112,1.4285714285714286,1.25,0.48673191920736414,0.4209544956497385
d_d006672,뽀로로앤타요테마파크 제주,서귀포,안덕면,6,4.0,4.0,4.0,150.0,0,d006672,2,남,30,1,1,1,1,1,1,1,1,4,2.0,2,3,1.090909090909091,1.2,1.2,0.2932622341629107,0.21747872774254148
d_d000308,오설록티뮤지엄,서귀포,안덕면,3,4.0,4.0,4.0,120.0,1,d000308,24,여,20,0,4,2,4,4,4,2,3,4,1.0,2,3,1.0,1.0526315789473684,1.0526315789473684,0.06662001957715968,0.04434787291178683
d_d001908,금능해수욕장,제주,한림읍,1,5.0,5.0,5.0,30.0,0,d001908,28,여,20,0,1,1,1,3,4,4,7,3,1.0,4,2,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.18966090327030843,0.15345938919769067
d_d002611,제주동문시장,제주,일도일동,4,4.0,4.0,4.0,30.0,0,d002611,23,여,30,1,6,3,4,1,1,4,6,4,2.0,4,1,1.0,1.1428571428571428,1.1428571428571428,0.18082576742371925,0.1203727979034215
d_d012400,방주교회,서귀포,안덕면,2,5.0,5.0,5.0,30.0,1,d012400,22,남,40,0,1,1,1,4,1,4,3,5,3.0,2,3,1.0,1.0,1.0,0.0,0.0
d_d001046,제주동문재래시장,제주,이도일동,4,5.0,5.0,5.0,30.0,0,d001046,2,남,20,0,2,1,1,7,6,5,1,1,7.0,1,0,1.0,1.0,1.0,0.0,0.0
d_d001625,협재해수욕장,제주,한림읍,1,4.0,4.0,4.0,30.0,1,d001625,9,남,20,0,5,3,2,5,4,3,3,4,2.0,1,0,1.0,1.0,1.0,0.0,0.0
d_d000524,9.81파크,제주,애월읍,5,5.0,5.0,5.0,120.0,0,d000524,22,여,20,1,1,3,2,1,1,4,7,7,2.0,4,1,1.25,1.25,1.4285714285714286,0.5315010551405147,0.34528362569480375
d_d000116,테디베어뮤지엄 제주점,서귀포,색달동,3,4.0,3.0,3.0,90.0,0,d000116,23,남,30,0,4,1,5,2,2,6,6,4,2.0,7,0,1.090909090909091,1.0,1.125,0.1134409757173282,0.04895681067775136
d_d007947,신화관 제주신화월드 스카이풀,서귀포,안덕면,6,5.0,5.0,5.0,90.0,1,d007947,23,여,30,0,1,2,1,2,6,3,3,7,7.0,3,3,1.1764705882352942,1.25,1.1764705882352942,0.3511600996340957,0.3056862052936814
d_d001416,제주시민속오일시장,제주,도두일동,4,3.0,3.0,3.0,30.0,0,d001416,27,여,20,0,3,2,3,5,6,3,3,6,9.0,3,1,0.8999999999999999,1.0,1.0,-0.04411677574667407,-0.05385249174552647
d_d010576,훈데르트바서파크,제주,우도면,2,5.0,5.0,5.0,90.0,0,d010576,2,여,30,0,4,4,6,1,3,5,5,3,3.0,2,3,1.1111111111111112,1.1111111111111112,1.0,0.12447440020575337,0.15345938919769067
d_d003925,드르쿰다in성산,서귀포,성산읍,5,5.0,5.0,5.0,120.0,0,d003925,6,여,40,1,1,1,1,1,1,6,7,7,1.0,5,3,1.0,1.0,1.0,0.0,0.0
d_d004431,루나폴,서귀포,안덕면,6,5.0,3.0,4.0,120.0,0,d004431,2,여,30,0,2,1,2,6,6,4,2,6,3.0,4,2,1.0714285714285714,0.8181818181818182,1.090909090909091,-0.03862666834099354,-0.11473567725365398
d_d006267,제주동문시장,제주,일도일동,4,5.0,5.0,5.0,30.0,1,d006267,21,여,30,0,5,6,4,4,6,7,4,6,1.0,3,0,1.0,1.0,1.0,0.0,0.0
d_d000172,함덕해수욕장,제주,조천읍,1,5.0,5.0,5.0,90.0,0,d000172,21,여,20,0,3,2,2,3,6,4,2,7,2.0,3,1,1.0,1.0,1.0,0.0,0.0
d_d005567,함덕해수욕장,제주,조천읍,1,5.0,5.0,5.0,30.0,0,d005567,21,여,20,0,2,2,1,3,2,2,6,4,1.0,1,1,1.0,1.0,1.0,0.0,0.0
d_d000054,섭지코지,서귀포,성산읍,1,4.0,3.0,3.0,60.0,0,d000054,2,남,40,1,2,2,2,1,2,6,1,2,2.0,2,4,1.4545454545454546,1.5,1.3333333333333333,0.7356412302347033,0.666088846050732
d_d006946,포도뮤지엄,서귀포,안덕면,3,5.0,5.0,5.0,60.0,0,d006946,6,여,40,1,1,1,4,3,6,4,1,6,3.0,6,3,1.0714285714285714,1.0714285714285714,1.0714285714285714,0.12192486638805536,0.0986524644842296
d_d005089,마노르블랑,서귀포,안덕면,1,4.0,3.0,4.0,90.0,0,d005089,11,여,20,1,2,3,2,4,2,2,5,1,2.0,4,0,1.0,1.0,1.0,0.0,0.0
d_d003100,한담몰,제주,애월읍,4,4.0,4.0,4.0,30.0,0,d003100,24,여,20,0,5,4,2,4,4,4,3,6,2.0,1,0,1.0,0.8888888888888888,1.0,-0.07545576048722666,-0.09362328725821681
d_d004710,윈드1947카트테마파크,서귀포,토평동,5,3.0,2.0,3.0,30.0,0,d004710,22,여,20,0,4,3,2,4,4,3,3,5,1.0,1,1,1.0,1.3333333333333333,1.2,0.34370298697787893,0.28086986177465023
d_d004872,함덕해수욕장,제주,조천읍,1,5.0,5.0,5.0,90.0,1,d004872,25,여,20,0,4,1,1,4,1,3,1,7,5.0,5,1,1.0,1.0,1.0,0.0,0.0
d_d004626,스누피가든,제주,구좌읍,6,5.0,4.0,4.0,180.0,0,d004626,3,여,50,0,6,6,4,6,6,4,5,4,2.0,2,0,1.0,1.0,1.0,0.0,0.0
d_d008066,협재해수욕장,제주,한림읍,1,5.0,5.0,5.0,30.0,1,d008066,7,여,20,0,7,7,1,7,7,7,7,1,7.0,2,0,1.0,1.0,1.0,0.0,0.0
