TRAVELER_ID,RESIDENCE_SGG_CD,GENDER,AGE_GRP,EDU_NM,EDU_FNSH_SE,MARR_STTS,FAMILY_MEMB,JOB_NM,JOB_ETC,INCOME,HOUSE_INCOME,TRAVEL_TERM,TRAVEL_NUM,TRAVEL_LIKE_SIDO_1,TRAVEL_LIKE_SGG_1,TRAVEL_LIKE_SIDO_2,TRAVEL_LIKE_SGG_2,TRAVEL_LIKE_SIDO_3,TRAVEL_LIKE_SGG_3,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_STATUS_RESIDENCE,TRAVEL_STATUS_DESTINATION,TRAVEL_STATUS_ACCOMPANY,TRAVEL_STATUS_YMD,TRAVEL_MOTIVE_1,TRAVEL_MOTIVE_2,TRAVEL_MOTIVE_3,TRAVEL_COMPANIONS_NUM
d005520,50,여,50,6,1.0,4.0,3,3.0,,4,5.0,3,5,42,42210,46,46890,47,47130,2,1,2,2,2,2,2,2,제주특별자치도,제주,나홀로 여행,2022-10-11~2022-10-12,1.0,2.0,4.0,0
d011291,43,여,30,8,1.0,2.0,4,3.0,,5,8.0,2,1,42,42830,50,50130,47,47770,2,1,2,4,2,6,1,7,충청북도,제주,자녀 동반 여행,2022-11-01~2022-11-02,8.0,3.0,2.0,3
a004595,41,여,30,6,1.0,1.0,3,3.0,,5,9.0,2,1,42,42150,31,31710,26,26410,1,7,1,5,6,6,1,1,경기도,경기,3인 이상 여행(가족 외),2022-10-08~2022-10-08,6.0,7.0,2.0,2
d008001,11,남,20,6,1.0,1.0,1,2.0,,5,,3,2,50,50130,41,41820,26,26350,5,2,3,3,3,3,4,5,서울특별시,제주,나홀로 여행,2022-10-26~2022-10-31,1.0,2.0,5.0,1
d007863,11,여,20,6,1.0,1.0,4,3.0,,4,7.0,3,4,50,50110,42,42150,47,47940,5,2,6,4,5,5,4,5,서울특별시,제주,부모 동반 여행,2022-10-27~2022-10-30,9.0,3.0,2.0,3
d007397,50,남,40,7,5.0,2.0,4,1.0,,6,8.0,2,1,50,50130,11,11710,48,48220,3,3,4,3,7,5,4,6,제주특별자치도,제주,자녀 동반 여행,2022-10-28~2022-10-29,1.0,7.0,3.0,3
d002910,11,남,30,6,1.0,2.0,2,2.0,,6,8.0,3,4,50,50130,26,26350,42,42150,1,6,1,4,5,2,3,5,서울특별시,제주,2인 가족 여행,2022-10-19~2022-10-22,1.0,2.0,3.0,1
d004960,41,여,30,6,1.0,2.0,3,3.0,,2,5.0,3,4,42,42210,50,50130,50,50110,4,2,4,4,5,4,3,2,경기도,제주,3대 동반 여행(친척 포함),2022-10-15~2022-10-18,9.0,3.0,2.0,6
d003562,50,여,20,6,1.0,1.0,4,12.0,,3,8.0,4,3,11,11680,30,30110,50,50130,7,1,1,4,2,5,7,5,제주특별자치도,제주,3인 이상 여행(가족 외),2022-10-29~2022-10-29,1.0,3.0,2.0,1
d004238,50,여,40,6,1.0,2.0,4,4.0,,4,8.0,3,2,26,26350,42,42110,11,11680,6,6,1,2,6,6,6,7,제주특별자치도,제주,자녀 동반 여행,2022-10-22~2022-10-23,2.0,1.0,3.0,2
d001370,30,여,20,6,1.0,1.0,3,2.0,,4,8.0,2,2,42,42150,50,50130,26,26500,3,2,3,3,5,2,7,7,대전광역시,제주,3인 이상 여행(가족 외),2022-09-24~2022-09-26,3.0,1.0,,3
d006189,41,남,20,6,2.0,1.0,4,12.0,,2,12.0,3,6,50,50110,50,50130,26,26350,4,3,4,6,6,3,6,3,경기도,제주,나홀로 여행,2022-10-26~2022-10-29,1.0,7.0,4.0,0
d009367,45,여,20,6,1.0,1.0,4,13.0,,3,6.0,3,4,50,50130,45,45190,50,50110,4,2,5,2,2,4,5,2,전라북도,제주,3인 이상 여행(가족 외),2022-10-29~2022-10-31,1.0,2.0,,3
d000854,11,여,30,5,1.0,1.0,1,3.0,,4,,2,1,26,26350,50,50130,47,47130,4,1,4,3,6,4,1,3,서울특별시,제주,2인 여행(가족 외),2022-08-26~2022-08-28,3.0,1.0,2.0,1
d005567,29,여,20,6,1.0,1.0,4,12.0,,1,7.0,1,1,11,11200,26,26710,50,50130,2,2,1,3,2,2,6,4,광주광역시,제주,2인 가족 여행,2022-10-17~2022-10-20,1.0,2.0,3.0,1
d008062,11,남,30,6,1.0,1.0,4,1.0,,4,11.0,3,3,50,50130,42,42150,26,26350,3,3,3,4,5,5,5,5,서울특별시,제주,2인 여행(가족 외),2022-10-27~2022-10-29,3.0,1.0,2.0,1
d007798,29,남,20,6,1.0,1.0,1,3.0,,4,,2,1,45,45790,50,50130,48,48170,6,1,1,7,4,7,7,1,광주광역시,제주,나홀로 여행,2022-10-26~2022-10-28,2.0,10.0,4.0,0
d012256,50,여,20,6,1.0,1.0,1,13.0,,4,,3,5,50,50110,42,42150,11,11110,2,3,2,4,4,5,5,5,제주특별자치도,제주,나홀로 여행,2022-11-05~2022-11-07,2.0,4.0,7.0,0
