iter	RMSE
185	0.2264431307
186	0.2263577717
187	0.2262816829
188	0.2262372344
189	0.2261800361
190	0.2261440355
191	0.2261049812
192	0.2260625073
193	0.2260355783
194	0.2259503606
195	0.2259065122
196	0.2258706921
197	0.2258219189
198	0.2257449614
199	0.2255975059
200	0.2255428284
201	0.2255269144
202	0.2255049736
203	0.2254684551
204	0.225431987
205	0.2253603599
206	0.22534663
207	0.2253374305
208	0.2252954912
209	0.2252809495
210	0.2252765142
211	0.2252586721
212	0.2252134185
213	0.2251636441
214	0.2251356772
215	0.2250863309
216	0.2250230099
217	0.2249978556
218	0.2249796021
219	0.2249446549
220	0.224907014
221	0.2248378093
222	0.2248291161
223	0.2247496954
224	0.2247149712
225	0.2246930749
226	0.2246708439
227	0.2246070685
228	0.2245030919
229	0.2244740506
230	0.2244187673
231	0.224398131
232	0.2243810987
233	0.2243392978
234	0.2243056807
235	0.2242689212
236	0.2242536073
237	0.224223718
238	0.2241712453
239	0.2240874735
240	0.2240826509
241	0.2240249541
242	0.2240113236
243	0.2239739386
244	0.2239285549
245	0.223865845
246	0.2238421235
247	0.2237784067
248	0.2237619746
249	0.223724333
250	0.2236937982
251	0.2236658268
252	0.223617498
253	0.2236015465
254	0.2235787173
255	0.2235521067
256	0.2235179887
257	0.2234476712
258	0.223395852
259	0.223330906
260	0.2233139466
261	0.2232400226
262	0.223138219
263	0.2231226922
264	0.2230339953
265	0.2229940001
266	0.2229486232
267	0.2229130811
268	0.2228935752
269	0.2228805526
270	0.2228622329
271	0.2228461663
272	0.2227809801
273	0.2227503503
274	0.2226688832
275	0.2226515479
276	0.2225474162
277	0.2224920914
278	0.2224362643
279	0.2223904752
280	0.2223838167
281	0.2223643024
282	0.2223411962
283	0.222332047
284	0.2223203828
285	0.2222675968
286	0.2222282573
287	0.2222080737
288	0.222178146
289	0.2221308
290	0.2220002923
291	0.2219608922
292	0.22191841
293	0.2218066595
294	0.2217760122
295	0.2217589236
296	0.2217066506
297	0.2216862584
298	0.2216808621
299	0.2216159919
300	0.2215824307
301	0.2215627548
302	0.2215490657
303	0.2214955731
304	0.2214712279
305	0.2214355456
306	0.2213797806
307	0.2213720801
308	0.2213203622
309	0.2212477279
310	0.2211874318
311	0.2211173321
312	0.2210809877
313	0.2210234605
314	0.2210180389
315	0.2209961878
316	0.2209617686
317	0.2209490802
318	0.2208593317
319	0.2208268987
320	0.2208138215
321	0.2208045789
322	0.220770931
323	0.2207616036
324	0.2207338889
325	0.2207266969
326	0.2206828182
327	0.2205828462
328	0.2204913835
329	0.220465383
330	0.2204485388
331	0.2204112487
332	0.2204035118
333	0.220342649
334	0.2203382621
335	0.2203048846
336	0.2202336142
337	0.220226143
338	0.2201994964
339	0.2201284808
340	0.2200847478
341	0.2200487818
342	0.2200434876
343	0.2199812099
344	0.2199528983
345	0.2198987378
346	0.219802306
347	0.2197553369
348	0.2197045414
349	0.21969395
350	0.2196504446
351	0.2196058865
352	0.2195867077
353	0.2194788099
354	0.2194389062
355	0.2193924175
356	0.2193812415
357	0.2193621824
358	0.2193526731
359	0.2193490166
360	0.2192589625
361	0.2192347447
362	0.2191993358
363	0.2191829264
364	0.2191542105
365	0.2190926723
366	0.2190471106
367	0.2190039732
368	0.21899977
369	0.2189649782
370	0.2189617733
371	0.2189563668
372	0.2189418899
373	0.2188572065
374	0.2188493615
375	0.2188219631
376	0.2187896482
377	0.2187426086
378	0.2187035666
379	0.218653475
380	0.2186401479
381	0.2185515762
382	0.218532269
383	0.2185198572
384	0.2184788171
385	0.2184622032
386	0.2184245431
387	0.2184177759
388	0.2184123403
389	0.2184089237
390	0.218366593
391	0.2182981643
392	0.2182551001
393	0.2182339812
394	0.2181244952
395	0.2181036965
396	0.2180213369
397	0.2180001135
398	0.2179738053
399	0.2179422558
400	0.2179143827
401	0.217882867
402	0.217835981
403	0.2178209804
404	0.2178169988
405	0.2177980695
406	0.2177705349
407	0.2177151766
408	0.2176850861
409	0.2176310794
410	0.217572287
411	0.2175399713
412	0.2175375573
413	0.2174857856
414	0.2174470172
415	0.2174442375
416	0.2174269927
417	0.2173677932
418	0.2173533907
419	0.2173242404
420	0.2172916052
421	0.2172544499
422	0.2172202045
423	0.2171593848
424	0.2171092949
425	0.2170822662
426	0.2170502146
427	0.2170152202
428	0.2169879953
429	0.2169860569
430	0.2169433748
431	0.2169422144
432	0.2169103474
433	0.216879361
434	0.2168402833
435	0.2168238644
436	0.2167640294
437	0.2166797978
438	0.2166223943
439	0.2165697064
440	0.216470602
441	0.2164569869
442	0.2164540765
443	0.2164180924
444	0.2164100772
445	0.2164025969
446	0.2163766815
447	0.2163239203
448	0.2163024822
449	0.2162586228
450	0.2162226475
451	0.2161991988
452	0.2161858766
453	0.2161794136
454	0.2161318898
455	0.2160874603
456	0.2160267213
457	0.2159791619
458	0.215966043
459	0.2159328547
460	0.2159002459
461	0.2158592949
462	0.2157578474
463	0.2157250825
464	0.2156871516
465	0.2156509224
466	0.2156105721
467	0.2155909848
468	0.2155724889
469	0.2155181029
470	0.2154765952
471	0.2154591891
472	0.2154179918
473	0.2154016401
474	0.2153651674
475	0.2153488416
476	0.2153136681
477	0.2153068043
478	0.2152080418
479	0.2151324429
480	0.2150872921
481	0.2150627836
482	0.2150061917
483	0.2149702143
484	0.2149577411
485	0.2149346362
486	0.2148666579
487	0.2148533438
488	0.214788089
489	0.2147844209
490	0.2147048561
491	0.2146680308
492	0.214651559
493	0.2146489302
494	0.2146111689
495	0.2145341783
496	0.2145132093
497	0.2144443048
498	0.214372338
499	0.2143599822
500	0.2143284809
501	0.214298257
502	0.2142583542
503	0.2142444118
504	0.2142425397
505	0.2142070773
506	0.2141654882
507	0.2141267412
508	0.2140696968
509	0.2140277505
510	0.2140167408
511	0.2139818391
512	0.2139558056
513	0.2139378617
514	0.2139219956
515	0.2138905868
516	0.2138758034
517	0.2138714604
518	0.2138495552
519	0.2137927858
520	0.2137649712
521	0.2137329195
522	0.2137251167
523	0.2136932057
524	0.2136579616
525	0.2136236355
526	0.2136044241
527	0.213547184
528	0.2135120771
529	0.2134659418
530	0.2133607549
531	0.2133279596
532	0.213290707
533	0.2132504378
534	0.2131954223
535	0.2131830356
536	0.2131393719
537	0.2131347718
538	0.2131290042
539	0.2131260308
540	0.2131060443
541	0.2130738756
542	0.2130680511
543	0.2130148993
544	0.2129415903
545	0.2128957641
546	0.2128702824
547	0.2128496469
548	0.2128332007
549	0.2127766079
550	0.2127138161
551	0.2126811381
552	0.2126673595
553	0.2126267787
554	0.2126169946
555	0.2125669944
556	0.2125100791
557	0.2124596312
558	0.2124333692
559	0.2123736566
560	0.2123351121
561	0.2123234175
562	0.2122393177
563	0.2121705875
564	0.2121365808
565	0.2120865078
566	0.2120119394
567	0.2119683438
568	0.2119645262
569	0.2119285074
570	0.2118834342
571	0.2118274392
572	0.2117912426
573	0.2117519891
574	0.2117292691
575	0.2116921026
576	0.2116416266
577	0.2116158922
578	0.2115565169
579	0.2115510485
580	0.2115288863
581	0.2114980123
582	0.2114565429
583	0.2114302595
584	0.211421714
585	0.2113591962
586	0.2113223933
587	0.2113151855
588	0.2112609008
589	0.211252086
590	0.2111865558
591	0.21115113
592	0.2111200458
593	0.2110810767
594	0.2110070194
595	0.2109706688
596	0.2109367947
597	0.210913743
598	0.2108339096
599	0.2107685459
600	0.2107213188
601	0.2106675433
602	0.2106467762
603	0.2105772288
604	0.210555217
605	0.2105498
606	0.210511255
607	0.2104783158
608	0.2104610291
609	0.2104465789
610	0.2104128366
611	0.2104020135
612	0.2103783648
613	0.2103524057
614	0.2103312237
615	0.2103198085
616	0.210301795
617	0.2102721402
618	0.2102276074
619	0.2102129354
620	0.2102043565
621	0.2101627891
622	0.2100997756
623	0.2100367829
624	0.2100347744
625	0.2099640738
626	0.2099370275
627	0.2098919915
628	0.2098582507
629	0.2098260433
630	0.2097850732
631	0.2097231186
632	0.2097027524
633	0.209679141
634	0.2096189988
635	0.2095941081
636	0.2094787609
637	0.209467039
638	0.2094248754
639	0.2094168667
640	0.2093768233
641	0.2093673144
642	0.2093253913
643	0.2093009263
644	0.2092593189
645	0.2092317787
646	0.2091603513
647	0.2091289664
648	0.2091049931
649	0.2090644311
650	0.2090559216
651	0.2090475818
652	0.2090201797
653	0.2089582843
654	0.2089256813
655	0.208872336
656	0.2087893273
657	0.2087748054
658	0.2087117847
659	0.2086944604
660	0.2086085884
661	0.2085599355
662	0.2085483235
663	0.2085283678
664	0.2084993125
665	0.2084858131
666	0.2084765071
667	0.2084499267
668	0.2084143658
669	0.208375414
670	0.208356947
671	0.2083196756
672	0.2082708933
673	0.2082547163
674	0.2082324569
675	0.2082197159
676	0.2081371419
677	0.2081142514
678	0.2081050355
679	0.2081026831
680	0.208070896
681	0.2080259627
682	0.2079984396
683	0.2079842353
684	0.207948884
685	0.207934933
686	0.207894732
687	0.207884388
688	0.2078469123
689	0.2078194946
690	0.2077895872
691	0.2077686257
692	0.2077675381
693	0.2077557269
694	0.2077313977
695	0.2076938681
696	0.2076727967
697	0.2076640409
698	0.2076448235
699	0.2076229993
700	0.2075911437
701	0.2075824444
702	0.2075661823
703	0.2075474253
704	0.2075369763
705	0.2075293809
706	0.207484392
707	0.2074426638
708	0.2074038356
709	0.2073888596
710	0.2073367307
711	0.2072791758
712	0.2072503707
713	0.207188188
714	0.2071173867
715	0.2070662209
716	0.2070376022
717	0.2070144445
718	0.2069456876
719	0.2069322356
720	0.2069087897
721	0.2068844964
722	0.2068670425
723	0.2068243317
724	0.2068110324
725	0.2068093414
726	0.2067874251
727	0.2067826565
728	0.2066898513
729	0.2066804947
730	0.2066643737
731	0.2066379736
732	0.2065788928
733	0.2065310454
734	0.2064941134
735	0.2064711055
736	0.2064423022
737	0.2063963821
738	0.2063709364
739	0.2063607724
740	0.2063174393
741	0.2062915524
742	0.2062612902
743	0.2062412091
744	0.2062314989
745	0.2061840465
746	0.2061583455
747	0.2061427647
748	0.206102453
749	0.2060695062
750	0.2060558312
751	0.2060197623
752	0.2060075845
753	0.2059464939
754	0.205918042
755	0.2058448591
756	0.2057656143
757	0.2057063884
758	0.2056782135
759	0.2056246433
760	0.2055985692
761	0.2055324673
762	0.2055108523
763	0.2054992074
764	0.2054673102
765	0.2054573829
766	0.2054407028
767	0.2054334896
768	0.2054189835
769	0.2053573797
770	0.2053431205
771	0.2053215201
772	0.2053148519
773	0.2052957455
774	0.2052384966
775	0.2052251327
776	0.2052205272
777	0.2052076216
778	0.2051742507
779	0.2050764929
780	0.205065561
781	0.2050397363
782	0.2050113557
783	0.2050073476
784	0.2049767479
785	0.2049666258
786	0.2049354924
787	0.2049243666
788	0.2049018601
789	0.2048086475
790	0.2047757196
791	0.2047362443
792	0.2046851005
793	0.2046587459
794	0.2046130607
795	0.2045992807
796	0.2045786235
797	0.2045723025
798	0.2045408298
799	0.2045016477
800	0.2044407007
801	0.2044092388
802	0.2043744582
803	0.204343638
804	0.2043202878
805	0.2043095746
806	0.2042904135
807	0.2042241154
808	0.2041653009
809	0.2041417348
810	0.2041041659
811	0.2040896351
812	0.2040497014
813	0.2040361507
814	0.204013324
815	0.2039885261
816	0.2039593688
817	0.2039350806
818	0.2038926554
819	0.203872016
820	0.2037934502
821	0.2037786302
822	0.2037630782
823	0.2037552274
824	0.2037314267
825	0.203719105
826	0.2037036189
827	0.2036719601
828	0.2036005523
829	0.203575867
830	0.2035483262
831	0.2035128452
832	0.203512225
833	0.2034934825
834	0.2034814678
835	0.2034657619
836	0.2034262895
837	0.2034181987
838	0.203409697
839	0.2033897592
840	0.2033068684
841	0.2032380264
842	0.2032066819
843	0.2031335924
844	0.2031246979
845	0.2031170086
846	0.2031006298
847	0.2030513899
848	0.2030132543
849	0.2030088882
850	0.2029755665
851	0.2029639686
852	0.2029254196
853	0.2029225793
854	0.202915139
855	0.2028851246
856	0.2028480576
857	0.2028348609
858	0.2027655857
859	0.2027614654
860	0.2027373825
861	0.2027105189
862	0.2026743996
863	0.2026245698
864	0.2025881899
865	0.20257061
866	0.2025273934
867	0.202522449
868	0.2024758865
869	0.2024700353
870	0.2024140567
871	0.2023844398
872	0.2023638028
873	0.2023606589
874	0.2023111948
875	0.2022853701
876	0.2022621779
877	0.202188639
878	0.2021850982
879	0.2021602323
880	0.2020842748
881	0.2020715843
882	0.2020535666
883	0.2020303468
884	0.2019801217
885	0.2019561967
886	0.2019319006
887	0.2019202001
888	0.2018671502
889	0.2018391834
890	0.2017992362
891	0.2017753629
892	0.2017718944
893	0.2017232624
894	0.2017214911
895	0.2017064205
896	0.2016625283
897	0.2016587763
898	0.2016497285
899	0.2016376141
900	0.2016226759
901	0.2016192937
902	0.2015855631
903	0.2015574766
904	0.201524976
905	0.2015010113
906	0.2014780872
907	0.2014380652
908	0.2014065691
909	0.2013697443
910	0.2013647089
911	0.2013451669
912	0.2013430436
913	0.2013001363
914	0.2012585773
915	0.2012490626
916	0.2012340056
917	0.2012030995
918	0.2011803698
919	0.2011463205
920	0.2011047492
921	0.2010755587
922	0.2010008745
923	0.200931505
924	0.2008962154
925	0.2008238373
926	0.2007663389
927	0.2007377822
928	0.2007185139
929	0.2006690833
930	0.2006273683
931	0.2006114264
932	0.2005839419
933	0.2005661894
934	0.2005240477
935	0.2004984636
936	0.2004911303
937	0.2004586439
938	0.2004540657
939	0.2004370795
940	0.2003412498
941	0.2003227465
942	0.2003033375
943	0.2002854378
944	0.2002725097
945	0.2001859725
946	0.2001551325
947	0.2001301655
948	0.2001120424
949	0.200079578
950	0.200053177
951	0.2000422839
952	0.2000235743
953	0.1999904665
954	0.1999699952
955	0.1999301674
956	0.199915774
957	0.1999089888
958	0.1998576363
959	0.1998121166
960	0.1998095026
961	0.199756709
962	0.199754695
963	0.1997430917
964	0.1997333714
965	0.199728505
966	0.1997209151
967	0.1996850549
968	0.1996709624
969	0.1996384112
970	0.1996258618
971	0.1996134556
972	0.1995898116
973	0.1995677641
974	0.1995382273
975	0.1995286263
976	0.1995271541
977	0.1994935532
978	0.1994348143
979	0.1994308263
980	0.1994102093
981	0.1994042841
982	0.1993875477
983	0.1993749048
984	0.1993534735
985	0.1993038021
986	0.1992828454
987	0.199252364
988	0.1992179576
989	0.1991719849
990	0.1991622046
991	0.1991162687
992	0.1990701923
993	0.1990592067
994	0.1990399899
995	0.1989761167
996	0.1989533774
997	0.1989440942
998	0.1989430207
999	0.1989381657
1000	0.1988558598
1001	0.198748604
1002	0.1986959796
1003	0.1986842213
1004	0.1986645051
1005	0.1986537116
1006	0.1986512139
1007	0.1986259946
1008	0.1985937975
1009	0.1985901123
1010	0.1985827122
1011	0.198565738
1012	0.1985225003
1013	0.1985081047
1014	0.1984929971
1015	0.1984573264
1016	0.1984078212
1017	0.1983872538
1018	0.1983616728
1019	0.1983412995
1020	0.1983032352
1021	0.1982736482
1022	0.1982690033
1023	0.1982587274
1024	0.1982436142
1025	0.1982151085
1026	0.198211203
1027	0.1981506246
1028	0.1981391116
1029	0.1981229868
1030	0.1980970119
1031	0.198079239
1032	0.1980516328
1033	0.198044512
1034	0.198038415
1035	0.1980173694
1036	0.1979483034
1037	0.1978945061
1038	0.1978884866
1039	0.1978600336
1040	0.1978379774
1041	0.1978346121
1042	0.1978308372
1043	0.1978018301
1044	0.1977894077
1045	0.197728476
1046	0.19771163
1047	0.1976789351
1048	0.1976397196
1049	0.1976356887
1050	0.1976152351
1051	0.1975956417
1052	0.1975941165
1053	0.1975929257
1054	0.1975343602
1055	0.197524917
1056	0.1975014695
1057	0.1974898413
1058	0.1974301392
1059	0.1973882026
1060	0.1973686628
1061	0.1973247538
1062	0.1972759149
1063	0.1972397942
1064	0.1972256858
1065	0.1971909922
1066	0.1971811114
1067	0.1971637467
1068	0.1971418968
1069	0.1971104272
1070	0.1970845165
1071	0.197065406
1072	0.1970447879
1073	0.1970312534
1074	0.1970292177
1075	0.1969830017
1076	0.1969728994
1077	0.1969180148
1078	0.1968510804
1079	0.1968417159
1080	0.1968289891
1081	0.1968196099
1082	0.1968102506
1083	0.1967451155
1084	0.1967078993
1085	0.1967033578
1086	0.1966995683
1087	0.1966826664
1088	0.1966334321
1089	0.1966231397
1090	0.1966167106
1091	0.1965789287
1092	0.1965591406
1093	0.1965547331
1094	0.1965324648
1095	0.1965282021
1096	0.1965073374
1097	0.1964825312
1098	0.1964628408
1099	0.1964535549
1100	0.1964376194
1101	0.1964180886
1102	0.196357664
1103	0.1963211715
1104	0.1962769484
1105	0.1962216364
1106	0.1962062898
1107	0.1961548957
1108	0.1961536596
1109	0.1961396197
1110	0.1960669663
1111	0.1960106014
1112	0.1960054474
1113	0.1959671885
1114	0.1959624578
1115	0.195927772
1116	0.1959131247
1117	0.1958925516
1118	0.1958847961
1119	0.1958780544
1120	0.1958094461
1121	0.1957642786
1122	0.1957195511
1123	0.1957027056
1124	0.1956764166
1125	0.1956109336
1126	0.1956081583
1127	0.1955999365
1128	0.1955714619
1129	0.1955226212
1130	0.1955178114
1131	0.1954744038
1132	0.1954531558
1133	0.1954248302
1134	0.1954137234
1135	0.1953646292
1136	0.1953636371
1137	0.1952900307
1138	0.1952335815
1139	0.1952267718
1140	0.1952036241
1141	0.1951773117
1142	0.1951429859
1143	0.1951302309
1144	0.1951284425
1145	0.1951256472
1146	0.1950778691
1147	0.1950619239
1148	0.1950296889
1149	0.1950080761
1150	0.1949543004
1151	0.1949129936
1152	0.1948158115
1153	0.1947403722
1154	0.1946984693
1155	0.1946811091
1156	0.1946619528
1157	0.1945855639
1158	0.194584682
1159	0.1945724917
1160	0.1945684289
1161	0.1945234333
1162	0.1944169428
1163	0.194353324
1164	0.1942842927
1165	0.1942739391
1166	0.1942106527
1167	0.1941651917
1168	0.1941144705
1169	0.1940609031
1170	0.1940344606
1171	0.1939802557
1172	0.1939540911
1173	0.1939228375
1174	0.1939102121
1175	0.1938642958
1176	0.1938589656
1177	0.1938210971
1178	0.1937951686
1179	0.1937916515
1180	0.1937882243
1181	0.1937516443
1182	0.1937374811
1183	0.1936671328
1184	0.1936670778
1185	0.1936021014
1186	0.193578407
1187	0.1935610192
1188	0.193534308
1189	0.1935152075
1190	0.1934646839
1191	0.1934246314
1192	0.1934013418
1193	0.193372508
1194	0.1933571454
1195	0.1933425026
1196	0.1933184943
1197	0.1932856056
1198	0.1932627053
1199	0.1932274621
1200	0.1931934249
1201	0.1931687803
1202	0.1931650438
1203	0.193105161
1204	0.1930925626
1205	0.1930786602
1206	0.1930301362
1207	0.1930221771
1208	0.1929471623
1209	0.1929019124
1210	0.1928757425
1211	0.192790011
1212	0.1927394037
1213	0.1927334618
1214	0.1926969294
1215	0.1926702295
1216	0.1926603479
1217	0.1926462195
1218	0.1926274724
1219	0.1926077185
1220	0.192595081
1221	0.1925810948
1222	0.1925650804
1223	0.1925454778
1224	0.1925448111
1225	0.1925305618
1226	0.1925301237
1227	0.1925264634
1228	0.192518324
1229	0.1924726936
1230	0.1924405274
1231	0.1924235766
1232	0.1924174744
1233	0.1923819461
1234	0.192289442
1235	0.1922726079
1236	0.1922252457
1237	0.1922023413
1238	0.1921890415
1239	0.1921648818
1240	0.1921409894
1241	0.1921093365
1242	0.192098137
1243	0.1920629137
1244	0.1920588661
1245	0.19201806
1246	0.1919917369
1247	0.1919733239
1248	0.191950603
1249	0.1919448598
1250	0.1919327601
1251	0.1918900524
1252	0.1918771922
1253	0.1918579856
1254	0.1918372154
1255	0.1918217326
1256	0.1917827442
1257	0.1917144285
1258	0.1917013505
1259	0.191695218
1260	0.1916913731
1261	0.1916741045
1262	0.1916589627
1263	0.1916530797
1264	0.1916227371
1265	0.1916051293
1266	0.1915924671
1267	0.1915798514
1268	0.191549863
1269	0.1915383572
1270	0.1915346703
1271	0.191493502
1272	0.1914751858
1273	0.1914653427
1274	0.1913969246
1275	0.1913802642
1276	0.191342914
1277	0.1913041444
1278	0.1912378342
1279	0.191214039
1280	0.1911665265
1281	0.1911375976
1282	0.1911154537
1283	0.1910890336
1284	0.191079287
1285	0.1910341077
1286	0.1910244181
1287	0.1909971397
1288	0.1909547907
1289	0.1909503517
1290	0.1909171928
1291	0.1908602849
1292	0.1908447467
1293	0.1907685423
1294	0.1907530725
1295	0.1906912412
1296	0.1906695854
1297	0.190631863
1298	0.1906190238
1299	0.1905960185
1300	0.1905786848
1301	0.1905426902
1302	0.1905185577
1303	0.1905123659
1304	0.1904891506
1305	0.1904712915
1306	0.1904584548
1307	0.1904344258
1308	0.1903987834
1309	0.1903828556
1310	0.1903702175
1311	0.1903655075
1312	0.1903497825
1313	0.1903232486
1314	0.1903126186
1315	0.1902832124
1316	0.1902643479
1317	0.1902255794
1318	0.1902210453
1319	0.1902158569
1320	0.1901982542
1321	0.1901791845
1322	0.1901666719
1323	0.1901580864
1324	0.1901446432
1325	0.1901304302
1326	0.1900765899
1327	0.1900691405
1328	0.1900228959
1329	0.1900104166
1330	0.1899965126
1331	0.1899499152
1332	0.1899059772
1333	0.1899007012
1334	0.1898739109
1335	0.1898222469
1336	0.1898074545
1337	0.1897874219
1338	0.1897714768
1339	0.1897307459
1340	0.1896640629
1341	0.1896125032
1342	0.1896118644
1343	0.1895902768
1344	0.189543683
1345	0.1895258467
1346	0.1895027147
1347	0.1894644306
1348	0.1894588487
1349	0.1894239569
1350	0.1893967793
1351	0.1893865461
1352	0.1893840862
1353	0.1893695141
1354	0.189356111
1355	0.1893238247
1356	0.18928455
1357	0.1892514944
1358	0.1891709811
1359	0.1891700445
1360	0.1891496074
1361	0.1891368946
1362	0.189127622
1363	0.1891123157
1364	0.189090073
1365	0.1890762327
1366	0.1890448172
1367	0.1890396765
1368	0.1890317349
1369	0.1889886652
1370	0.1889466639
1371	0.1889308162
1372	0.188888058
1373	0.1888655399
1374	0.1888206358
1375	0.1887960147
1376	0.1887577605
1377	0.1887487633
1378	0.188736074
1379	0.1887268507
1380	0.1887049735
1381	0.1886832696
1382	0.1886374043
1383	0.1886091
1384	0.1886080044
1385	0.1885410122
1386	0.1885303597
1387	0.1884891732
1388	0.1884630946
1389	0.1884126218
1390	0.1883616713
1391	0.1883242563
1392	0.188281743
1393	0.1882466419
1394	0.1881831585
1395	0.1881617252
1396	0.1881458605
1397	0.188128919
1398	0.1881243381
1399	0.1881103658
1400	0.1880869521
1401	0.1880501341
1402	0.1880105205
1403	0.1880040607
1404	0.1879867944
1405	0.1879797951
1406	0.1879774148
1407	0.1879701626
1408	0.187960727
1409	0.1879506029
1410	0.1879253961
1411	0.1878858879
1412	0.1878731819
1413	0.1878398999
1414	0.1878184255
1415	0.1878062092
1416	0.1877825763
1417	0.1877537584
1418	0.1876673836
1419	0.1876332455
1420	0.1876072726
1421	0.187582294
1422	0.187557221
1423	0.1874879562
1424	0.1874555962
1425	0.1874161178
1426	0.1873613432
1427	0.1873542935
1428	0.1873355668
1429	0.1873063488
1430	0.1872596414
1431	0.1872436765
1432	0.1872224666
1433	0.1871897266
1434	0.1871756402
1435	0.1871619474
1436	0.1871377334
1437	0.1871121446
1438	0.1870823887
1439	0.1870652381
1440	0.1870443945
1441	0.1869878656
1442	0.1869843949
1443	0.1869791006
1444	0.186961223
1445	0.186939783
1446	0.1869083768
1447	0.1868769194
1448	0.1868467732
1449	0.1868376882
1450	0.1868057144
1451	0.1867664226
1452	0.1867278409
1453	0.1867100495
1454	0.186658753
1455	0.1865958682
1456	0.18658989
1457	0.1865843492
1458	0.1865493639
1459	0.1865216814
1460	0.1864968425
1461	0.1864787979
1462	0.1864755938
1463	0.1864604475
1464	0.1864473527
1465	0.186416405
1466	0.1863705833
1467	0.1863333228
1468	0.186304554
1469	0.1862729217
1470	0.1862459236
1471	0.1861945961
1472	0.1861605393
1473	0.1861592342
1474	0.1860874207
1475	0.1860578585
1476	0.1860381669
1477	0.1860308254
1478	0.1859905938
1479	0.1859625661
1480	0.1859460748
1481	0.1859318946
1482	0.1859069181
1483	0.1858823644
1484	0.1858202316
1485	0.1857855011
1486	0.1857669635
1487	0.1857491639
1488	0.185739942
1489	0.1857075841
1490	0.185663018
1491	0.1856401566
1492	0.1856301693
1493	0.1856223016
1494	0.1856017366
1495	0.1855715349
1496	0.1855454695
1497	0.1855209748
1498	0.185460776
1499	0.1854593354
1500	0.1854468951
1501	0.1854049342
1502	0.1853719069
1503	0.1853449376
1504	0.1852959716
1505	0.1852923066
1506	0.1852652735
1507	0.1852590907
1508	0.1852115514
1509	0.1851634134
1510	0.185132508
1511	0.1851228932
1512	0.1850935688
